source_id,fileId,fileId_short,x,y,width,height,initial_subregion,initial_region,combined_pass,region_decision,coverage_status,nearest_labels_for_search_only,review_note
S-110,a56a81d70b5843e28eeab250e8d8b2d9c9bec6a1,a56a81d70b,17704.932,19635.835,668.0,482.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,R03A,processed-in-r03a-v001,"L-071: HandleAuthentiicateflow | L-069: Set token manually | L-070: OnMessageReceived | L-068: Stop auth early, set result | L-067: Auth Header lookup",Included in R03A during Stage3 large combined JWT/OIDC pass after local boundary review.
S-083,ffd0aac27cbb42c57791af0aa3fcedb5b56daf22,ffd0aac27c,6658.441,19668.181,874.0,482.0,R04-oidc-flow-pkce-signin-challenge,R04,P04-R03B-R04-oidc-and-outcomes-tail,R04,processed-in-r04-v001,L-025: sign out | L-026: sign in | L-008: they impliauthenticationsign in/out handler | L-023: session handlingsign in/out AuthneitcationHandler | L-024: forbid,Included in R04 during Stage3 large combined JWT/OIDC pass after local boundary review.
S-084,831c21e7790421fa2dd8f76d233d2e88abd07e8d,831c21e779,6660.904,20184.848,903.0,482.0,R04-oidc-flow-pkce-signin-challenge,R04,P04-R03B-R04-oidc-and-outcomes-tail,R04,processed-in-r04-v001,L-025: sign out | L-026: sign in | L-008: they impliauthenticationsign in/out handler | L-023: session handlingsign in/out AuthneitcationHandler | L-012: oidc shit,Included in R04 during Stage3 large combined JWT/OIDC pass after local boundary review.
S-085,5d4e81cec5c33742c9299109808a0094fa475fe9,5d4e81cec5,6636.178,20690.671,1009.0,364.0,R04-oidc-flow-pkce-signin-challenge,R04,P04-R03B-R04-oidc-and-outcomes-tail,R04,processed-in-r04-v001,L-025: sign out | L-026: sign in | L-008: they impliauthenticationsign in/out handler | L-023: session handlingsign in/out AuthneitcationHandler | L-012: oidc shit,Included in R04 during Stage3 large combined JWT/OIDC pass after local boundary review.
S-086,32140d5d9332062314464f811953fae41108d650,32140d5d93,6650.345,21082.338,954.0,244.0,R04-oidc-flow-pkce-signin-challenge,R04,P04-R03B-R04-oidc-and-outcomes-tail,R04,processed-in-r04-v001,L-025: sign out | L-026: sign in | L-008: they impliauthenticationsign in/out handler | L-012: oidc shit | L-023: session handlingsign in/out AuthneitcationHandler,Included in R04 during Stage3 large combined JWT/OIDC pass after local boundary review.
S-087,36fea9c9cffe710a7044ff185ca0b4f43326e18a,36fea9c9cf,6056.49,19139.03,988.0,350.0,R04-oidc-flow-pkce-signin-challenge,R04,P04-R03B-R04-oidc-and-outcomes-tail,R04,processed-in-r04-v001,L-025: sign out | L-026: sign in | L-008: they impliauthenticationsign in/out handler | L-023: session handlingsign in/out AuthneitcationHandler | L-024: forbid,Included in R04 during Stage3 large combined JWT/OIDC pass after local boundary review.
S-091,88f9a48ba227cdbdbd2383d08605322d9d805845,88f9a48ba2,4103.258,18090.41,886.0,178.0,R04-oidc-flow-pkce-signin-challenge,R04,P04-R03B-R04-oidc-and-outcomes-tail,R04,processed-in-r04-v001,L-023: session handlingsign in/out AuthneitcationHandler | L-008: they impliauthenticationsign in/out handler | L-026: sign in | L-027: defaultforbid schemeabout forbid not being thepart of authenticate | L-024: forbid,Included in R04 during Stage3 large combined JWT/OIDC pass after local boundary review.
S-311,fca9a6a5f6d72d979243acc44cc3b0bca8c9603d,fca9a6a5f6,7525.737,24570.986,928.0,482.0,R04-oidc-flow-pkce-signin-challenge,R04,P04-R03B-R04-oidc-and-outcomes-tail,R04,processed-in-r04-v001,"L-138: authentication failed | L-136: full flow | L-139: challenge with oidc handler | L-134: clientId, code,state | L-137: compact one",Included in R04 during Stage3 large combined JWT/OIDC pass after local boundary review.
S-312,6f031cd1d9b4b5e56a612d93710018d603325fcf,6f031cd1d9,7579.074,25239.141,852.0,186.0,R04-oidc-flow-pkce-signin-challenge,R04,P04-R03B-R04-oidc-and-outcomes-tail,R04,processed-in-r04-v001,"L-138: authentication failed | L-139: challenge with oidc handler | L-134: clientId, code,state | L-136: full flow | L-137: compact one",Included in R04 during Stage3 large combined JWT/OIDC pass after local boundary review.
S-313,a405713c9bc6ba6a5101c0791dbef2f2de87fd9f,a405713c9b,7588.46,25430.111,758.0,285.0,R04-oidc-flow-pkce-signin-challenge,R04,P04-R03B-R04-oidc-and-outcomes-tail,R04,processed-in-r04-v001,"L-138: authentication failed | L-139: challenge with oidc handler | L-134: clientId, code,state | L-136: full flow | L-140: oidc handler validates pcke stuff",Included in R04 during Stage3 large combined JWT/OIDC pass after local boundary review.
S-314,cda269706061f7f070f6ef561879cc03813b8541,cda2697060,7576.259,26136.982,945.0,301.0,R04-oidc-flow-pkce-signin-challenge,R04,P04-R03B-R04-oidc-and-outcomes-tail,R04,processed-in-r04-v001,"L-134: clientId, code,state | L-139: challenge with oidc handler | L-140: oidc handler validates pcke stuff | L-138: authentication failed | L-141: builds claimsprincipal",Included in R04 during Stage3 large combined JWT/OIDC pass after local boundary review.
S-315,2a1492811e31fd6345542353ebbc755c544b29bf,2a1492811e,7595.49,25759.213,845.0,275.0,R04-oidc-flow-pkce-signin-challenge,R04,P04-R03B-R04-oidc-and-outcomes-tail,R04,processed-in-r04-v001,"L-134: clientId, code,state | L-139: challenge with oidc handler | L-138: authentication failed | L-140: oidc handler validates pcke stuff | L-136: full flow",Included in R04 during Stage3 large combined JWT/OIDC pass after local boundary review.
S-316,9ba88e7ce3d7eda3d0c6d8fa04d9c9c1e3c31d37,9ba88e7ce3,7577.225,26552.26,983.0,369.0,R04-oidc-flow-pkce-signin-challenge,R04,P04-R03B-R04-oidc-and-outcomes-tail,R04,processed-in-r04-v001,"L-140: oidc handler validates pcke stuff | L-134: clientId, code,state | L-141: builds claimsprincipal | L-142: calls signinasync with that principal | L-139: challenge with oidc handler",Included in R04 during Stage3 large combined JWT/OIDC pass after local boundary review.
S-317,ee137056baeb5fb815757b67fe64f9cda6638ff5,ee137056ba,7577.836,27017.482,904.0,303.0,R04-oidc-flow-pkce-signin-challenge,R04,P04-R03B-R04-oidc-and-outcomes-tail,R04,processed-in-r04-v001,"L-141: builds claimsprincipal | L-140: oidc handler validates pcke stuff | L-142: calls signinasync with that principal | L-134: clientId, code,state | L-139: challenge with oidc handler",Included in R04 during Stage3 large combined JWT/OIDC pass after local boundary review.
S-318,68ea221f54deef1c1757de1da481391411fe58a8,68ea221f54,7597.336,27382.649,665.0,126.0,R04-oidc-flow-pkce-signin-challenge,R04,P04-R03B-R04-oidc-and-outcomes-tail,R04,processed-in-r04-v001,"L-141: builds claimsprincipal | L-142: calls signinasync with that principal | L-140: oidc handler validates pcke stuff | L-134: clientId, code,state | L-139: challenge with oidc handler",Included in R04 during Stage3 large combined JWT/OIDC pass after local boundary review.
S-319,5ae0e19ecc313e387d3ca1330c9484c9bbbffdab,5ae0e19ecc,7604.892,27620.593,901.0,319.0,R04-oidc-flow-pkce-signin-challenge,R04,P04-R03B-R04-oidc-and-outcomes-tail,R04,processed-in-r04-v001,"L-142: calls signinasync with that principal | L-141: builds claimsprincipal | L-140: oidc handler validates pcke stuff | L-134: clientId, code,state | L-139: challenge with oidc handler",Included in R04 during Stage3 large combined JWT/OIDC pass after local boundary review.
S-320,77c60da53dc181328d689ae2690174f9c738d49f,77c60da53d,6447.706,24563.381,869.0,482.0,R04-oidc-flow-pkce-signin-challenge,R04,P04-R03B-R04-oidc-and-outcomes-tail,R04,processed-in-r04-v001,"L-137: compact one | L-138: authentication failed | L-136: full flow | L-135: pkce confidential client, mvc,bff | L-139: challenge with oidc handler",Included in R04 during Stage3 large combined JWT/OIDC pass after local boundary review.
S-321,2421c99d2b5a5c389d3f131036802cfed020dcad,2421c99d2b,6483.781,25077.26,941.0,359.0,R04-oidc-flow-pkce-signin-challenge,R04,P04-R03B-R04-oidc-and-outcomes-tail,R04,processed-in-r04-v001,"L-138: authentication failed | L-137: compact one | L-136: full flow | L-139: challenge with oidc handler | L-134: clientId, code,state",Included in R04 during Stage3 large combined JWT/OIDC pass after local boundary review.
S-322,6b3abf86801302756a79414c80131cbe94a38004,6b3abf8680,5349.065,24662.197,724.0,434.0,R04-oidc-flow-pkce-signin-challenge,R04,P04-R03B-R04-oidc-and-outcomes-tail,R04,processed-in-r04-v001,"L-135: pkce confidential client, mvc,bff | L-137: compact one | L-012: oidc shit | L-138: authentication failed | L-136: full flow",Included in R04 during Stage3 large combined JWT/OIDC pass after local boundary review.
S-323,6475516128741726a62b16a4f3f16a7c465e59fa,6475516128,5329.732,25121.197,896.0,466.0,R04-oidc-flow-pkce-signin-challenge,R04,P04-R03B-R04-oidc-and-outcomes-tail,R04,processed-in-r04-v001,"L-135: pkce confidential client, mvc,bff | L-137: compact one | L-138: authentication failed | L-136: full flow | L-012: oidc shit",Included in R04 during Stage3 large combined JWT/OIDC pass after local boundary review.
S-324,8a530e7be25fddfcdf1ab9daa2c83fcc4849847c,8a530e7be2,5327.818,25594.707,563.0,482.0,R04-oidc-flow-pkce-signin-challenge,R04,P04-R03B-R04-oidc-and-outcomes-tail,R04,processed-in-r04-v001,"L-135: pkce confidential client, mvc,bff | L-137: compact one | L-138: authentication failed | L-136: full flow | L-012: oidc shit",Included in R04 during Stage3 large combined JWT/OIDC pass after local boundary review.
S-325,b741fabd397140fa50b274747955a2caad252a33,b741fabd39,5326.737,26096.374,582.0,482.0,R04-oidc-flow-pkce-signin-challenge,R04,P04-R03B-R04-oidc-and-outcomes-tail,R04,processed-in-r04-v001,"L-135: pkce confidential client, mvc,bff | L-137: compact one | L-138: authentication failed | L-134: clientId, code,state | L-136: full flow",Included in R04 during Stage3 large combined JWT/OIDC pass after local boundary review.
