source_id,fileId,fileId_short,x,y,width,height,initial_subregion,initial_region,combined_pass,nearest_labels_for_search_only,coverage_status,current_region_decision,decision_is_final,must_recheck_before_region_close,decision_basis,review_notes
S-001,66dd53e7f8673b6d6f12253f7d5253dadfef5fb8,66dd53e7f8,6000.816,3184.357,982.0,432.0,R01A-base-middleware-auth-service-handlers,R01,P01-R01-base-auth-and-forwarding,L-009: useAuthenticationAuthenticationMiddleware | L-016: context.AuthenticateAsync andAuthentication Service | L-037: special handlers | L-038: HandleRequestAsync | L-017: Auth Scheme Provider,processed-in-r01-v001,R01,yes-for-r01-v001-boundary,no-for-r01-v001,Included in R01 v001 after local visual/semantic boundary review.,Included in R01 v001 after local visual/semantic boundary review.
S-165,9e083ea0d948cea200fa415be5c9b45ff8fd0966,9e083ea0d9,14324.185,22955.057,1046.0,482.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,"L-044: catch errors if authfailed rusultis there return itotherwise rethrow ex | L-039: handlecahllengecheck for failure, if error pass some info about it to challengecontextif handled just returnif not then if no error return wwif error = construct some basic response | L-043: if failure fire eventreturn failure | L-042: on happy path fire event store token if neededpass some shit to validatedcontextcall success, return result | L-041: obsoletesecurityTokenValidators",candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-166,d7c20f6b97fe430388201ec13d4957eb44f5a7ea,d7c20f6b97,14278.044,23441.721,1248.0,447.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,"L-039: handlecahllengecheck for failure, if error pass some info about it to challengecontextif handled just returnif not then if no error return wwif error = construct some basic response | L-044: catch errors if authfailed rusultis there return itotherwise rethrow ex | L-043: if failure fire eventreturn failure | L-042: on happy path fire event store token if neededpass some shit to validatedcontextcall success, return result | L-041: obsoletesecurityTokenValidators",candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-167,bc0bf399e545ec73eb7dae5ffea91aa7118a94f4,bc0bf399e5,14305.978,24776.792,1239.0,391.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,"L-039: handlecahllengecheck for failure, if error pass some info about it to challengecontextif handled just returnif not then if no error return wwif error = construct some basic response | L-040: handleforbid | L-044: catch errors if authfailed rusultis there return itotherwise rethrow ex | L-043: if failure fire eventreturn failure | L-065: Token Validation",candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-168,cdba62069d28135506c78501f06fccfb35ecb4fc,cdba62069d,14280.19,25157.246,1213.0,401.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,"L-039: handlecahllengecheck for failure, if error pass some info about it to challengecontextif handled just returnif not then if no error return wwif error = construct some basic response | L-040: handleforbid | L-044: catch errors if authfailed rusultis there return itotherwise rethrow ex | L-043: if failure fire eventreturn failure | L-065: Token Validation",candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-169,d194ef49eb6bfff2f86616bbe91d99781f6ba4f1,d194ef49eb,14319.872,25519.822,1250.0,231.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,"L-040: handleforbid | L-039: handlecahllengecheck for failure, if error pass some info about it to challengecontextif handled just returnif not then if no error return wwif error = construct some basic response | L-044: catch errors if authfailed rusultis there return itotherwise rethrow ex | L-050: reject disabled | L-065: Token Validation",candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-170,d9c45aacbb5f3e85743ad795e952e42144a5d10e,d9c45aacbb,14325.933,25753.307,1010.0,421.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,"L-040: handleforbid | L-039: handlecahllengecheck for failure, if error pass some info about it to challengecontextif handled just returnif not then if no error return wwif error = construct some basic response | L-050: reject disabled | L-044: catch errors if authfailed rusultis there return itotherwise rethrow ex | L-065: Token Validation",candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-171,f9a3dbfcf39d93fbe8875db20678c3708246ea92,f9a3dbfcf3,14383.614,26175.868,991.0,398.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,"L-040: handleforbid | L-039: handlecahllengecheck for failure, if error pass some info about it to challengecontextif handled just returnif not then if no error return wwif error = construct some basic response | L-050: reject disabled | L-049: ontokenValidated/Succes path | L-065: Token Validation",candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-172,e7c8d3624edf644724ba6c6166929ed2b7d1331d,e7c8d3624e,14384.865,26697.348,974.0,482.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,"L-040: handleforbid | L-050: reject disabled | L-039: handlecahllengecheck for failure, if error pass some info about it to challengecontextif handled just returnif not then if no error return wwif error = construct some basic response | L-051: Add claims | L-049: ontokenValidated/Succes path",candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-173,d70e32a080af8b8404114e942162c85952c82e2f,d70e32a080,21880.333,21230.934,1118.0,433.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,L-075: summary | L-076: messagereveivedctx | L-081: OnMessageReceinved | L-086: jwt | L-077: tokenValidatedctx,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-174,f2af528eef74f51448d9957bf312787c05c1de53,f2af528eef,23595.953,21810.987,757.0,302.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,L-081: OnMessageReceinved | L-086: jwt | L-082: OnTokenValidated | L-075: summary | L-076: messagereveivedctx,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-175,8d1e2a5dcce96dae9ad12aa65b42b71820f22c10,8d1e2a5dcc,23605.905,22123.82,775.0,482.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,L-082: OnTokenValidated | L-081: OnMessageReceinved | L-086: jwt | L-076: messagereveivedctx | L-077: tokenValidatedctx,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-176,2192144b10765b7c95cb4e434703a2ef94d0f026,2192144b10,23604.556,22637.661,899.0,465.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,L-082: OnTokenValidated | L-081: OnMessageReceinved | L-086: jwt | L-083: OnAuthenticationFailed | L-077: tokenValidatedctx,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-177,c9e0e5e758eae66710bb0d26829f5ec4352c3cbe,c9e0e5e758,23609.534,23270.942,871.0,482.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,L-082: OnTokenValidated | L-083: OnAuthenticationFailed | L-081: OnMessageReceinved | L-077: tokenValidatedctx | L-072: !!!!,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-178,66baae401da7ce3ac94766958e94438b35ad5601,66baae401d,23600.923,23764.606,866.0,463.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,L-082: OnTokenValidated | L-083: OnAuthenticationFailed | L-072: !!!! | L-078: AuthFailedContext | L-077: tokenValidatedctx,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-179,04418cd8a7d3f339e16c1fc67beda8cc37ac1a4d,04418cd8a7,23593.327,24246.273,920.0,310.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,L-083: OnAuthenticationFailed | L-082: OnTokenValidated | L-072: !!!! | L-084: OnChallenge | L-078: AuthFailedContext,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-180,38a470c11b319abca27a78b513882f0e99d52347,38a470c11b,23596.558,24542.221,692.0,434.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,L-083: OnAuthenticationFailed | L-072: !!!! | L-084: OnChallenge | L-082: OnTokenValidated | L-078: AuthFailedContext,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-181,f5f0b8c789db90e2b58980f6ada2e030a70d142e,f5f0b8c789,23608.007,25114.901,905.0,343.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,L-083: OnAuthenticationFailed | L-072: !!!! | L-084: OnChallenge | L-078: AuthFailedContext | L-082: OnTokenValidated,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-182,db25ecac1c20694ca2c87d0f9fb153708cc98f63,db25ecac1c,23602.416,25455.888,754.0,463.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,L-072: !!!! | L-084: OnChallenge | L-083: OnAuthenticationFailed | L-085: OnForbidden | L-078: AuthFailedContext,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-183,01a1b673fc3f8deabbc273e2cc41aac1346a5528,01a1b673fc,23609.004,25919.478,784.0,463.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,L-084: OnChallenge | L-072: !!!! | L-083: OnAuthenticationFailed | L-085: OnForbidden | L-073: !!!,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-184,962765775677d450e0d2c9b589013f11dd763451,9627657756,23617.391,26520.119,757.0,310.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,L-084: OnChallenge | L-085: OnForbidden | L-072: !!!! | L-073: !!! | L-083: OnAuthenticationFailed,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-185,6c3ff62c3df73d6e9a988e3ad36aa3733a600e4e,6c3ff62c3d,23605.977,26838.452,698.0,463.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,L-085: OnForbidden | L-084: OnChallenge | L-073: !!! | L-072: !!!! | L-080: ForbiddenCOntext,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-186,48fe2e1905a09b4bb40d2fe54556db50af62d043,48fe2e1905,23596.276,27293.285,750.0,417.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,L-085: OnForbidden | L-073: !!! | L-084: OnChallenge | L-072: !!!! | L-080: ForbiddenCOntext,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-187,714778f946255017eda742ca6f5590f170b02c5d,714778f946,23598.404,27843.388,836.0,285.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,L-085: OnForbidden | L-073: !!! | L-084: OnChallenge | L-080: ForbiddenCOntext | L-072: !!!!,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-188,369d46ad891e55a659cbb99fe6b80d13f9d420cf,369d46ad89,23602.296,28142.042,804.0,463.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,L-085: OnForbidden | L-073: !!! | L-084: OnChallenge | L-080: ForbiddenCOntext | L-072: !!!!,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-189,860e8d4a10ccb443f90790e164c74081992f5727,860e8d4a10,23604.058,28606.08,677.0,335.0,R03B-jwt-outcomes-failure-challenge-forbid,R03,P04-R03B-R04-oidc-and-outcomes-tail,L-073: !!! | L-085: OnForbidden | L-080: ForbiddenCOntext | L-084: OnChallenge | L-072: !!!!,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-190,b371ddd47ffc364450123b03ca5d30fe68baf17e,b371ddd47f,24445.032,26543.066,751.0,148.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,L-084: OnChallenge | L-085: OnForbidden | L-072: !!!! | L-073: !!! | L-083: OnAuthenticationFailed,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-191,b371ddd47ffc364450123b03ca5d30fe68baf17e,b371ddd47f,24493.921,27863.066,751.0,148.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,L-085: OnForbidden | L-073: !!! | L-084: OnChallenge | L-072: !!!! | L-080: ForbiddenCOntext,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-192,4eac1e524b814921ea9dd748b75b65576c96a77c,4eac1e524b,22124.483,21805.777,456.0,318.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,L-076: messagereveivedctx | L-075: summary | L-077: tokenValidatedctx | L-081: OnMessageReceinved | L-082: OnTokenValidated,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-193,f9dd5e9b2c1cad22eb5f5eac899ce246d5041abd,f9dd5e9b2c,22108.836,22162.65,886.0,273.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,L-076: messagereveivedctx | L-077: tokenValidatedctx | L-081: OnMessageReceinved | L-082: OnTokenValidated | L-075: summary,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-194,53c48049eaf75dfe8a09bafca3fabc4569e168eb,53c48049ea,22154.083,23266.695,586.0,332.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,L-077: tokenValidatedctx | L-082: OnTokenValidated | L-078: AuthFailedContext | L-076: messagereveivedctx | L-083: OnAuthenticationFailed,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-195,09efbd4d713ddb680934986681b10070e53b9d0c,09efbd4d71,22162.866,23607.446,906.0,356.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,L-077: tokenValidatedctx | L-082: OnTokenValidated | L-078: AuthFailedContext | L-083: OnAuthenticationFailed | L-072: !!!!,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-196,e59d1bff23d41e02bb73dba0799a7bd5c7bb839a,e59d1bff23,22153.021,25111.64,807.0,482.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,L-078: AuthFailedContext | L-072: !!!! | L-083: OnAuthenticationFailed | L-079: ChallengeContext | L-084: OnChallenge,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-197,31980a49e20c7a863b73d50bfd9ea6bb248e1e4f,31980a49e2,21998.852,26446.183,586.0,292.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,L-079: ChallengeContext | L-080: ForbiddenCOntext | L-084: OnChallenge | L-072: !!!! | L-078: AuthFailedContext,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-198,3fb56eed63623f366d45aad7214a723762b60221,3fb56eed63,22034.447,27826.445,511.0,301.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,L-080: ForbiddenCOntext | L-073: !!! | L-085: OnForbidden | L-079: ChallengeContext | L-084: OnChallenge,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-199,47527e58ba66067b7a8316482ad6e17914a50ff9,47527e58ba,24453.535,27092.699,720.0,271.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,L-085: OnForbidden | L-084: OnChallenge | L-073: !!! | L-072: !!!! | L-083: OnAuthenticationFailed,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-200,2a00df36edaef26da5221648fad52d853f591314,2a00df36ed,22007.66,28159.903,944.0,315.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,L-080: ForbiddenCOntext | L-073: !!! | L-085: OnForbidden | L-079: ChallengeContext | L-084: OnChallenge,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-201,4a0f3665e37f64e108daf2f3706c9b6ed0cb362e,4a0f3665e3,21978.773,26763.862,1019.0,369.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,L-080: ForbiddenCOntext | L-079: ChallengeContext | L-084: OnChallenge | L-073: !!! | L-085: OnForbidden,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-202,c55c37517bd853e165ec6ac5c0017c7ee5675e7a,c55c37517b,21955.094,27176.432,979.0,292.0,R03A-jwt-handler-pipeline-events,R03,P03-R03A-jwt-handler-pipeline,L-080: ForbiddenCOntext | L-073: !!! | L-085: OnForbidden | L-079: ChallengeContext | L-084: OnChallenge,candidate-needs-boundary-review,,no,yes,Coordinate candidate only; must be visually/semantically checked before transcript.,Coordinate candidate only; must be visually/semantically checked before transcript.
S-203,266b142cb644db1cc2cf670d1c5f581d79631c20,266b142cb6,25739.329,1222.026,946.0,357.0,R02B-cookie-events-sliding-redirects,R02,P02-R02-cookie-core-and-events,L-096: OnsigningIn | L-110: Cookie | L-109: summary | L-097: OnSignedIn | L-108: signingInContext,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-204,92d1b8e4cfe00d064018f1fb28116bc8c3840246,92d1b8e4cf,25729.02,1595.378,914.0,424.0,R02B-cookie-events-sliding-redirects,R02,P02-R02-cookie-core-and-events,L-096: OnsigningIn | L-110: Cookie | L-097: OnSignedIn | L-108: signingInContext | L-109: summary,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-205,50b04a40dcb619598d892cfe92304df5bf42c613,50b04a40dc,25721.204,2208.086,1010.0,482.0,R02B-cookie-events-sliding-redirects,R02,P02-R02-cookie-core-and-events,L-096: OnsigningIn | L-097: OnSignedIn | L-110: Cookie | L-103: ONValidatePrincipal | L-108: signingInContext,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-206,fd05f17053fb5ecdacbd88aee880a0ff241b07c1,fd05f17053,25727.886,2685.662,789.0,482.0,R02B-cookie-events-sliding-redirects,R02,P02-R02-cookie-core-and-events,L-097: OnSignedIn | L-096: OnsigningIn | L-103: ONValidatePrincipal | L-107: signedInContext | L-108: signingInContext,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-207,1cf0b29a4f245cfc2670097a2867d2d8999cf13b,1cf0b29a4f,25725.211,3375.728,566.0,324.0,R02B-cookie-events-sliding-redirects,R02,P02-R02-cookie-core-and-events,L-097: OnSignedIn | L-103: ONValidatePrincipal | L-096: OnsigningIn | L-107: signedInContext | L-106: ValidatePrincipalContext,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-208,05dbbd258a60756cde4838b92b863716681114dd,05dbbd258a,25737.423,3706.864,944.0,469.0,R02B-cookie-events-sliding-redirects,R02,P02-R02-cookie-core-and-events,L-103: ONValidatePrincipal | L-097: OnSignedIn | L-106: ValidatePrincipalContext | L-096: OnsigningIn | L-107: signedInContext,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-209,2a04f5019def05c48cba31be2808ef345ad0d21e,2a04f5019d,25748.377,4384.864,893.0,233.0,R02B-cookie-events-sliding-redirects,R02,P02-R02-cookie-core-and-events,L-103: ONValidatePrincipal | L-097: OnSignedIn | L-104: OnSignigOut | L-106: ValidatePrincipalContext | L-107: signedInContext,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-210,4e59e8f2ede4ee02fdc7d51f3c67ae621a1f8c33,4e59e8f2ed,25747.249,4632.329,677.0,482.0,R02B-cookie-events-sliding-redirects,R02,P02-R02-cookie-core-and-events,L-103: ONValidatePrincipal | L-104: OnSignigOut | L-097: OnSignedIn | L-106: ValidatePrincipalContext | L-105: SingingOutContext,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-211,da130bb541298bf943cc24759a38ae4f3e5066bd,da130bb541,25730.804,5124.45,872.0,482.0,R02B-cookie-events-sliding-redirects,R02,P02-R02-cookie-core-and-events,L-104: OnSignigOut | L-103: ONValidatePrincipal | L-098: OnRedirectToLogin (Challenge) | L-105: SingingOutContext | L-106: ValidatePrincipalContext,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-212,a059f1e03e7be2b5248760309bffcc6578ae717d,a059f1e03e,25734.13,5588.693,958.0,482.0,R02B-cookie-events-sliding-redirects,R02,P02-R02-cookie-core-and-events,L-104: OnSignigOut | L-098: OnRedirectToLogin (Challenge) | L-103: ONValidatePrincipal | L-105: SingingOutContext | L-099: OnRedirectToAccDenied (Forbid),processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-213,4c416e3fa2452bf95168ce31820968c3077a3470,4c416e3fa2,25756.029,6208.243,548.0,322.0,R02B-cookie-events-sliding-redirects,R02,P02-R02-cookie-core-and-events,L-104: OnSignigOut | L-098: OnRedirectToLogin (Challenge) | L-099: OnRedirectToAccDenied (Forbid) | L-105: SingingOutContext | L-087: cookieredirectcontext,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-214,10b2c7157c047b13512532f20c2b8b848344ed20,10b2c7157c,25760.484,6537.212,910.0,338.0,R02B-cookie-events-sliding-redirects,R02,P02-R02-cookie-core-and-events,L-098: OnRedirectToLogin (Challenge) | L-104: OnSignigOut | L-099: OnRedirectToAccDenied (Forbid) | L-105: SingingOutContext | L-100: OnRedirectToLogOut,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-215,de2b22664144c62bb92aa14fbb3da2c4b2f0be0d,de2b226641,25752.211,7206.571,792.0,291.0,R02B-cookie-events-sliding-redirects,R02,P02-R02-cookie-core-and-events,L-098: OnRedirectToLogin (Challenge) | L-099: OnRedirectToAccDenied (Forbid) | L-104: OnSignigOut | L-100: OnRedirectToLogOut | L-101: OnRedirectToReturnUrl,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-216,d67bd02b55a1761e7be996bd2aa43be9b0e3f742,d67bd02b55,25760.509,7508.491,906.0,482.0,R02B-cookie-events-sliding-redirects,R02,P02-R02-cookie-core-and-events,L-099: OnRedirectToAccDenied (Forbid) | L-098: OnRedirectToLogin (Challenge) | L-100: OnRedirectToLogOut | L-101: OnRedirectToReturnUrl | L-104: OnSignigOut,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-217,8467f259b1d5c3df9b1bf93f0e0baa67c794e611,8467f259b1,25747.696,8114.01,898.0,304.0,R02B-cookie-events-sliding-redirects,R02,P02-R02-cookie-core-and-events,L-099: OnRedirectToAccDenied (Forbid) | L-100: OnRedirectToLogOut | L-101: OnRedirectToReturnUrl | L-098: OnRedirectToLogin (Challenge) | L-102: OnCheckSlidingExp,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-218,d677a3903eb8853ad0584b03a71b8df41557dc59,d677a3903e,25746.953,8414.404,931.0,382.0,R02B-cookie-events-sliding-redirects,R02,P02-R02-cookie-core-and-events,L-100: OnRedirectToLogOut | L-099: OnRedirectToAccDenied (Forbid) | L-101: OnRedirectToReturnUrl | L-102: OnCheckSlidingExp | L-098: OnRedirectToLogin (Challenge),processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
S-219,58ed55bc91b2a039d6a49fef702e31a255817598,58ed55bc91,25754.635,8966.01,712.0,360.0,R02B-cookie-events-sliding-redirects,R02,P02-R02-cookie-core-and-events,L-101: OnRedirectToReturnUrl | L-100: OnRedirectToLogOut | L-102: OnCheckSlidingExp | L-099: OnRedirectToAccDenied (Forbid) | L-095: can write to response,processed-in-r02-v001,R02,yes-for-r02-v001-boundary,no-for-r02-v001,Included in R02 v001 after visual/semantic boundary review.,Included in R02 v001 after visual/semantic boundary review.
