source_id,image_use_id,fileId,fileId_short,x,y,x_center,y_center,width,height,nearest_labels_for_search_only,coverage_status,current_region_decision,decision_is_final,must_recheck_before_region_close,decision_basis,review_notes
S-276,IU-276,4f53d979bc0327f0092cf0b3159e7af2056e309b,4f53d979bc,2711.88,25576.182,3084.88,25772.682,746,393,L-082: websockets | L-081: when suspence is being shown | L-084: suspence,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-277,IU-277,c56ec7fd551940c71e978c7856cc4d6a9e0b0ac5,c56ec7fd55,5818.61,25613.551,6282.61,25787.551,928,348,L-084: suspence | L-081: when suspence is being shown | L-082: websockets,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-278,IU-278,a865458f888876c57d6adef1d95c9280f881b098,a865458f88,4616.52,25675.883,5052.02,25893.383,871,435,L-081: when suspence is being shown | L-084: suspence | L-082: websockets,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-279,IU-279,6ea27df25b4c44483b5067e55bdf45bc82ff7e1a,6ea27df25b,6998.546,25792.348,7467.546,25951.348,938,318,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-280,IU-280,c078f2032fbcc3d9808319c296e52d46c81d47a1,c078f2032f,9199.694,25916.254,9640.194,25989.254,881,146,L-087: fetchstatus paused | L-086: network modes | L-083: OFFLINE network mode,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-281,IU-281,17f9a3bf928c49a7a3b85204e2a47422bdbca4c2,17f9a3bf92,8208.171,25929.57,8663.671,26170.57,911,482,L-086: network modes | L-087: fetchstatus paused | L-095: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-282,IU-282,c6a05bb126be4ebc513e581cc3c0c89822565e87,c6a05bb126,10428.423,25944.763,10794.423,26180.263,732,471,L-087: fetchstatus paused | L-083: OFFLINE network mode | L-085: mutations network mode resumepausedmutations,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-283,IU-283,b8fa03d9e293cb28c818bff38e68709513bdfab0,b8fa03d9e2,5828.517,25957.823,6069.517,26198.823,482,482,L-084: suspence | L-081: when suspence is being shown | L-082: websockets,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-284,IU-284,bf62b2d61c3d92d0e45830c02569ef0f875bf353,bf62b2d61c,11869.062,25992.085,12325.562,26176.585,913,369,L-088: persistance + resumepausedmutations | L-085: mutations network mode resumepausedmutations | L-091: !!!,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-285,IU-285,789db879bc0b78162a69302d96ff1388880861cb,789db879bc,2681.713,26046.516,3138.213,26282.016,913,471,L-082: websockets | L-081: when suspence is being shown | L-084: suspence,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-286,IU-286,635b0dd4d8ed1eb3b1caa4e858163f4746ba1a82,635b0dd4d8,9188.999,26085.241,9582.999,26326.241,788,482,L-087: fetchstatus paused | L-086: network modes | L-083: OFFLINE network mode,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-287,IU-287,4f7fbb99573df5941c53ea5dc13225c44fb7f00b,4f7fbb9957,4633.076,26133.512,5047.576,26283.012,829,299,L-081: when suspence is being shown | L-084: suspence | L-082: websockets,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-288,IU-288,a08d07bb82ae1f19ca406fd68ee2d8ca517c6dca,a08d07bb82,6953.183,26152.859,7387.683,26393.859,869,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-289,IU-289,c4797efb7269095c9bac1bccbcb61230e676ec18,c4797efb72,13144.063,26357.977,13591.063,26531.477,894,347,"L-088: persistance + resumepausedmutations | L-092: persistqueryclientsave,subscribe,restore | L-093: SHOULD I USE RESUMEPAUSEDMUT WITH OFFLINEFIRST?",unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-290,IU-290,dfc5091fca11c387a287830ca57e898181fa358d,dfc5091fca,11844.81,26388.249,12303.81,26581.749,918,387,L-091: !!! | L-093: SHOULD I USE RESUMEPAUSEDMUT WITH OFFLINEFIRST? | L-088: persistance + resumepausedmutations,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-291,IU-291,d894c9608c370205e60280e79ae86c3ae4165d28,d894c9608c,10444.123,26433.181,10741.123,26674.181,594,482,L-087: fetchstatus paused | L-091: !!! | L-093: SHOULD I USE RESUMEPAUSEDMUT WITH OFFLINEFIRST?,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-292,IU-292,676060fc010e4332dad70d67014136eefbc837f0,676060fc01,5808.728,26484.289,6090.228,26642.789,563,317,L-084: suspence | L-081: when suspence is being shown | L-082: websockets,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-293,IU-293,d4e1e182d3217683b81bed7a58b5b97d84483c34,d4e1e182d3,2704.713,26517.849,3162.213,26703.349,915,371,L-082: websockets | L-081: when suspence is being shown | L-084: suspence,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-294,IU-294,73d84c25d2954d3a94ebdc76be847159f8fbb2d1,73d84c25d2,9166.814,26593.812,9541.314,26834.812,749,482,L-087: fetchstatus paused | L-086: network modes | L-096: meta for dehydraton filtering to avoid overpopulaton of the store + acessing metha in queryfn,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-295,IU-295,4052f751bbbb74ffedb94b95c8c65ca1d1e17fbf,4052f751bb,6934.046,26682.848,7387.546,26775.348,907,185,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-296,IU-296,810e074c35d6e27553a0b385f8d2d962c94108b3,810e074c35,11875.81,26799.915,12323.81,26868.415,896,137,L-091: !!! | L-093: SHOULD I USE RESUMEPAUSEDMUT WITH OFFLINEFIRST? | L-088: persistance + resumepausedmutations,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-297,IU-297,6a8d99b81ad0e8064b03605aa6a9a0e78628abd3,6a8d99b81a,13165.062,26820.31,13621.062,27009.81,912,379,"L-092: persistqueryclientsave,subscribe,restore | L-088: persistance + resumepausedmutations | L-093: SHOULD I USE RESUMEPAUSEDMUT WITH OFFLINEFIRST?",unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-298,IU-298,094d84e79b2c9e8fd65a32896c74c90706c396a1,094d84e79b,5822.833,26828.299,6063.333,27069.299,481,482,"L-084: suspence | L-081: when suspence is being shown | L-098: enabled, what to do",unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-299,IU-299,50585b9627657f44c32abd7b75319bd13b20fc15,50585b9627,2717.977,26894.193,3143.477,27135.193,851,482,L-082: websockets | L-081: when suspence is being shown | L-084: suspence,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-300,IU-300,8f000918798d1753238580704120a1b38aff6481,8f00091879,6939.046,26896.182,7411.546,27084.682,945,377,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-301,IU-301,805253d94bd6caa28ede19ea25d0d573a5a80e9d,805253d94b,10421.287,26942.243,10879.787,27159.243,917,434,L-091: !!! | L-093: SHOULD I USE RESUMEPAUSEDMUT WITH OFFLINEFIRST? | L-094: hydrate/dehydrate options buster,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-302,IU-302,819762c97437d3fec4e8bbdd25c6b9bba12b9f0f,819762c974,11867.477,26951.137,12330.477,27110.637,926,319,L-093: SHOULD I USE RESUMEPAUSEDMUT WITH OFFLINEFIRST? | L-091: !!! | L-094: hydrate/dehydrate options buster,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-303,IU-303,af413353f266b8cadf38e405b3a5e28ffd11d28f,af413353f2,9128.194,27078.826,9600.194,27297.826,944,438,L-096: meta for dehydraton filtering to avoid overpopulaton of the store + acessing metha in queryfn | L-087: fetchstatus paused | L-095: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-304,IU-304,0c3b1184a0436d89330a9ca99d3801a1d7f7c1b7,0c3b1184a0,15541.774,27160.189,16056.274,27356.689,1029,393,"L-090: persist query client | L-089: persistqucl vs provider flows | L-092: persistqueryclientsave,subscribe,restore",unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-305,IU-305,8f675d5a4b40a1cb8500dad394322c0d3b2f3845,8f675d5a4b,16839.572,27185.503,17225.572,27426.503,772,482,"L-089: persistqucl vs provider flows | L-090: persist query client | L-092: persistqueryclientsave,subscribe,restore",unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-306,IU-306,5d27ffc66e3521b85aa79dd4dfa0f7bf69a4cec3,5d27ffc66e,13149.229,27219.811,13612.729,27369.811,927,300,"L-092: persistqueryclientsave,subscribe,restore | L-088: persistance + resumepausedmutations | L-093: SHOULD I USE RESUMEPAUSEDMUT WITH OFFLINEFIRST?",unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-307,IU-307,2ec84b4c142ab66af72a1db41f2bb7380d9eb9a9,2ec84b4c14,14517.401,27238.654,14922.901,27479.654,811,482,"L-092: persistqueryclientsave,subscribe,restore | L-090: persist query client | L-089: persistqucl vs provider flows",unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-308,IU-308,3076481cd77bc204b73762eddb6a99f6db77d37d,3076481cd7,5800.562,27335.027,6103.562,27538.027,606,406,"L-084: suspence | L-081: when suspence is being shown | L-098: enabled, what to do",unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-309,IU-309,33ec33e3f63de1e34a259963357789fb8f1d7102,33ec33e3f6,10423.953,27402.076,10842.453,27572.576,837,341,L-091: !!! | L-096: meta for dehydraton filtering to avoid overpopulaton of the store + acessing metha in queryfn | L-093: SHOULD I USE RESUMEPAUSEDMUT WITH OFFLINEFIRST?,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-310,IU-310,72bf95274c482815082812bfb69b0d56b59d1fd7,72bf95274c,13169.729,27530.311,13622.729,27659.811,906,259,"L-092: persistqueryclientsave,subscribe,restore | L-093: SHOULD I USE RESUMEPAUSEDMUT WITH OFFLINEFIRST? | L-094: hydrate/dehydrate options buster",unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-311,IU-311,80e917c63d9b23f1841f138508aecd92134f58fc,80e917c63d,9121.122,27533.064,9571.622,27673.064,901,280,L-096: meta for dehydraton filtering to avoid overpopulaton of the store + acessing metha in queryfn | L-095: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-087: fetchstatus paused,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-312,IU-312,79a4777b2f37d0fe49e1713961fcca8182321392,79a4777b2f,11851.105,27541.766,12315.605,27715.766,929,348,L-093: SHOULD I USE RESUMEPAUSEDMUT WITH OFFLINEFIRST? | L-094: hydrate/dehydrate options buster | L-091: !!!,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-313,IU-313,38abff4a0ef7bc68fc994a880735d13885de8178,38abff4a0e,2771.046,27551.016,3036.546,27733.016,531,364,"L-082: websockets | L-081: when suspence is being shown | L-098: enabled, what to do",unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-314,IU-314,ad15f92387c0fd5c37cc62b21ae26200578a164e,ad15f92387,8367.728,27551.666,8712.228,27764.666,689,426,L-095: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-096: meta for dehydraton filtering to avoid overpopulaton of the store + acessing metha in queryfn | L-086: network modes,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-315,IU-315,46562dcbf35c16a7ad3efeaba3d0c3b64d4d1982,46562dcbf3,15553.86,27573.866,15991.36,27814.866,875,482,"L-090: persist query client | L-089: persistqucl vs provider flows | L-092: persistqueryclientsave,subscribe,restore",unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-316,IU-316,0d63534428aaded3409e212f9d5b24e156de761e,0d63534428,16847.769,27687.058,17309.769,27865.558,924,357,"L-089: persistqucl vs provider flows | L-090: persist query client | L-092: persistqueryclientsave,subscribe,restore",unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-317,IU-317,96dab1df5e08f6f39c747e62cc7fcb870824b2f0,96dab1df5e,14525.299,27726.988,14924.299,27967.988,798,482,"L-092: persistqueryclientsave,subscribe,restore | L-090: persist query client | L-089: persistqucl vs provider flows",unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-318,IU-318,57fab47856e35492a63b7bb02b6b08b9e5ef7df6,57fab47856,5781.371,27748.408,6227.371,27930.408,892,364,"L-084: suspence | L-098: enabled, what to do | L-081: when suspence is being shown",unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-319,IU-319,3dfb2e84740124172e651c3f2eb2b8be9da15952,3dfb2e8474,13163.062,27793.644,13601.062,27933.144,876,279,"L-092: persistqueryclientsave,subscribe,restore | L-094: hydrate/dehydrate options buster | L-093: SHOULD I USE RESUMEPAUSEDMUT WITH OFFLINEFIRST?",unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-320,IU-320,921a92e2c63ff66e10fb3ed863558abd73cea6d2,921a92e2c6,9125.67,27833.659,9510.67,27991.159,770,315,L-096: meta for dehydraton filtering to avoid overpopulaton of the store + acessing metha in queryfn | L-095: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-097: pruning,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-321,IU-321,05e742e80806dac47685e7192fa7cae040ec101a,05e742e808,2767.213,27915.016,3053.213,28043.016,572,256,"L-082: websockets | L-081: when suspence is being shown | L-098: enabled, what to do",unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-322,IU-322,764ec95080eb9f47edf484be01e4e91bddc7c024,764ec95080,16867.437,28059.402,17239.937,28300.402,745,482,"L-089: persistqucl vs provider flows | L-090: persist query client | L-092: persistqueryclientsave,subscribe,restore",unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-323,IU-323,d360a7d007afd71aee593e96a2cb92b4e25cd118,d360a7d007,15651.941,28073.023,15967.941,28105.023,632,64,"L-090: persist query client | L-089: persistqucl vs provider flows | L-092: persistqueryclientsave,subscribe,restore",unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-324,IU-324,1fd1c39efcd86c10e2260f1aada350ab07331c34,1fd1c39efc,13173.229,28105.977,13622.729,28206.477,899,201,"L-092: persistqueryclientsave,subscribe,restore | L-094: hydrate/dehydrate options buster | L-093: SHOULD I USE RESUMEPAUSEDMUT WITH OFFLINEFIRST?",unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-325,IU-325,733425f1daaee1c69c957d13d5e40910569dcab9,733425f1da,15662.751,28141.978,16095.751,28382.978,866,482,"L-090: persist query client | L-089: persistqucl vs provider flows | L-092: persistqueryclientsave,subscribe,restore",unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-326,IU-326,8fb60bf0f8807155901dae6e76fae8105e71c684,8fb60bf0f8,9107.003,28158.969,9564.003,28314.969,914,312,L-096: meta for dehydraton filtering to avoid overpopulaton of the store + acessing metha in queryfn | L-095: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-097: pruning,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-327,IU-327,40b7d5950d3994d6ab9479b8c152fd7be583c2b6,40b7d5950d,8088.728,28176.135,8592.228,28341.635,1007,331,L-095: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-096: meta for dehydraton filtering to avoid overpopulaton of the store + acessing metha in queryfn | L-097: pruning,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-328,IU-328,f6f7e865e57f4d4a5a4dd2e004ffc5427c166766,f6f7e865e5,2784.88,28204.682,3049.88,28329.682,530,250,"L-082: websockets | L-098: enabled, what to do | L-081: when suspence is being shown",unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-329,IU-329,74ba77c71124c87e7609fbbfa36c1eaae87396d2,74ba77c711,5778.657,28210.932,6221.657,28419.932,886,418,"L-098: enabled, what to do | L-084: suspence | L-081: when suspence is being shown",unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-330,IU-330,cfb7f31c32b94f93c8114a7ae6ae9f2b09e36ac0,cfb7f31c32,14539.292,28215.321,14931.292,28456.321,784,482,"L-092: persistqueryclientsave,subscribe,restore | L-090: persist query client | L-089: persistqucl vs provider flows",unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-331,IU-331,679e04b8999dde921cb83ed8a1639f320c870a73,679e04b899,11958.535,28230.321,12354.535,28471.321,792,482,L-094: hydrate/dehydrate options buster | L-093: SHOULD I USE RESUMEPAUSEDMUT WITH OFFLINEFIRST? | L-091: !!!,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-332,IU-332,690055da26dcee4aee30305b9b7bb739b8723b07,690055da26,13172.729,28311.477,13642.729,28456.477,940,290,"L-092: persistqueryclientsave,subscribe,restore | L-094: hydrate/dehydrate options buster | L-093: SHOULD I USE RESUMEPAUSEDMUT WITH OFFLINEFIRST?",unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-333,IU-333,98945a566a37853b037b2ec7055602722ca86c29,98945a566a,2774.88,28486.682,3124.88,28634.682,700,296,"L-098: enabled, what to do | L-082: websockets | L-081: when suspence is being shown",unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-334,IU-334,8fdcc18b67f59a74a7b6877ee5852c8176ad9ef9,8fdcc18b67,8094.031,28531.635,8542.531,28661.635,897,260,L-095: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-096: meta for dehydraton filtering to avoid overpopulaton of the store + acessing metha in queryfn | L-097: pruning,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-335,IU-335,702382414de3eb4cddf35729b1a330a64ce982de,702382414d,16855.102,28589.391,17303.102,28743.891,896,309,"L-089: persistqucl vs provider flows | L-090: persist query client | L-092: persistqueryclientsave,subscribe,restore",unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-336,IU-336,3089a183596b9802b2e678bff606c7b18e598010,3089a18359,13175.118,28610.088,13630.618,28756.588,911,293,"L-092: persistqueryclientsave,subscribe,restore | L-094: hydrate/dehydrate options buster | L-093: SHOULD I USE RESUMEPAUSEDMUT WITH OFFLINEFIRST?",unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-337,IU-337,ea74e9dd7284aff882a41d9841cc1c18df891b42,ea74e9dd72,10577.102,28679.959,11040.102,28842.459,926,325,L-096: meta for dehydraton filtering to avoid overpopulaton of the store + acessing metha in queryfn | L-097: pruning | L-094: hydrate/dehydrate options buster,unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-338,IU-338,9061540009d95c92032573a7ddf10c571dfac0ae,9061540009,15666.629,28693.867,16023.129,28934.867,713,482,"L-090: persist query client | L-089: persistqucl vs provider flows | L-092: persistqueryclientsave,subscribe,restore",unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-339,IU-339,a23fad7b1ea767168741ed6f089c7102a0599461,a23fad7b1e,14542.329,28703.654,14945.829,28944.654,807,482,"L-092: persistqueryclientsave,subscribe,restore | L-090: persist query client | L-089: persistqucl vs provider flows",unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
S-340,IU-340,752c806f657d92b9845ff9ef7771a5a459031a81,752c806f65,5766.062,28723.194,6223.562,28924.694,915,403,"L-098: enabled, what to do | L-084: suspence | L-101: serial suspence not showing nested",unreviewed-needs-visual-boundary-review,,no,yes,Coordinates retained only. Must be reviewed visually/semantically before region assignment.,Coordinates retained only. Must be reviewed visually/semantically before region assignment.
