source_id,image_use_id,region_id,region_name,fileId,fileId_short,x,y,x_pct,y_pct,width,height,rotation,nearest_label_ids,nearest_labels,transcription_status,opened_read,confidence,suggested_region_file
S-254,IU-254,R10,Mutations,37ac0e6a45c069165843492d622f0fb91fb5875b,37ac0e6a45,6941.227310874736,18650.536259049422,35.37,39.13,790.0,302.0,0.0,"L-076,L-079,L-078",L-076: CALLBACKS AND ARGS | L-079: AND NEED TO REMEMBER THAT YOU ARE MANUALLY SETTING CACHE IN BOTH SUCCESS AND ERROR OUTCOMES SO ITS LOGICALLY CORRECT ... | L-078: SO UPDATING STATE NO MATTER WHAT AND GETTING THE FINAL RESULT AS THE TRUE SERVER STATE NO MATTER WHAT,not-transcribed,no,high,regions/R10-mutations.md
S-255,IU-255,R10,Mutations,6759acc16ac9d1c9e9643f165f293b982d356572,6759acc16a,7936.025292854238,18909.003092585157,40.44,39.67,1004.0,336.0,0.0,"L-079,L-078,L-077",L-079: AND NEED TO REMEMBER THAT YOU ARE MANUALLY SETTING CACHE IN BOTH SUCCESS AND ERROR OUTCOMES SO ITS LOGICALLY CORRECT ... | L-078: SO UPDATING STATE NO MATTER WHAT AND GETTING THE FINAL RESULT AS THE TRUE SERVER STATE NO MATTER WHAT | L-077: INVALIDATION ONSETTLED,not-transcribed,no,high,regions/R10-mutations.md
S-256,IU-256,R10,Mutations,a6d0648cd669343f1a06607df83a8407b38adfac,a6d0648cd6,9133.50407860164,18910.200323134755,46.54,39.67,927.0,448.0,0.0,"L-079,L-078,L-077",L-079: AND NEED TO REMEMBER THAT YOU ARE MANUALLY SETTING CACHE IN BOTH SUCCESS AND ERROR OUTCOMES SO ITS LOGICALLY CORRECT ... | L-078: SO UPDATING STATE NO MATTER WHAT AND GETTING THE FINAL RESULT AS THE TRUE SERVER STATE NO MATTER WHAT | L-077: INVALIDATION ONSETTLED,not-transcribed,no,high,regions/R10-mutations.md
S-257,IU-257,R10,Mutations,ae6ed651d2fafd20851ddc27d65471f4b1f69294,ae6ed651d2,7945.453864282808,19276.26505547578,40.49,40.44,928.0,451.0,0.0,"L-079,L-078,L-077",L-079: AND NEED TO REMEMBER THAT YOU ARE MANUALLY SETTING CACHE IN BOTH SUCCESS AND ERROR OUTCOMES SO ITS LOGICALLY CORRECT ... | L-078: SO UPDATING STATE NO MATTER WHAT AND GETTING THE FINAL RESULT AS THE TRUE SERVER STATE NO MATTER WHAT | L-077: INVALIDATION ONSETTLED,not-transcribed,no,high,regions/R10-mutations.md
S-258,IU-258,R10,Mutations,db2d4aae55318da2f061cb924b2e5bf1d91a8967,db2d4aae55,10596.20411176008,19288.76770176291,53.99,40.47,930.0,151.0,0.0,"L-080,L-079,L-078",L-080: KEEPING MUTATION IN PENDING STATE UNTIL REVALIDATION + REFETCH | L-079: AND NEED TO REMEMBER THAT YOU ARE MANUALLY SETTING CACHE IN BOTH SUCCESS AND ERROR OUTCOMES SO ITS LOGICALLY CORRECT ... | L-078: SO UPDATING STATE NO MATTER WHAT AND GETTING THE FINAL RESULT AS THE TRUE SERVER STATE NO MATTER WHAT,not-transcribed,no,high,regions/R10-mutations.md
S-259,IU-259,R10,Mutations,e2bb07761c02d9b03025b9670d1e3a4c723eb7b9,e2bb07761c,10602.583169889718,19465.333673985133,54.02,40.84,772.0,482.0,0.0,"L-080,L-079,L-078",L-080: KEEPING MUTATION IN PENDING STATE UNTIL REVALIDATION + REFETCH | L-079: AND NEED TO REMEMBER THAT YOU ARE MANUALLY SETTING CACHE IN BOTH SUCCESS AND ERROR OUTCOMES SO ITS LOGICALLY CORRECT ... | L-078: SO UPDATING STATE NO MATTER WHAT AND GETTING THE FINAL RESULT AS THE TRUE SERVER STATE NO MATTER WHAT,not-transcribed,no,high,regions/R10-mutations.md
S-260,IU-260,UNASSIGNED,Unassigned / outside current Stage 1 regions,507dbfa56965f0e98942e4b42575034d21ee4d44,507dbfa569,7953.607766437466,19741.960427781287,40.53,41.42,857.0,463.0,0.0,"L-065,L-074",L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE,not-transcribed,no,medium,
S-261,IU-261,UNASSIGNED,Unassigned / outside current Stage 1 regions,35935e7b35cd81bb3047e857ac816caa55558d60,35935e7b35,10614.537309459733,19965.37881287402,54.09,41.89,840.0,220.0,0.0,"L-065,L-074",L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE,not-transcribed,no,medium,
S-262,IU-262,UNASSIGNED,Unassigned / outside current Stage 1 regions,c8aefd2cea781b6a36ab404248956983e8d799d7,c8aefd2cea,10596.333696178484,20190.915895122285,53.99,42.36,909.0,403.0,0.0,"L-065,L-074",L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE,not-transcribed,no,medium,
S-263,IU-263,UNASSIGNED,Unassigned / outside current Stage 1 regions,5f990bee015201e3a8e4b35463383773c26a580c,5f990bee01,7952.966801053071,20209.769893462093,40.52,42.4,954.0,372.0,0.0,"L-065,L-074",L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE,not-transcribed,no,medium,
S-264,IU-264,UNASSIGNED,Unassigned / outside current Stage 1 regions,ed4ef609cc83f60820980d312bc38051e67e680a,ed4ef609cc,7950.823595137892,20621.93658919312,40.51,43.26,924.0,401.0,0.0,"L-065,L-074",L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE,not-transcribed,no,medium,
S-265,IU-265,UNASSIGNED,Unassigned / outside current Stage 1 regions,9d4d2d9cfa24ca8b14168654cccf289bc9e3143d,9d4d2d9cfa,10585.518971786125,20626.61957622038,53.94,43.27,981.0,219.0,0.0,"L-065,L-074",L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE,not-transcribed,no,medium,
S-266,IU-266,UNASSIGNED,Unassigned / outside current Stage 1 regions,57a7aa95eda70dfee4f83a61e7ba7f2cab767d88,57a7aa95ed,7980.918949490571,21043.531856352714,40.67,44.15,940.0,354.0,0.0,"L-065,L-074",L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE,not-transcribed,no,medium,
S-267,IU-267,UNASSIGNED,Unassigned / outside current Stage 1 regions,27b93b199a39a29cd5245df63f4f1de7ce8b08b8,27b93b199a,7983.475201858384,21406.042302083744,40.68,44.91,855.0,482.0,0.0,"L-065,L-074",L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE,not-transcribed,no,medium,
S-268,IU-268,UNASSIGNED,Unassigned / outside current Stage 1 regions,c35292d43ded1e4e324197d93d3605f6464e9b06,c35292d43d,7986.038055238339,21900.888999209863,40.69,45.95,865.0,285.0,0.0,"L-065,L-074",L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE,not-transcribed,no,medium,
S-269,IU-269,UNASSIGNED,Unassigned / outside current Stage 1 regions,56c5c8888e1b5ef1ef447f9143f4ebb1757dda9d,56c5c8888e,7997.869390119333,22236.51855068865,40.75,46.65,685.0,482.0,0.0,"L-065,L-074",L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE,not-transcribed,no,medium,
S-270,IU-270,UNASSIGNED,Unassigned / outside current Stage 1 regions,82af270795bea0a0e46be35a8566ca9ba7e9d2b0,82af270795,7951.700949351061,22745.08997926008,40.52,47.72,835.0,482.0,0.0,"L-065,L-074",L-065: REMOVEQUERIES RESETQUERIES | L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE,not-transcribed,no,medium,
S-271,IU-271,UNASSIGNED,Unassigned / outside current Stage 1 regions,c7dccde3bca171f94c0b3ee14c9e73b36cbf56a4,c7dccde3bc,7941.300005094039,23240.328190755616,40.46,48.76,726.0,482.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-272,IU-272,UNASSIGNED,Unassigned / outside current Stage 1 regions,1cb0706b7f7881f428df532769350fa83c6880d8,1cb0706b7f,7960.355447040403,23737.471047898474,40.56,49.8,692.0,482.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-273,IU-273,UNASSIGNED,Unassigned / outside current Stage 1 regions,af1044b3cf04b62dfed615aa0b91888dada5e06f,af1044b3cf,7941.49089504121,24242.23292359602,40.46,50.86,726.0,482.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-274,IU-274,R11,Websockets / suspense / enabled,93a0d0d3e41b7fad3220699fb88be949d2da18fa,93a0d0d3e4,4612.057443384785,25233.43827417812,23.5,52.94,874.0,431.0,0.0,"L-081,L-084,L-082",L-081: when suspence is being shown | L-084: suspence | L-082: websockets,not-transcribed,no,high,regions/R11-websockets-suspense-enabled.md
S-275,IU-275,R12,Offline persistence / hydration / pruning,5e844a74b1eb03de0fbecb9fb80211766b375070,5e844a74b1,10318.274494236424,25547.46653805233,52.58,53.6,956.0,213.0,0.0,"L-087,L-083,L-085",L-087: fetchstatus paused | L-083: OFFLINE network mode | L-085: mutations network mode resumepausedmutations,not-transcribed,no,high,regions/R12-offline-persistence-hydration-pruning.md
S-276,IU-276,R11,Websockets / suspense / enabled,4f53d979bc0327f0092cf0b3159e7af2056e309b,4f53d979bc,2711.8799814689883,25576.18235625575,13.82,53.66,746.0,393.0,0.0,"L-082,L-081,L-084",L-082: websockets | L-081: when suspence is being shown | L-084: suspence,not-transcribed,no,high,regions/R11-websockets-suspense-enabled.md
S-277,IU-277,R11,Websockets / suspense / enabled,c56ec7fd551940c71e978c7856cc4d6a9e0b0ac5,c56ec7fd55,5818.609511924562,25613.550565103786,29.65,53.74,928.0,348.0,0.0,"L-084,L-081,L-082",L-084: suspence | L-081: when suspence is being shown | L-082: websockets,not-transcribed,no,high,regions/R11-websockets-suspense-enabled.md
S-278,IU-278,R11,Websockets / suspense / enabled,a865458f888876c57d6adef1d95c9280f881b098,a865458f88,4616.520496770201,25675.882786439404,23.52,53.87,871.0,435.0,0.0,"L-081,L-084,L-082",L-081: when suspence is being shown | L-084: suspence | L-082: websockets,not-transcribed,no,high,regions/R11-websockets-suspense-enabled.md
S-279,IU-279,UNASSIGNED,Unassigned / outside current Stage 1 regions,6ea27df25b4c44483b5067e55bdf45bc82ff7e1a,6ea27df25b,6998.546363304926,25792.348493951064,35.66,54.11,938.0,318.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-280,IU-280,R12,Offline persistence / hydration / pruning,c078f2032fbcc3d9808319c296e52d46c81d47a1,c078f2032f,9199.69357981156,25916.254456345552,46.88,54.37,881.0,146.0,0.0,"L-087,L-086,L-083",L-087: fetchstatus paused | L-086: network modes | L-083: OFFLINE network mode,not-transcribed,no,high,regions/R12-offline-persistence-hydration-pruning.md
S-281,IU-281,R12,Offline persistence / hydration / pruning,17f9a3bf928c49a7a3b85204e2a47422bdbca4c2,17f9a3bf92,8208.171026348808,25929.569995817077,41.82,54.4,911.0,482.0,0.0,"L-086,L-087,L-095",L-086: network modes | L-087: fetchstatus paused | L-095: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE,not-transcribed,no,high,regions/R12-offline-persistence-hydration-pruning.md
S-282,IU-282,R12,Offline persistence / hydration / pruning,c6a05bb126be4ebc513e581cc3c0c89822565e87,c6a05bb126,10428.422594347643,25944.76260687964,53.14,54.43,732.0,471.0,0.0,"L-087,L-083,L-085",L-087: fetchstatus paused | L-083: OFFLINE network mode | L-085: mutations network mode resumepausedmutations,not-transcribed,no,high,regions/R12-offline-persistence-hydration-pruning.md
S-283,IU-283,R11,Websockets / suspense / enabled,b8fa03d9e293cb28c818bff38e68709513bdfab0,b8fa03d9e2,5828.516683417747,25957.822930128896,29.7,54.46,482.0,482.0,0.0,"L-084,L-081,L-082",L-084: suspence | L-081: when suspence is being shown | L-082: websockets,not-transcribed,no,high,regions/R11-websockets-suspense-enabled.md
S-284,IU-284,R12,Offline persistence / hydration / pruning,bf62b2d61c3d92d0e45830c02569ef0f875bf353,bf62b2d61c,11869.061580849422,25992.08460818834,60.48,54.53,913.0,369.0,0.0,"L-088,L-085,L-091",L-088: persistance + resumepausedmutations | L-085: mutations network mode resumepausedmutations | L-091: !!!,not-transcribed,no,high,regions/R12-offline-persistence-hydration-pruning.md
S-285,IU-285,R11,Websockets / suspense / enabled,789db879bc0b78162a69302d96ff1388880861cb,789db879bc,2681.7129892814883,26046.51560820888,13.66,54.64,913.0,471.0,0.0,"L-082,L-081,L-084",L-082: websockets | L-081: when suspence is being shown | L-084: suspence,not-transcribed,no,high,regions/R11-websockets-suspense-enabled.md
S-286,IU-286,R12,Offline persistence / hydration / pruning,635b0dd4d8ed1eb3b1caa4e858163f4746ba1a82,635b0dd4d8,9188.998822800788,26085.241019891877,46.82,54.73,788.0,482.0,0.0,"L-087,L-086,L-083",L-087: fetchstatus paused | L-086: network modes | L-083: OFFLINE network mode,not-transcribed,no,high,regions/R12-offline-persistence-hydration-pruning.md
S-287,IU-287,R11,Websockets / suspense / enabled,4f7fbb99573df5941c53ea5dc13225c44fb7f00b,4f7fbb9957,4633.075781058396,26133.512438674647,23.61,54.83,829.0,299.0,0.0,"L-081,L-084,L-082",L-081: when suspence is being shown | L-084: suspence | L-082: websockets,not-transcribed,no,high,regions/R11-websockets-suspense-enabled.md
S-288,IU-288,UNASSIGNED,Unassigned / outside current Stage 1 regions,a08d07bb82ae1f19ca406fd68ee2d8ca517c6dca,a08d07bb82,6953.183059211358,26152.85899199794,35.43,54.87,869.0,482.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-289,IU-289,R12,Offline persistence / hydration / pruning,c4797efb7269095c9bac1bccbcb61230e676ec18,c4797efb72,13144.062826622016,26357.977116880287,66.97,55.3,894.0,347.0,0.0,"L-088,L-092,L-093","L-088: persistance + resumepausedmutations | L-092: persistqueryclientsave,subscribe,restore | L-093: SHOULD I USE RESUMEPAUSEDMUT WITH OFFLINEFIRST?",not-transcribed,no,high,regions/R12-offline-persistence-hydration-pruning.md
S-290,IU-290,R12,Offline persistence / hydration / pruning,dfc5091fca11c387a287830ca57e898181fa358d,dfc5091fca,11844.810477372548,26388.248652523114,60.35,55.36,918.0,387.0,0.0,"L-091,L-093,L-088",L-091: !!! | L-093: SHOULD I USE RESUMEPAUSEDMUT WITH OFFLINEFIRST? | L-088: persistance + resumepausedmutations,not-transcribed,no,high,regions/R12-offline-persistence-hydration-pruning.md
S-291,IU-291,R12,Offline persistence / hydration / pruning,d894c9608c370205e60280e79ae86c3ae4165d28,d894c9608c,10444.12256458574,26433.18058919301,53.22,55.46,594.0,482.0,0.0,"L-087,L-091,L-093",L-087: fetchstatus paused | L-091: !!! | L-093: SHOULD I USE RESUMEPAUSEDMUT WITH OFFLINEFIRST?,not-transcribed,no,high,regions/R12-offline-persistence-hydration-pruning.md
S-292,IU-292,R11,Websockets / suspense / enabled,676060fc010e4332dad70d67014136eefbc837f0,676060fc01,5808.728443286169,26484.2886458097,29.6,55.56,563.0,317.0,0.0,"L-084,L-081,L-082",L-084: suspence | L-081: when suspence is being shown | L-082: websockets,not-transcribed,no,high,regions/R11-websockets-suspense-enabled.md
S-293,IU-293,R11,Websockets / suspense / enabled,d4e1e182d3217683b81bed7a58b5b97d84483c34,d4e1e182d3,2704.7129892814883,26517.848982232317,13.78,55.63,915.0,371.0,0.0,"L-082,L-081,L-084",L-082: websockets | L-081: when suspence is being shown | L-084: suspence,not-transcribed,no,high,regions/R11-websockets-suspense-enabled.md
S-294,IU-294,R12,Offline persistence / hydration / pruning,73d84c25d2954d3a94ebdc76be847159f8fbb2d1,73d84c25d2,9166.813813082985,26593.8124484633,46.71,55.79,749.0,482.0,0.0,"L-087,L-086,L-096",L-087: fetchstatus paused | L-086: network modes | L-096: meta for dehydraton filtering to avoid overpopulaton of the store + acessing metha in queryfn,not-transcribed,no,high,regions/R12-offline-persistence-hydration-pruning.md
S-295,IU-295,UNASSIGNED,Unassigned / outside current Stage 1 regions,4052f751bbbb74ffedb94b95c8c65ca1d1e17fbf,4052f751bb,6934.046363304926,26682.848493951064,35.33,55.98,907.0,185.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-296,IU-296,R12,Offline persistence / hydration / pruning,810e074c35d6e27553a0b385f8d2d962c94108b3,810e074c35,11875.810477372548,26799.91531918978,60.51,56.23,896.0,137.0,0.0,"L-091,L-093,L-088",L-091: !!! | L-093: SHOULD I USE RESUMEPAUSEDMUT WITH OFFLINEFIRST? | L-088: persistance + resumepausedmutations,not-transcribed,no,high,regions/R12-offline-persistence-hydration-pruning.md
S-297,IU-297,R12,Offline persistence / hydration / pruning,6a8d99b81ad0e8064b03605aa6a9a0e78628abd3,6a8d99b81a,13165.062216270457,26820.310475644936,67.08,56.27,912.0,379.0,0.0,"L-092,L-088,L-093","L-092: persistqueryclientsave,subscribe,restore | L-088: persistance + resumepausedmutations | L-093: SHOULD I USE RESUMEPAUSEDMUT WITH OFFLINEFIRST?",not-transcribed,no,high,regions/R12-offline-persistence-hydration-pruning.md
S-298,IU-298,R11,Websockets / suspense / enabled,094d84e79b2c9e8fd65a32896c74c90706c396a1,094d84e79b,5822.832992365606,26828.29913513727,29.67,56.29,481.0,482.0,0.0,"L-084,L-081,L-098","L-084: suspence | L-081: when suspence is being shown | L-098: enabled, what to do",not-transcribed,no,high,regions/R11-websockets-suspense-enabled.md
S-299,IU-299,R11,Websockets / suspense / enabled,50585b9627657f44c32abd7b75319bd13b20fc15,50585b9627,2717.9766324340617,26894.192854302622,13.85,56.42,851.0,482.0,0.0,"L-082,L-081,L-084",L-082: websockets | L-081: when suspence is being shown | L-084: suspence,not-transcribed,no,high,regions/R11-websockets-suspense-enabled.md
S-300,IU-300,UNASSIGNED,Unassigned / outside current Stage 1 regions,8f000918798d1753238580704120a1b38aff6481,8f00091879,6939.046363304926,26896.1818679745,35.36,56.43,945.0,377.0,0.0,"L-074,L-065",L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES,not-transcribed,no,medium,
S-301,IU-301,R12,Offline persistence / hydration / pruning,805253d94bd6caa28ede19ea25d0d573a5a80e9d,805253d94b,10421.28692402838,26942.24297055757,53.1,56.52,917.0,434.0,0.0,"L-091,L-093,L-094",L-091: !!! | L-093: SHOULD I USE RESUMEPAUSEDMUT WITH OFFLINEFIRST? | L-094: hydrate/dehydrate options buster,not-transcribed,no,high,regions/R12-offline-persistence-hydration-pruning.md
S-302,IU-302,R12,Offline persistence / hydration / pruning,819762c97437d3fec4e8bbdd25c6b9bba12b9f0f,819762c974,11867.477144039214,26951.13740577832,60.47,56.54,926.0,319.0,0.0,"L-093,L-091,L-094",L-093: SHOULD I USE RESUMEPAUSEDMUT WITH OFFLINEFIRST? | L-091: !!! | L-094: hydrate/dehydrate options buster,not-transcribed,no,high,regions/R12-offline-persistence-hydration-pruning.md
S-303,IU-303,R12,Offline persistence / hydration / pruning,af413353f266b8cadf38e405b3a5e28ffd11d28f,af413353f2,9128.193754197722,27078.825928513525,46.51,56.81,944.0,438.0,0.0,"L-096,L-087,L-095",L-096: meta for dehydraton filtering to avoid overpopulaton of the store + acessing metha in queryfn | L-087: fetchstatus paused | L-095: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE,not-transcribed,no,high,regions/R12-offline-persistence-hydration-pruning.md
S-304,IU-304,R12,Offline persistence / hydration / pruning,0c3b1184a0436d89330a9ca99d3801a1d7f7c1b7,0c3b1184a0,15541.774050582111,27160.1893113038,79.19,56.98,1029.0,393.0,0.0,"L-090,L-089,L-092","L-090: persist query client | L-089: persistqucl vs provider flows | L-092: persistqueryclientsave,subscribe,restore",not-transcribed,no,high,regions/R12-offline-persistence-hydration-pruning.md
S-305,IU-305,R12,Offline persistence / hydration / pruning,8f675d5a4b40a1cb8500dad394322c0d3b2f3845,8f675d5a4b,16839.572045383346,27185.50284111795,85.8,57.03,772.0,482.0,0.0,"L-089,L-090,L-092","L-089: persistqucl vs provider flows | L-090: persist query client | L-092: persistqueryclientsave,subscribe,restore",not-transcribed,no,high,regions/R12-offline-persistence-hydration-pruning.md
S-306,IU-306,R12,Offline persistence / hydration / pruning,5d27ffc66e3521b85aa79dd4dfa0f7bf69a4cec3,5d27ffc66e,13149.228933799752,27219.81051379191,67.0,57.11,927.0,300.0,0.0,"L-092,L-088,L-093","L-092: persistqueryclientsave,subscribe,restore | L-088: persistance + resumepausedmutations | L-093: SHOULD I USE RESUMEPAUSEDMUT WITH OFFLINEFIRST?",not-transcribed,no,high,regions/R12-offline-persistence-hydration-pruning.md
S-307,IU-307,R12,Offline persistence / hydration / pruning,2ec84b4c142ab66af72a1db41f2bb7380d9eb9a9,2ec84b4c14,14517.40123416784,27238.654225644936,73.97,57.15,811.0,482.0,0.0,"L-092,L-090,L-089","L-092: persistqueryclientsave,subscribe,restore | L-090: persist query client | L-089: persistqucl vs provider flows",not-transcribed,no,high,regions/R12-offline-persistence-hydration-pruning.md
S-308,IU-308,R11,Websockets / suspense / enabled,3076481cd77bc204b73762eddb6a99f6db77d37d,3076481cd7,5800.561660362062,27335.026813708697,29.56,57.35,606.0,406.0,0.0,"L-084,L-081,L-098","L-084: suspence | L-081: when suspence is being shown | L-098: enabled, what to do",not-transcribed,no,high,regions/R11-websockets-suspense-enabled.md
S-309,IU-309,R12,Offline persistence / hydration / pruning,33ec33e3f63de1e34a259963357789fb8f1d7102,33ec33e3f6,10423.95342793463,27402.07634458101,53.11,57.49,837.0,341.0,0.0,"L-091,L-096,L-093",L-091: !!! | L-096: meta for dehydraton filtering to avoid overpopulaton of the store + acessing metha in queryfn | L-093: SHOULD I USE RESUMEPAUSEDMUT WITH OFFLINEFIRST?,not-transcribed,no,high,regions/R12-offline-persistence-hydration-pruning.md
S-310,IU-310,R12,Offline persistence / hydration / pruning,72bf95274c482815082812bfb69b0d56b59d1fd7,72bf95274c,13169.728933799752,27530.31055193888,67.1,57.76,906.0,259.0,0.0,"L-092,L-093,L-094","L-092: persistqueryclientsave,subscribe,restore | L-093: SHOULD I USE RESUMEPAUSEDMUT WITH OFFLINEFIRST? | L-094: hydrate/dehydrate options buster",not-transcribed,no,high,regions/R12-offline-persistence-hydration-pruning.md
S-311,IU-311,R12,Offline persistence / hydration / pruning,80e917c63d9b23f1841f138508aecd92134f58fc,80e917c63d,9121.122412819372,27533.06405281598,46.48,57.76,901.0,280.0,0.0,"L-096,L-095,L-087",L-096: meta for dehydraton filtering to avoid overpopulaton of the store + acessing metha in queryfn | L-095: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-087: fetchstatus paused,not-transcribed,no,high,regions/R12-offline-persistence-hydration-pruning.md
S-312,IU-312,R12,Offline persistence / hydration / pruning,79a4777b2f37d0fe49e1713961fcca8182321392,79a4777b2f,11851.1053804675,27541.765814357044,60.39,57.78,929.0,348.0,0.0,"L-093,L-094,L-091",L-093: SHOULD I USE RESUMEPAUSEDMUT WITH OFFLINEFIRST? | L-094: hydrate/dehydrate options buster | L-091: !!!,not-transcribed,no,high,regions/R12-offline-persistence-hydration-pruning.md
S-313,IU-313,R11,Websockets / suspense / enabled,38abff4a0ef7bc68fc994a880735d13885de8178,38abff4a0e,2771.0464345126074,27551.015570061903,14.12,57.8,531.0,364.0,0.0,"L-082,L-081,L-098","L-082: websockets | L-081: when suspence is being shown | L-098: enabled, what to do",not-transcribed,no,high,regions/R11-websockets-suspense-enabled.md
S-314,IU-314,R12,Offline persistence / hydration / pruning,ad15f92387c0fd5c37cc62b21ae26200578a164e,ad15f92387,8367.728238268339,27551.66571836235,42.64,57.8,689.0,426.0,0.0,"L-095,L-096,L-086",L-095: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-096: meta for dehydraton filtering to avoid overpopulaton of the store + acessing metha in queryfn | L-086: network modes,not-transcribed,no,high,regions/R12-offline-persistence-hydration-pruning.md
S-315,IU-315,R12,Offline persistence / hydration / pruning,46562dcbf35c16a7ad3efeaba3d0c3b64d4d1982,46562dcbf3,15553.860123038923,27573.86638192148,79.25,57.85,875.0,482.0,0.0,"L-090,L-089,L-092","L-090: persist query client | L-089: persistqucl vs provider flows | L-092: persistqueryclientsave,subscribe,restore",not-transcribed,no,high,regions/R12-offline-persistence-hydration-pruning.md
S-316,IU-316,R12,Offline persistence / hydration / pruning,0d63534428aaded3409e212f9d5b24e156de761e,0d63534428,16847.768718328916,27687.058076238933,85.85,58.09,924.0,357.0,0.0,"L-089,L-090,L-092","L-089: persistqucl vs provider flows | L-090: persist query client | L-092: persistqueryclientsave,subscribe,restore",not-transcribed,no,high,regions/R12-offline-persistence-hydration-pruning.md
