image_use_id,region_id,fileId,x,y,x_pct,y_pct,width,height,rotation
IU-383,R13,a0ea9f6a342980180c14bc7c40d17e4e615216f4,9762.832801923632,34455.33441767705,49.75,72.29,674.0,482.0,0.0
IU-384,R13,bbfaf9d5029d250e84ae00cadd63a016737a8042,7206.014871406936,34544.0440093854,36.72,72.47,640.0,482.0,0.0
IU-385,R15,5fc37cd9db10d58516c37ca558f66b91498b8ffe,12043.273272488885,34751.1869032487,61.37,72.91,329.0,76.0,0.0
IU-386,UNASSIGNED,6ff5da2ed3645528f93de539fd6fb6b818d43d1b,5755.55241508535,34787.21996091388,29.33,72.98,715.0,482.0,0.0
IU-387,R15,d8786219223db0481f090e8e790023613565a4f0,11954.791103008374,34888.0306532487,60.91,73.19,790.0,482.0,0.0
IU-388,R13,26a09fc19d1e00a89fa3686a80f85da1325f7366,7205.87674025382,35041.82182107159,36.72,73.52,712.0,482.0,0.0
IU-389,UNASSIGNED,b6379df3171a8419c664708a744fb2328883f4e3,5748.895046011244,35275.85232872916,29.29,74.01,888.0,286.0,0.0
IU-390,R13,47947570b603fd3d2c098a5840202c3361585f09,9750.804968626811,35348.99629045575,49.68,74.16,844.0,386.0,0.0
IU-391,R15,8c70db856679858e8c4724db8a11f8103b660042,11932.662229194613,35385.63127987631,60.8,74.24,928.0,296.0,0.0
IU-392,R13,bd24fb8749137a387eac52801d7e3f0a0378aef4,7127.509213693882,35547.14473773826,36.32,74.58,913.0,325.0,0.0
IU-393,UNASSIGNED,e91d3c5a4656c8cbb0ed4c74b701e0fd63a94b11,5749.343356273189,35600.55330877939,29.3,74.69,788.0,482.0,0.0
IU-394,R13,b3351d14fda5de171acc79c43cf2008b0b970825,9730.90014859333,35923.067664531496,49.58,75.37,920.0,425.0,0.0
IU-395,R13,79093152e5e743d8eb8cd385255cf9532bae2bc3,7156.453793772007,35934.47807107159,36.46,75.39,784.0,417.0,0.0
IU-396,UNASSIGNED,ab518b8fb798903a572bfa1c773e018070bed2f2,5751.252188868387,36103.328577334076,29.3,75.74,689.0,452.0,0.0
IU-397,R15,155177db8bd58f59ebdd07f54df80355258dd36c,11932.217649116488,36147.631381601575,60.8,75.84,880.0,332.0,0.0
IU-398,R13,bfb1da800787c5f37d36e42bac6ac845d8c5e892,9694.40014859333,36379.067664531496,49.4,76.32,963.0,443.0,0.0
IU-399,R14,77f3392f8595f818c17755a4d320d69a1c222431,4281.692512518073,36451.67316326513,21.82,76.47,550.0,482.0,0.0
IU-400,R15,78143a8e93c50ed772fb026dcfe35fb92043b898,11913.15885207585,36488.03065324871,60.7,76.55,558.0,482.0,0.0
IU-401,UNASSIGNED,ed1ff3c24e62a6ef547afe46729468a3c6179108,5759.514151759012,36545.51906805673,29.35,76.67,882.0,360.0,0.0
IU-402,R14,ae1e6f231c4aefee45c95ddb48fc54903ae8a7e6,2869.7560603445545,36589.48919488763,14.62,76.76,842.0,482.0,0.0
IU-403,UNASSIGNED,4d034f9fe0fb48c7828474978a938b6febb3e149,5735.990400363921,36908.376167317336,29.23,77.43,750.0,480.0,0.0
IU-404,R14,8e0c01179387c26ca79c81a15b55058bffc4478b,4273.74872714491,36954.99609264745,21.78,77.53,543.0,389.0,0.0
IU-405,R13,913168d66eec99aba9c2345b0cc119b5a67c140a,9689.566896640205,36980.56771030786,49.37,77.58,768.0,272.0,0.0
IU-406,R15,246e85f82cd5f0badf57f9adf15e2628fd9cc659,11893.412894375699,36985.808363209646,60.6,77.6,869.0,482.0,0.0
IU-407,R13,750efbd479e99dd7fcfb4f459089e023419a3b95,7349.117120499786,36985.97842259308,37.45,77.6,903.0,180.0,0.0
IU-408,R13,b3e6794ae95385388c3c4013eb46b9300006d8e1,8541.94396340921,36993.18752522919,43.52,77.61,537.0,98.0,0.0
IU-409,R13,80a0e0aac14586449c2f4068248a44f31f178c79,8535.933045823267,37100.425196127624,43.49,77.84,692.0,482.0,0.0
IU-410,R14,c8f2acd49756cad6ed1a608dc99b19bf44784196,2869.5811407308047,37109.42330743647,14.62,77.85,887.0,478.0,0.0
IU-411,R13,e55cc5a5e648d2a24a1b5222afec6d5737fb5102,7358.617256133466,37173.8302292337,37.5,77.99,884.0,308.0,0.0
IU-412,R13,c1bdab56fbf114e0db90b9da8e739a32402be74a,9702.471698715526,37272.07817783716,49.44,78.2,797.0,482.0,0.0
IU-413,R14,5e8f804ee442161aab2412c69b89706035e0cfcd,4282.582009615613,37339.162733882804,21.82,78.34,532.0,374.0,0.0
IU-414,UNASSIGNED,86c00bd7de71587b4ede21658567949d95473cc1,5696.9427231875825,37393.80473874591,29.03,78.45,950.0,412.0,0.0
IU-415,R15,7f54e43053e31378756d2a045ed9d006fe851887,11901.93993915555,37453.96471493491,60.65,78.58,905.0,426.0,0.0
IU-416,UNASSIGNED,3a4b17c0bde0b5208598fb5785d7bc5d93a81954,8521.459188906369,37590.217809763984,43.42,78.86,721.0,470.0,0.0
IU-417,R14,0aad523474b0ccc3eae0ee7a0ab8e71feb0762b6,2991.5257208089297,37615.534401593366,15.24,78.92,732.0,208.0,0.0
IU-418,R14,3bdb1b257ac1f8c5dd5b6065fc50581a3c34ee89,4208.821937985578,37728.664052980894,21.45,79.15,912.0,479.0,0.0
IU-419,R15,2736adf8b045b426ab28082e15c6acdee922cd65,9687.699993088923,37775.41153660181,49.36,79.25,832.0,482.0,0.0
IU-420,UNASSIGNED,95c0e9bb43ee2b8ea457e93f53c155cf8506143b,5710.829022561614,37813.886613048366,29.1,79.33,652.0,482.0,0.0
IU-421,R14,84844e7d4bfd13591c2cb198c46f85224a9175d3,2993.58288938803,37864.42325148757,15.25,79.44,705.0,323.0,0.0
IU-422,UNASSIGNED,551b3e703915489868a24fe5eda8678133ba555c,8496.337939794155,38071.39962794581,43.29,79.87,827.0,424.0,0.0
IU-423,UNASSIGNED,5d5a0ccf6e360c9c05c441bfe0e72fc5e36ba8f7,4195.171141525574,38167.00784112787,21.38,80.07,769.0,482.0,0.0
IU-424,UNASSIGNED,3be0fe39970d650266ad1843641ce981af4fdfa1,2975.582736800139,38190.089969016866,15.16,80.12,911.0,365.0,0.0
IU-425,UNASSIGNED,04afe6e8fc9ba86c57c00e47a10071a98f4df4ae,5681.490440843922,38301.50563160305,28.95,80.36,627.0,482.0,0.0
IU-426,R15,0798cdbadb39a978acff77fd1c170d8c35675419,11941.328895861281,38324.40909156251,60.85,80.4,844.0,374.0,0.0
IU-427,R16,f300d1e3f87dc2b2d5f63497b80cedd9088ac61e,13453.746902044331,38496.80491044135,68.55,80.77,501.0,272.0,0.0
IU-428,UNASSIGNED,57b6c5e673eb79451a19c894bbe0f33e9b2d46a8,8478.035525165249,38509.94904264244,43.2,80.79,718.0,482.0,0.0
IU-429,UNASSIGNED,64ae29536de7a10006ac9cbb2943081c50efeb0c,4199.988655514875,38668.83073236322,21.4,81.13,373.0,322.0,0.0
IU-430,R15,05b749830972c61d5e3f8ed10079493f92aa602f,9654.395173977437,38688.74481907251,49.19,81.17,925.0,482.0,0.0
IU-431,R15,c327c603e858f3eea25a60e2ff86d5cd0872762c,11947.833720721208,38716.91960995444,60.88,81.23,733.0,482.0,0.0
IU-432,R16,f9d115e85c4eb936f8abd37f086adef7b1d2878a,13442.501892794684,38796.74061497864,68.49,81.39,613.0,360.0,0.0
IU-433,UNASSIGNED,0ff4794c70b64a628a816540f897dbbbdb2b3f8b,5692.847543221066,38806.13813020797,29.01,81.41,562.0,254.0,0.0
IU-434,R16,7af8af0e27145c7af17c2226660babc9c5d8686e,14519.702507528258,38808.02254888539,73.98,81.42,408.0,360.0,0.0
IU-435,R16,2ff8c1ed2c016c993aad3331e606ad8c6067b710,15834.03311469236,38820.72583458963,80.68,81.44,931.0,325.0,0.0
IU-436,UNASSIGNED,5b31422c3668f292715c3c8257c9150efd0d0153,4181.655220456281,38990.33073236322,21.31,81.8,523.0,469.0,0.0
IU-437,UNASSIGNED,05397c5c1b4316825edafe04f61187d87a624b3b,8457.879107610712,38995.20055980203,43.1,81.81,675.0,388.0,0.0
IU-438,UNASSIGNED,8298e740e1a91b544082fa4499b679ef799faed3,5663.657008901869,39105.78098735082,28.86,82.04,868.0,409.0,0.0
IU-439,R16,f85216609d06e21ee683ab344bac156e18135354,15835.199858863987,39155.36620091683,80.69,82.15,902.0,471.0,0.0
IU-440,R16,f45203256b39574a40c1e940415025b65688be4e,13447.424172183744,39162.638019576,68.52,82.16,901.0,463.0,0.0
IU-441,R15,d086ba0a5e848fac015887d2583cbd651f03677a,9662.066744052314,39176.56771030786,49.23,82.19,743.0,240.0,0.0
IU-442,R16,9d94722eb463f47a7feba807b5fac07334402924,14521.561574269892,39184.48855982012,73.99,82.21,600.0,364.0,0.0
IU-443,R15,0e6acb8429c40f5702832aaf828539dea378ce5e,11952.16984998969,39225.80836320965,60.9,82.29,880.0,482.0,0.0
IU-444,UNASSIGNED,183e59182f0e2ffda1ff08822f8fc22c83fdbba7,8442.551153617764,39405.187166944896,43.02,82.67,668.0,482.0,0.0
IU-445,R15,a3a53e14efeaf7af25ee60a71058c1713a796b19,9627.400026523017,39443.06771030786,49.06,82.75,819.0,257.0,0.0
IU-446,UNASSIGNED,69014824395d4e8c1bccfe770c9b5554ae911167,4124.655067868391,39506.16409112787,21.02,82.88,927.0,264.0,0.0
IU-447,UNASSIGNED,561c21b24d0fa8f22bf3aa2d96ba02381ed3f2ff,5683.818384841122,39518.55330877939,28.96,82.91,530.0,482.0,0.0
IU-448,UNASSIGNED,97fc0cac7ac89f2dfc8cf519af3b9753019e4c2e,10862.503815354683,39543.547240585394,55.35,82.96,853.0,430.0,0.0
IU-449,R16,c34c30d1ff999efb4c6764035dbd5845eca43bc9,13452.347952740598,39627.88157801951,68.54,83.14,421.0,349.0,0.0
IU-450,R16,354cfa90ecf9a430aa38d53fdf3a5b4ecf9536e6,14533.048187987682,39662.125191238156,74.05,83.21,527.0,463.0,0.0
IU-451,R16,118de21a71ec47bdd6b287720bc423f3908d2b75,15813.271287435417,39678.84227513558,80.57,83.25,923.0,445.0,0.0
IU-452,UNASSIGNED,c0d79a464d6c218bc4648321b7a841252b03ca41,9620.28963547811,39707.07817783716,49.02,83.3,710.0,482.0,0.0
IU-453,R16,69361022f895a4cfb7e57eb59cac1448209a5157,11932.940142606072,39714.79794654298,60.8,83.32,923.0,451.0,0.0
IU-454,UNASSIGNED,b5e8b40ff48963193812fe783142fdbe7d9e006f,8321.49821335848,39887.81962195327,42.4,83.68,883.0,218.0,0.0
IU-455,UNASSIGNED,9f0168a4d51aa761b51578d201f5c00d1ce53c65,10863.596697299128,39981.084255016816,55.35,83.88,676.0,461.0,0.0
IU-456,R16,8c2777d94ef21a5101d2cba349b6ca9eb1261f0d,13443.39939129228,39992.70215344018,68.5,83.9,923.0,405.0,0.0
IU-457,UNASSIGNED,a7257b2fb891168ab235386a9fb4b793a5e9fcb1,8331.140896115177,40114.3196655498,42.45,84.16,898.0,405.0,0.0
IU-458,R17,6417d8eeec2bd51cf2c74e7c1be39c82f74bed65,4120.902534242356,40131.45231948074,21.0,84.19,617.0,482.0,0.0
IU-459,R16,ec416766ce075dbd87715a1e41237103c817094d,14529.604777529723,40138.90759504922,74.03,84.21,899.0,463.0,0.0
IU-460,R16,d773e1a9cebd670c85a31c0422d62c1d317ffee7,15827.48999958738,40142.09084516906,80.65,84.22,525.0,482.0,0.0
IU-461,UNASSIGNED,43d3cbe5923d4aabf728ae571ed52a17440591fb,9607.305260723631,40235.78201782043,48.95,84.41,933.0,363.0,0.0
IU-462,R16,18fbb6e056661cb1eda94b12ec4af5ccf50d42bb,13458.822374315117,40401.535471123476,68.58,84.76,566.0,334.0,0.0
IU-463,UNASSIGNED,90c5d6a45a2cee244efcde367d0af049be829cf3,10980.321138179997,40490.72432391872,55.95,84.95,413.0,482.0,0.0
IU-464,UNASSIGNED,60fc4df97eca9ddab2542b8f6e57f0368b84f74f,8319.688573291516,40552.3196655498,42.39,85.08,959.0,409.0,0.0
IU-465,R17,5500f634764321d73bbcd2e77458d23ecd7d5c9d,4101.774282607509,40578.14033973278,20.9,85.13,818.0,441.0,0.0
IU-466,R16,dca612dbc2b8247b507a0365a76ee350c4cb770b,15845.318964611757,40589.48521947152,80.74,85.16,497.0,258.0,0.0
IU-467,UNASSIGNED,3eb24d26ddcc7e5d3bf8999b8ca19a631fc77e5b,9588.30508633747,40603.1153220894,48.86,85.18,891.0,295.0,0.0
IU-468,R16,572bca185e082e38de31d1b92191e72a879aa6f6,13491.528440606548,40722.638066526124,68.74,85.44,685.0,463.0,0.0
IU-469,UNASSIGNED,bf76afefe1d859ecc2d404872fb85cd701255b05,8296.494874150052,40970.37767728599,42.27,85.95,682.0,482.0,0.0
IU-470,UNASSIGNED,17b1958ff64656145c26cb10520fd1b4e00cebb1,10987.4665296559,40985.30388857337,55.99,85.99,529.0,470.0,0.0
IU-471,R17,db04f355024ee55c37faa7f7bb7db31505224b41,4104.655220456281,41012.83073236322,20.91,86.04,657.0,404.0,0.0
IU-472,R17,6dfbaf85774231eff86b0b42dec14e158d6379d7,4077.6103610957452,41440.341199892515,20.78,86.94,738.0,482.0,0.0
IU-473,UNASSIGNED,7af4c6f67bcd3324b89eccfb6f78757b44a2193c,10997.993663036157,41469.814386620244,56.04,87.0,464.0,482.0,0.0
IU-474,R16,78182e8040c0cd7224282f9b1c6e552beabc92b5,14896.71318507777,41851.592952404615,75.9,87.8,789.0,482.0,0.0
IU-475,R17,6f877c26512ae5200e421587d803978e5acee95b,4087.821937985578,41925.16409112787,20.83,87.96,594.0,476.0,0.0
IU-476,UNASSIGNED,26768fa11db9448c41ead1e70e984c7b0e0a63bf,11014.226863360764,41956.48099225175,56.12,88.02,538.0,482.0,0.0
IU-477,UNASSIGNED,fa55186e8dfc7729af840cdedbc0981ba89f1eed,13552.843230878567,42122.99726803595,69.06,88.37,830.0,482.0,0.0
IU-478,UNASSIGNED,4ffdc9f2a6dc9443f925ea9d125977c0871c946c,14888.62160574707,42347.249202404615,75.86,88.84,899.0,467.0,0.0
IU-479,R17,8e9a7a7ae4880c6b4376174f200358c84ec124ed,4025.7983653363026,42422.54499845907,20.51,89.0,603.0,272.0,0.0
IU-480,UNASSIGNED,57ccecac25ab1336ae8d47778302ba05805f1e8e,11005.244483757462,42466.970555240034,56.08,89.09,601.0,416.0,0.0
IU-481,UNASSIGNED,206b5fe9bc590f857283ddfc355944483fa3505f,13543.834768066252,42594.66398556525,69.01,89.36,965.0,482.0,0.0
IU-482,R17,f6e6efb55fb040bef4b2b4ebba3a063d65d85f6e,4032.2294358743766,42676.76968412801,20.55,89.53,691.0,482.0,0.0
IU-483,UNASSIGNED,b4fb47dabbb14ee27b7cf1d4419f7bbc4f7744a0,14892.62160574707,42836.749202404615,75.88,89.87,883.0,408.0,0.0
IU-484,UNASSIGNED,9908e75ea87a5be46ae13f2587c141a655dbed15,11018.078109391206,42892.48099225175,56.14,89.99,546.0,482.0,0.0
IU-485,UNASSIGNED,8551008f16b35083a2b143c41d27a8df57c02bdc,7481.567310807335,43016.686968643524,38.12,90.25,714.0,445.0,0.0
IU-486,UNASSIGNED,1925501b08ddfb5f2c65b5ebd9777c2c0fdfc654,4026.322025178657,43170.87831144735,20.52,90.57,737.0,366.0,0.0
IU-487,UNASSIGNED,22b0387b6b90dd379969ec407f858474033ed1b7,14888.615745690113,43244.92632642805,75.86,90.73,808.0,482.0,0.0
IU-488,UNASSIGNED,4c176eaa618481818498b0cccc15b87ca620b168,11019.766158188104,43397.814305240034,56.15,91.05,732.0,482.0,0.0
IU-489,UNASSIGNED,2a8a82cfffd1d66e0841927c56dff321dbf585e8,7485.686067782783,43454.35366437455,38.14,91.17,641.0,423.0,0.0
IU-490,UNASSIGNED,8a899870393fea4d6c4d435dbb4b6a73e8003315,4024.2163579461157,43519.15075276641,20.5,91.3,717.0,482.0,0.0
IU-491,UNASSIGNED,d39fb9c20bb8236bd98960875967e8c675eae32e,14887.258966867075,43728.92632642805,75.86,91.74,843.0,482.0,0.0
IU-492,UNASSIGNED,9e681381b1b6118182a787986ff19227544766c2,11018.613923941512,43873.814305240034,56.14,92.05,630.0,482.0,0.0
IU-493,UNASSIGNED,e94b5eb363995970c9d05985112420fbdadba56f,4017.60141198599,44004.15075276641,20.47,92.32,777.0,482.0,0.0
IU-494,UNASSIGNED,9b8b4fe78d871b730dd8746f496548e57a6b0af6,14871.121483676758,44193.74926343977,75.77,92.72,750.0,430.0,0.0
IU-495,UNASSIGNED,49f8026ec0e8cc2ba54f3900612ab3af08ab2684,11018.911109734025,44365.30392926347,56.15,93.08,699.0,422.0,0.0
IU-496,UNASSIGNED,643f602633586f3ade189a2a83f16777bea0e9c4,4004.012515901315,44507.30700276641,20.4,93.38,674.0,326.0,0.0
IU-497,UNASSIGNED,541ce1e1921598736f4d79fd2af305e0c12cf2c9,11029.411109734025,44796.13724225175,56.2,93.98,606.0,459.0,0.0
IU-498,UNASSIGNED,796a1b979ec66b787588c2a1fdb4e68c7b060e8f,3991.845798372018,44862.80700276641,20.34,94.12,745.0,285.0,0.0
IU-499,UNASSIGNED,f004c25ab31a38e32135c115013a22cc7c8ffb3d,3967.845798372018,45151.80700276641,20.22,94.73,823.0,287.0,0.0
IU-500,UNASSIGNED,f5131ef58afca096104efe585cacc907cd540867,11007.220338888246,45268.48099225175,56.09,94.97,885.0,482.0,0.0
IU-501,UNASSIGNED,c4d203ec2e5372bfdf45fcf2b8fa4274f471f9c9,3964.6790808427213,45499.640361531056,20.2,95.46,906.0,448.0,0.0
IU-502,UNASSIGNED,33dba8ec9f14ed9ee6ad1bf0b302a425e7f49dee,11001.577735710587,45760.80392926347,56.06,96.01,547.0,423.0,0.0
IU-503,UNASSIGNED,e6431cdcfbea24070156bc9e3ab90bec84791c6e,6929.794555339462,46098.14115932933,35.31,96.71,323.0,482.0,0.0
IU-504,UNASSIGNED,8f84323643960b358f45db1b0d9b6d47ccd16ea1,5886.27314962337,46116.08730166086,29.99,96.75,469.0,482.0,0.0
IU-505,UNASSIGNED,4501984f59357785160b1edba5a81da48cb1e3b0,7345.614875768815,46118.88175313358,37.43,96.76,418.0,482.0,0.0
IU-506,UNASSIGNED,aff7a63b67664ab5eef504eaaf2301f0bc14c2b2,6430.0943143006225,46124.37007753976,32.76,96.77,417.0,482.0,0.0
IU-507,UNASSIGNED,e4cef97c4aa517334a9b81ac0a078f89456250c9,8253.161967173086,46124.43739346019,42.05,96.77,401.0,482.0,0.0
IU-508,UNASSIGNED,a8033950fd9ce3d5a066e920d619cceae0bd20c4,7765.097263287769,46132.215222100596,39.57,96.78,477.0,482.0,0.0
IU-509,UNASSIGNED,18e061539b081cef731b6dbf7f2529b4aebe7633,5373.112883253223,46133.73520110689,27.38,96.79,396.0,482.0,0.0
IU-510,UNASSIGNED,cbf6a625d3672843ebde422a60a4f2ead245e7ba,8733.097781432154,46139.370092677455,44.5,96.8,483.0,482.0,0.0
IU-511,UNASSIGNED,ebb15590fa5cfa41529b0c51c242eec62bc6f9a1,4545.624570681039,46159.39137481294,23.16,96.84,791.0,361.0,0.0
IU-512,UNASSIGNED,38e6e187bc0f12f8c9859c504529b0b42d3c28a3,10961.411109734025,46190.13724225175,55.85,96.91,734.0,423.0,0.0
IU-513,UNASSIGNED,a01d3c2b86a85cf76785b394f361965c9a3b685f,9229.198616498097,46278.359726873416,47.03,97.09,482.0,351.0,0.0
IU-514,UNASSIGNED,410db3d5df236045e0a29e7d8a1f285359bc20a0,9787.698616498099,46392.970821030314,49.87,97.33,565.0,464.0,0.0
IU-515,UNASSIGNED,064a1ad368c203a3a9840811d101741f0e0eb406,4682.457853151742,46580.05809234224,23.86,97.72,534.0,463.0,0.0
IU-516,UNASSIGNED,2ceec70ba64393d93ad3ad9bbf794382e5f1c7cd,10967.0778577809,46610.97061627519,55.88,97.79,536.0,400.0,0.0
IU-517,UNASSIGNED,a1b7bbb50ba69ed2d8b16b1799dd646233f05b72,6892.711990270871,46624.06702874122,35.12,97.82,382.0,482.0,0.0
IU-518,UNASSIGNED,22618c5d8b6ddfa9daefe0d4040e57c50e6b0661,8284.27597255229,46626.65966654504,42.21,97.82,327.0,482.0,0.0
IU-519,UNASSIGNED,dd54fb38a95108f654ba4471a43fdcae97ac2a0f,5864.1693023826465,46633.76877027768,29.88,97.84,514.0,472.0,0.0
IU-520,UNASSIGNED,c85b8a0c7c836c5e11417f5ea2a55ac9f255b4e4,7845.141586490818,46635.91890319869,39.97,97.84,391.0,482.0,0.0
IU-521,UNASSIGNED,27be4eaafb68ef463ce8b216b008c9c796cf1fc4,6452.325627844295,46639.52161118678,32.88,97.85,353.0,482.0,0.0
IU-522,UNASSIGNED,6a97b2c3f6227deea782bb8f4c99ff4c7d2e7bdc,8790.429698274127,46643.81452016769,44.79,97.86,413.0,482.0,0.0
IU-523,UNASSIGNED,dc849d0bfb3f271134b11dc4c8211623b1a51a8b,7427.612148221744,46650.733695407886,37.85,97.87,317.0,482.0,0.0
IU-524,UNASSIGNED,38a80c88685044cbac111dac83fd8d32b0b66944,9273.080347267329,46657.14785350102,47.25,97.89,381.0,482.0,0.0
IU-525,UNASSIGNED,50c2040d0f54ecf772a82fe46af5c6e18da351da,5311.124418093148,46696.724809871535,27.06,97.97,550.0,373.0,0.0
IU-526,UNASSIGNED,59c3bada8640693a69be71163a2d9b10b6c162cb,9784.198616498097,46897.63753855961,49.85,98.39,492.0,348.0,0.0
IU-527,UNASSIGNED,c97e56b4c780a29d85a83ca03f46b76a55c7c20f,4687.624570681039,47101.72473357759,23.89,98.82,517.0,213.0,0.0
IU-528,UNASSIGNED,40bed35fffa0d841329f99c9e39b793dd1fef8fc,7818.056810537208,47145.17832634865,39.84,98.91,416.0,482.0,0.0
IU-529,UNASSIGNED,1ab0020f75cec6f95acc4e52ad848dc01949591c,8273.248938726783,47147.479748952195,42.16,98.91,395.0,482.0,0.0
IU-530,UNASSIGNED,5632bffbe4668dc266ca39918dfb25f64e0a2efc,6457.57165165313,47155.88524755041,32.9,98.93,362.0,482.0,0.0
IU-531,UNASSIGNED,7952ebff78f5154a5f85924bc433da4ab37c6eb1,7401.840694064804,47155.91890319868,37.72,98.93,383.0,482.0,0.0
IU-532,UNASSIGNED,796c21f00639ac35ea68db95759795e9f692d6db,5920.345580069499,47157.097405753535,30.17,98.93,465.0,482.0,0.0
IU-533,UNASSIGNED,d36e67e4216a5f9772247267210afc90be5657b6,8769.943214796747,47163.81462189295,44.69,98.95,418.0,482.0,0.0
IU-534,UNASSIGNED,7ad65554343c593c9fd41498c422ece09a4f50af,6895.429469363664,47172.2152221006,35.13,98.97,442.0,482.0,0.0
IU-535,UNASSIGNED,41a015d3af82434b0d8fa3c778e128911f83b1c3,9240.992436882201,47172.70337514815,47.09,98.97,516.0,482.0,0.0
IU-536,UNASSIGNED,bf8890fd1432d1b48ca079af125ce9c0ad2c521c,5340.791135622445,47182.058168636184,27.21,98.99,474.0,419.0,0.0
IU-537,UNASSIGNED,704b3107956b505528430504aa95880b31391fa5,9780.865283164765,47257.47087189295,49.84,99.14,552.0,375.0,0.0
