source_id,fileId,fileId_short,x,y,width,height,rotation,opacity,initial_subregion,combined_pass,initial_meaning,nearest_labels_for_search_only,coverage_status,decision_is_final,review_notes,current_region_decision,must_recheck_before_region_close
S-001,cb1b53c07193a5e388653690e4791c57f904da11,cb1b53c071,5415.411,10434.367,806.0,352.0,0.0,1,R04-timezones-converting-date-math-dst,P03-R04-timezones-conversion-json-model-binding-dst,"TimeZoneInfo, UTC/local conversion, JSON/model binding, date math pitfalls, user local time, DST.",L-031: converting | L-036: time zones | L-020: when need to show user his local time | L-021: findsystemtimezonebyid | L-016: convert datetime to utc,processed-in-r04-v001,yes-for-r04-v001-boundary,R04 processed after local boundary review.,R04,no-for-r04-v001
S-105,040cb350f1774cb64780857a9b85345fb3d08e85,040cb350f1,11844.985,3325.113,766.0,482.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.",L-045: parseexact/tryparseexact | L-044: parse/tryparse | L-046: what datetime can parse | L-041: parsing cheat sheet | L-043: into datetimeoffset/datetime,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-106,b68ac77b8e472f0aa956af03d6594dcb06f9995f,b68ac77b8e,11818.813,3836.027,896.0,382.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.",L-046: what datetime can parse | L-045: parseexact/tryparseexact | L-044: parse/tryparse | L-047: standart formats | L-048: for parseexact,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-107,2984273683d12c653c7b7327dc2da4756510a0db,2984273683,11797.086,4222.315,874.0,407.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.",L-046: what datetime can parse | L-047: standart formats | L-048: for parseexact | L-045: parseexact/tryparseexact | L-044: parse/tryparse,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-108,8b6f1d1abfc84ca75ea1fbadfeeb5b7653b25414,8b6f1d1abf,11799.465,4632.042,605.0,213.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.",L-047: standart formats | L-048: for parseexact | L-046: what datetime can parse | L-053: can we format datetime | L-045: parseexact/tryparseexact,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-109,126f2d3a07398e0da0069f8605733919112f7cdf,126f2d3a07,10410.023,5136.037,795.0,482.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.",L-051: is parseexact only for | L-052: datetimeoffset? | L-049: custom formats for parse exact | L-048: for parseexact | L-047: standart formats,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-110,96a008acdf3c5ea278270e7dcf04142e5055e2c6,96a008acdf,13038.902,3610.938,877.0,254.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.",L-043: into datetimeoffset/datetime | L-046: what datetime can parse | L-042: what we can tryto parse | L-050: what datetimeoffset can parse | L-045: parseexact/tryparseexact,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-111,052b2da3a59366f85eb4c90567dffd7c8d50b791,052b2da3a5,12928.665,4146.725,654.0,354.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.",L-046: what datetime can parse | L-050: what datetimeoffset can parse | L-043: into datetimeoffset/datetime | L-042: what we can tryto parse | L-047: standart formats,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-112,d04cc7723d06d0acc148843e8664aa8b219a4bff,d04cc7723d,12914.38,4510.448,780.0,482.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.",L-046: what datetime can parse | L-050: what datetimeoffset can parse | L-043: into datetimeoffset/datetime | L-047: standart formats | L-048: for parseexact,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-113,3dd5a31455d5acfa9aeff1aed64ad70146dcb062,3dd5a31455,14119.688,4124.993,733.0,482.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.",L-050: what datetimeoffset can parse | L-046: what datetime can parse | L-043: into datetimeoffset/datetime | L-042: what we can tryto parse | L-047: standart formats,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-114,28ef7cea312118521958d580d9359e06e8321ccf,28ef7cea31,11636.258,5085.384,851.0,277.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.",L-048: for parseexact | L-047: standart formats | L-053: can we format datetime | L-054: with standart formats? | L-046: what datetime can parse,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-115,36d772be51493e650a2ac64155a1c028b3077d22,36d772be51,11643.015,5369.051,837.0,403.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.",L-053: can we format datetime | L-048: for parseexact | L-047: standart formats | L-054: with standart formats? | L-051: is parseexact only for,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-116,afb9f89d1548ebeaad1a44c92a78125320c93a8c,afb9f89d15,10500.768,6171.377,729.0,482.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.",L-052: datetimeoffset? | L-051: is parseexact only for | L-059: formats cheat sheet | L-054: with standart formats? | L-053: can we format datetime,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-117,41c8fab9271795b30f4bd0b3f8174de4c73637b3,41c8fab927,11605.099,6303.146,833.0,461.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.",L-054: with standart formats? | L-053: can we format datetime | L-059: formats cheat sheet | L-052: datetimeoffset? | L-051: is parseexact only for,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-118,f06d544eb0c068956c42ca7d56ef1878bfe15e5b,f06d544eb0,10333.924,7539.785,856.0,307.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.","L-059: formats cheat sheet | L-057: what just tostring does with | L-058: datetimeoffset | L-055: sortable format, | L-056: univarsal sortable",processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-119,c2453233310c8453b29d8c78fdf7527c99607cde,c245323331,12387.921,7416.711,816.0,137.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.","L-060: custom formatting cheat sheet | L-055: sortable format, | L-054: with standart formats? | L-056: univarsal sortable | L-053: can we format datetime",processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-120,165e3e2f2d899cdcda94a1768a57db6b7e506a46,165e3e2f2d,11291.423,7299.592,818.0,159.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.","L-059: formats cheat sheet | L-055: sortable format, | L-056: univarsal sortable | L-054: with standart formats? | L-053: can we format datetime",processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-121,4831981a44b7436c6c0578320dcbfb06e5ac9bce,4831981a44,11289.016,7456.032,811.0,482.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.","L-055: sortable format, | L-056: univarsal sortable | L-059: formats cheat sheet | L-054: with standart formats? | L-057: what just tostring does with",processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-122,a247908e4e4aa273fc298a44147745330f6f1326,a247908e4e,11214.488,8541.768,882.0,461.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.","L-056: univarsal sortable | L-055: sortable format, | L-058: datetimeoffset | L-057: what just tostring does with | L-059: formats cheat sheet",processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-123,ada3dd385e773a282193a432415196579c69e173,ada3dd385e,11164.84,9056.657,925.0,409.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.","L-056: univarsal sortable | L-055: sortable format, | L-058: datetimeoffset | L-057: what just tostring does with | L-059: formats cheat sheet",processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-124,c088608553c42f1a5a01b9282296d0018d27af32,c088608553,11188.951,9496.601,779.0,178.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.","L-056: univarsal sortable | L-055: sortable format, | L-058: datetimeoffset | L-057: what just tostring does with | L-059: formats cheat sheet",processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-125,51f43a5102b8106025752169768e4a32d9e074ea,51f43a5102,11173.947,9694.075,759.0,482.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.","L-056: univarsal sortable | L-055: sortable format, | L-058: datetimeoffset | L-057: what just tostring does with | L-107: unix",processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-126,6a7a9c0a34aec78aa4e113a6598638796f3b9685,6a7a9c0a34,11167.803,10185.49,845.0,338.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.","L-056: univarsal sortable | L-055: sortable format, | L-058: datetimeoffset | L-057: what just tostring does with | L-107: unix",processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-127,d4a4d4cc31f378d7e299c82a2bf35868099c4069,d4a4d4cc31,11146.84,10533.101,881.0,345.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.","L-056: univarsal sortable | L-055: sortable format, | L-058: datetimeoffset | L-057: what just tostring does with | L-107: unix",processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-128,5970d9a17ca54e14e9684e0c5137fc8a8bec1a87,5970d9a17c,10170.681,8228.645,828.0,482.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.","L-058: datetimeoffset | L-057: what just tostring does with | L-056: univarsal sortable | L-055: sortable format, | L-059: formats cheat sheet",processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-129,21a3a0eb9a283fab972da4a79097847e0dff141b,21a3a0eb9a,10154.017,8737.444,835.0,299.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.","L-058: datetimeoffset | L-057: what just tostring does with | L-056: univarsal sortable | L-055: sortable format, | L-059: formats cheat sheet",processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-130,da48c853b9f8222fba1f1d4a3b30df813da1147f,da48c853b9,16863.648,8359.732,871.0,351.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.",L-064: quick sheet | L-063: some patterns | L-065: some custom format tokens | L-062: need to remember | L-061: gotchas,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-131,76daeb9e45785bd003a75c16296a54cd8c12d564,76daeb9e45,16868.053,8730.161,836.0,323.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.","L-064: quick sheet | L-063: some patterns | L-065: some custom format tokens | L-073: year,month,day | L-062: need to remember",processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-132,51ab776cafc2b3366a0f165a40d40a6ec8c6911c,51ab776caf,14745.592,8313.288,736.0,245.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.",L-062: need to remember | L-061: gotchas | L-063: some patterns | L-060: custom formatting cheat sheet | L-065: some custom format tokens,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-133,b2d274b7456e79e8e7e945f3df6c38e604889eda,b2d274b745,14706.426,8603.455,861.0,338.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.",L-062: need to remember | L-061: gotchas | L-063: some patterns | L-065: some custom format tokens | L-060: custom formatting cheat sheet,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-134,6c973e1c7172edaad832af38d2eb8ba3e714ee85,6c973e1c71,15838.259,8224.455,894.0,316.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.",L-063: some patterns | L-064: quick sheet | L-062: need to remember | L-061: gotchas | L-065: some custom format tokens,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-135,59a4f1570fb77a2086b29297f4dcf8a64b9164e8,59a4f1570f,15842.426,8557.788,829.0,436.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.",L-063: some patterns | L-064: quick sheet | L-062: need to remember | L-061: gotchas | L-065: some custom format tokens,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-136,7c280851743c9daa8b1a560cd992c9c90d361dbe,7c28085174,15853.592,9019.455,850.0,426.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.","L-063: some patterns | L-064: quick sheet | L-065: some custom format tokens | L-073: year,month,day | L-062: need to remember",processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-137,acd06a9685f4043e93e34693f09a38c39d45c069,acd06a9685,15875.093,9490.455,907.0,424.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.","L-065: some custom format tokens | L-073: year,month,day | L-064: quick sheet | L-063: some patterns | L-062: need to remember",processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-138,e9bb0123b2101f987b1ff5477c2de64672ba527f,e9bb0123b2,15757.795,10260.075,794.0,344.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.","L-073: year,month,day | L-065: some custom format tokens | L-072: Hours,minutes seconds | L-063: some patterns | L-064: quick sheet",processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-139,40f4673339cb989747c83f71a7978bf270207387,40f4673339,15752.01,10861.86,817.0,409.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.","L-073: year,month,day | L-065: some custom format tokens | L-072: Hours,minutes seconds | L-071: fractional seconds | L-063: some patterns",processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-140,e23aa8bac025e70887d5678baae7c2d1785b12e7,e23aa8bac0,15712.319,11312.813,824.0,429.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.","L-073: year,month,day | L-072: Hours,minutes seconds | L-065: some custom format tokens | L-071: fractional seconds | L-070: am/pm",processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-141,4d453e89a0f4dcc352eba8b28db0faa6c99b2a04,4d453e89a0,15672.819,11803.218,903.0,412.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.","L-072: Hours,minutes seconds | L-073: year,month,day | L-071: fractional seconds | L-065: some custom format tokens | L-070: am/pm",processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-142,a138ff720c1119271f14ad5ddf364fdfee28567c,a138ff720c,15697.073,12501.395,794.0,482.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.","L-072: Hours,minutes seconds | L-071: fractional seconds | L-070: am/pm | L-073: year,month,day | L-069: time zone/ offset",processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-143,1f368e8e054437798eb1fc0fa8d8df3de4c640f8,1f368e8e05,15670.605,13036.622,896.0,349.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.","L-071: fractional seconds | L-072: Hours,minutes seconds | L-070: am/pm | L-069: time zone/ offset | L-073: year,month,day",processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-144,f1bf4d8754b8f5a9c5457284923d6828df72ec4a,f1bf4d8754,15695.462,13567.674,812.0,383.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.","L-071: fractional seconds | L-070: am/pm | L-072: Hours,minutes seconds | L-069: time zone/ offset | L-075: 12 hour format,am pm",processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-145,035f356857cdd4aac0ca1058c04abff4c8cba796,035f356857,15684.7,13983.934,725.0,482.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.","L-070: am/pm | L-071: fractional seconds | L-069: time zone/ offset | L-068: era | L-072: Hours,minutes seconds",processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-146,43b2a15e1878aeed0f45f6cf1fa2e2218f0e9452,43b2a15e18,15675.002,14747.884,858.0,306.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.",L-070: am/pm | L-069: time zone/ offset | L-068: era | L-071: fractional seconds | L-067: separators,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-147,0cd5408d479eb74c784204f9f69a4e1fa7cd2da5,0cd5408d47,15654.798,15393.736,851.0,398.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.",L-068: era | L-069: time zone/ offset | L-067: separators | L-070: am/pm | L-066: literal text,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-148,79b4c7af4846c33b8ee48da184d45f54cf7773ce,79b4c7af48,15666.15,16007.125,852.0,229.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.",L-068: era | L-067: separators | L-066: literal text | L-069: time zone/ offset | L-074: escaping,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-149,5d8de16ecc2d21f4fd47fff5a08fc9c8bbdc5896,5d8de16ecc,15637.15,16430.606,830.0,345.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.",L-067: separators | L-066: literal text | L-068: era | L-074: escaping | L-069: time zone/ offset,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-150,b0a03a72908922a1b9e77af85c0f2e267e378bd5,b0a03a7290,15637.594,16956.384,838.0,449.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.",L-066: literal text | L-067: separators | L-074: escaping | L-068: era | L-069: time zone/ offset,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-151,9746ee02531549d73a0013b5763bffc97d490fce,9746ee0253,17142.192,13356.049,849.0,283.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.","L-071: fractional seconds | L-070: am/pm | L-072: Hours,minutes seconds | L-069: time zone/ offset | L-068: era",processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-152,e6fe2b8f96221d3f17d9882f8a0cdf137fd431df,e6fe2b8f96,17165.508,13662.107,677.0,482.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.","L-071: fractional seconds | L-070: am/pm | L-069: time zone/ offset | L-072: Hours,minutes seconds | L-068: era",processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-153,48e212d43c4c79998faeac42871ba7a9879f6af8,48e212d43c,17139.454,14157.526,824.0,341.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.",L-070: am/pm | L-071: fractional seconds | L-069: time zone/ offset | L-068: era | L-074: escaping,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-154,52a7accc04139d85d2b818ea9ef5048d6c5b1abf,52a7accc04,17182.001,14526.216,537.0,76.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.",L-070: am/pm | L-069: time zone/ offset | L-071: fractional seconds | L-068: era | L-074: escaping,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-155,456f57695cc7f86ac698afa8c93cdb1ccc923fb3,456f57695c,17147.93,14643.597,868.0,466.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.",L-070: am/pm | L-069: time zone/ offset | L-074: escaping | L-068: era | L-071: fractional seconds,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-156,7811e30b81d9aad9641c98060a7a47b0857ac207,7811e30b81,16937.239,16862.692,681.0,392.0,0.0,1,R03-parsing-formatting-cheat-sheets,P02-R03-parsing-formatting-cheat-sheets,"Parsing/ParseExact/TryParse, standard/custom formats, ISO/RFC/Unix/string formatting cheat sheets.",L-074: escaping | L-066: literal text | L-067: separators | L-068: era | L-069: time zone/ offset,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
