use_id,image_id,filename,sha256_12,region_id,x,y,width,height,opacity,duplicate_of_use_id,nearest_text_ids,nearest_captions,status
IU-0001,image-02f6f0e70276e974257c4d127fd49fbc136899f5,54edfdf5ae21.png,54edfdf5ae21,R01,1832.2109592788056,7619.068155416982,655.0,482.0,1.0,,T-0163|T-0162|T-0164,Large file on disk:|(avoids big UTF-16 JSON string)|- Prefer FileStream + StreamContent,pending_transcript
IU-0201,image-c69b8c4b0c4cc6b7ed72664d388b8d1de8a239cd,6cc7853f04a6.png,6cc7853f04a6,R10,10596.957242475564,23626.975048992863,986.0,427.0,1.0,,T-0357|T-0356|T-0364,getspan again(without flushing yet)|when you ve advanced and call|with different approaches,pending_transcript
IU-0202,image-c69b8c4b0c4cc6b7ed72664d388b8d1de8a239cd,6cc7853f04a6.png,6cc7853f04a6,R06,15183.62350224119,13073.64161393427,986.0,427.0,1.0,IU-0201,T-0252|T-0258|T-0257,"ndjson sse|no frequent flushes|many text writes /n lines,",pending_transcript
IU-0203,image-c23016e91eda0b29f27ed3f7c9a03779e187a026,1f5d7510ef12.png,1f5d7510ef12,R10,10621.123960004861,24242.975201580753,901.0,305.0,1.0,,T-0357|T-0356|T-0364,getspan again(without flushing yet)|when you ve advanced and call|with different approaches,pending_transcript
IU-0204,image-c23016e91eda0b29f27ed3f7c9a03779e187a026,1f5d7510ef12.png,1f5d7510ef12,R06,15207.790219770486,13689.64176652216,901.0,305.0,1.0,IU-0203,T-0277|T-0278|T-0279,"1 construct custom binary|or framed output,may need to|2 write in memory and in resp",pending_transcript
IU-0205,image-c23016e91eda0b29f27ed3f7c9a03779e187a026,1f5d7510ef12.png,1f5d7510ef12,R06,17921.123451378557,11468.531130128931,901.0,305.0,1.0,IU-0203,T-0253|T-0239|T-0240,write bytes to body|reading|typed model,pending_transcript
IU-0206,image-4666459f15120edac99c720677b0da7738a30091,c35dffe89687.png,c35dffe89687,R10,10645.457242475564,24757.475125286808,909.0,466.0,1.0,,T-0321|T-0357|T-0356,here may need to use pooled array|getspan again(without flushing yet)|when you ve advanced and call,pending_transcript
IU-0207,image-4666459f15120edac99c720677b0da7738a30091,c35dffe89687.png,c35dffe89687,R06,15232.12350224119,14204.141690228214,909.0,466.0,1.0,IU-0206,T-0279|T-0280|T-0278,"2 write in memory and in resp|or test (ibuf case)|or framed output,may need to",pending_transcript
IU-0208,image-fc17e5e826f85bb7f414c28d786c69180dd97b3f,092545aa20b1.png,092545aa20b1,R10,10226.598623505233,17328.938023541206,752.0,482.0,1.0,,T-0247|T-0245|T-0250,"raw upload,raw donwload|normal json api|plaintext response",pending_transcript
IU-0209,image-fc17e5e826f85bb7f414c28d786c69180dd97b3f,092545aa20b1.png,092545aa20b1,R06,16723.26518844664,10595.605198834175,752.0,482.0,1.0,IU-0208,T-0246|T-0248|T-0249,"normal json api|raw upload,raw donwload|utf8writer",pending_transcript
IU-0210,image-42943fcaf949011c639b5fa61bde960817dcad92,792c978a82b3.png,792c978a82b3,R10,10228.981242370932,17937.094387982124,897.0,386.0,1.0,,T-0247|T-0250|T-0245,"raw upload,raw donwload|plaintext response|normal json api",pending_transcript
IU-0211,image-42943fcaf949011c639b5fa61bde960817dcad92,792c978a82b3.png,792c978a82b3,R06,16722.314372253742,11370.4281282165,897.0,386.0,1.0,IU-0210,T-0249|T-0248|T-0253,"utf8writer|raw upload,raw donwload|write bytes to body",pending_transcript
IU-0212,image-f72edb0047cd68d7366cb01bfd203f998623ba1f,774dec041c5c.png,774dec041c5c,R10,10242.574440777094,18462.271420452827,843.0,482.0,1.0,,T-0250|T-0247|T-0256,"plaintext response|raw upload,raw donwload|many text writes /n lines",pending_transcript
IU-0213,image-f72edb0047cd68d7366cb01bfd203f998623ba1f,774dec041c5c.png,774dec041c5c,R06,16742.574440777094,11802.271725628609,843.0,482.0,1.0,IU-0212,T-0249|T-0251|T-0252,"utf8writer|plaintext response, response.write|ndjson sse",pending_transcript
IU-0214,image-cad83918c272d1505d37608fa2f4d9c7e9a351b6,871960801834.png,871960801834,R10,10233.318493801207,19147.271420452827,805.0,482.0,1.0,,T-0256|T-0250|T-0275,many text writes /n lines|plaintext response|construct custom binary,pending_transcript
IU-0215,image-cad83918c272d1505d37608fa2f4d9c7e9a351b6,871960801834.png,871960801834,R06,16736.651623684018,12630.60470292353,805.0,482.0,1.0,IU-0214,T-0257|T-0258|T-0252,"many text writes /n lines,|no frequent flushes|ndjson sse",pending_transcript
IU-0216,image-38e5b703cf47b95ec76ad4dd8a213518473c27ce,424ebacf764f.png,424ebacf764f,R10,10243.314677429526,19798.094387982124,945.0,374.0,1.0,,T-0256|T-0275|T-0276,many text writes /n lines|construct custom binary|or framed output,pending_transcript
IU-0217,image-38e5b703cf47b95ec76ad4dd8a213518473c27ce,424ebacf764f.png,424ebacf764f,R06,16736.647807312336,13358.094387982124,945.0,374.0,1.0,IU-0216,T-0258|T-0257|T-0277,"no frequent flushes|many text writes /n lines,|1 construct custom binary",pending_transcript
IU-0218,image-d712f781a3ba9b817c9760df175ea17ce9cb60c8,c4340e64e4cc.png,c4340e64e4cc,R10,10273.647959900229,20184.26095292353,951.0,235.0,1.0,,T-0275|T-0256|T-0276,construct custom binary|many text writes /n lines|or framed output,pending_transcript
IU-0219,image-d712f781a3ba9b817c9760df175ea17ce9cb60c8,c4340e64e4cc.png,c4340e64e4cc,R06,16766.98108978304,13744.26095292353,951.0,235.0,1.0,IU-0218,T-0258|T-0277|T-0257,"no frequent flushes|1 construct custom binary|many text writes /n lines,",pending_transcript
IU-0220,image-3d05e3833832e117cb76c570b536d43539580b26,8f63195afce4.png,8f63195afce4,R10,10443.006447399232,20939.427670452827,559.0,93.0,1.0,,T-0276|T-0275|T-0254,"or framed output|construct custom binary|expl json write,but high level",pending_transcript
IU-0221,image-3d05e3833832e117cb76c570b536d43539580b26,8f63195afce4.png,8f63195afce4,R06,17008.085531523117,14890.538713747097,559.0,93.0,1.0,IU-0220,T-0282|T-0281|T-0280,memory for something/tests|3 use utf8writer with ability to write in|or test (ibuf case),pending_transcript
IU-0222,image-7748d8a414dde7eaad617be86847b1311ca002ba,65389c2c2d5a.png,65389c2c2d5a,R10,10440.462520262296,21050.604779217476,897.0,482.0,1.0,,T-0276|T-0275|T-0354,or framed output|construct custom binary|writers advance vs,pending_transcript
IU-0223,image-7748d8a414dde7eaad617be86847b1311ca002ba,65389c2c2d5a.png,65389c2c2d5a,R06,16936.01794018417,15028.382692628933,897.0,482.0,1.0,IU-0222,T-0282|T-0255|T-0281,"memory for something/tests|expl json write,but high level|3 use utf8writer with ability to write in",pending_transcript
IU-0224,image-24784d87a935c9d528e8a56a227d91308b0c0d4a,1487fb57d7a0.png,1487fb57d7a0,R10,10473.98078460726,21542.927670452827,957.0,421.0,1.0,,T-0354|T-0355|T-0254,"writers advance vs|readers advanceto|expl json write,but high level",pending_transcript
IU-0225,image-24784d87a935c9d528e8a56a227d91308b0c0d4a,1487fb57d7a0.png,1487fb57d7a0,R06,16969.536204529133,15520.705583864285,957.0,421.0,1.0,IU-0224,T-0255|T-0282|T-0281,"expl json write,but high level|memory for something/tests|3 use utf8writer with ability to write in",pending_transcript
IU-0226,image-a27d5f6834130ca761747fb6e0253c39321e2ae5,9572c3d03bd0.png,9572c3d03bd0,R10,10477.462065061913,22139.799819762964,829.0,482.0,1.0,,T-0254|T-0363|T-0364,"expl json write,but high level|just plain text writes|with different approaches",pending_transcript
IU-0227,image-a27d5f6834130ca761747fb6e0253c39321e2ae5,9572c3d03bd0.png,9572c3d03bd0,R06,16973.017484983786,16117.577733174421,829.0,482.0,1.0,IU-0226,T-0255|T-0282|T-0286,"expl json write,but high level|memory for something/tests|readresult",pending_transcript
IU-0228,image-11c044326950b25af150a6572b5cf8eaa22aecb9,b875847dcd9a.png,b875847dcd9a,R10,13230.125925363654,20263.321751652922,961.0,442.0,1.0,,T-0322|T-0272|T-0323,flushresult|pipewriter|memory/span,pending_transcript
IU-0229,image-310ef42d83b63f3a75afef25ef964c756496a957,9b4fc05cabc6.png,9b4fc05cabc6,R10,13265.267964272924,21471.93497953019,745.0,482.0,1.0,,T-0325|T-0324|T-0362,advance|getspan/getmemory|stackalloc span,pending_transcript
IU-0230,image-a11ec2eb420fa8b37a545ca7bbde8b391a77e39e,61601320da59.png,61601320da59,R10,13321.27230862991,22074.048946699088,956.0,422.0,1.0,,T-0325|T-0326|T-0362,advance|flush|stackalloc span,pending_transcript
IU-0231,image-91ef1faae365221fee9685dd879e83a200ae851b,9e9bcd3b1d15.png,9e9bcd3b1d15,R10,13336.327864185465,22664.900821156552,997.0,464.0,1.0,,T-0326|T-0327|T-0328,flush|write|complete,pending_transcript
IU-0232,image-3a5be6b94b4f7bf432fc989b9db2862843009f1f,7354cba4c18b.png,7354cba4c18b,R10,13354.494530852133,23284.400821156556,1014.0,345.0,1.0,,T-0327|T-0328|T-0329,write|complete|cancelpendingflush,pending_transcript
IU-0233,image-7feedfe4ab55d83dde84a5cdfa24a8f1e0ebc517,f02fc8bb5026.png,f02fc8bb5026,R10,13381.124115270535,23821.04894669909,940.0,208.0,1.0,,T-0328|T-0329|T-0330,complete|cancelpendingflush|example,pending_transcript
IU-0234,image-0169de1634cd2e14a4e065871ef55baeccc4aac3,82ab58b3536e.png,82ab58b3536e,R10,13417.75383532262,24202.363738908294,686.0,195.0,1.0,,T-0329|T-0330|T-0328,cancelpendingflush|example|complete,pending_transcript
IU-0235,image-0f2900db507033505a01ffe2c7befb102fefd490,743eb13acf4b.png,743eb13acf4b,R10,13372.698279767063,24558.397895642403,945.0,339.0,1.0,,T-0330|T-0329|T-0332,example|cancelpendingflush|!!!!,pending_transcript
IU-0236,image-40ec7dbcdeb1ea871ce9e17c2d06111a21450dcd,ffa8aae18444.png,ffa8aae18444,R10,13231.009318930672,20858.404742314746,922.0,179.0,1.0,,T-0323|T-0322|T-0324,memory/span|flushresult|getspan/getmemory,pending_transcript
IU-0237,image-836d5253085056a3e2d2bcfd9436d3fe1d7cff90,85815ce63fe1.png,85815ce63fe1,R10,13224.84787539374,21148.182655726207,946.0,195.0,1.0,,T-0324|T-0323|T-0361,getspan/getmemory|memory/span|can get,pending_transcript
IU-0238,image-b69b65a8f33e667379a76b19d756fd3fa36bcca4,e8fdb32b1958.png,e8fdb32b1958,R10,13399.17524188169,24984.559700817223,885.0,404.0,1.0,,T-0330|T-0332|T-0329,example|!!!!|cancelpendingflush,pending_transcript
IU-0239,image-97f00e14b95b8b1cb7ae709765da70c61c1c303b,e791abe86983.png,e791abe86983,R10,13360.063987870808,25399.33743257643,931.0,440.0,1.0,,T-0332|T-0319|T-0330,!!!!|writing bytes|example,pending_transcript
IU-0240,image-2a991344e8d1a546093df336f25f6092dfc8274d,03aa8630fcb2.png,03aa8630fcb2,R10,13344.032862261534,26078.1811317138,934.0,482.0,1.0,,T-0319|T-0320|T-0332,writing bytes|writing text|!!!!,pending_transcript
IU-0241,image-d2c35ed5f5882f2855f26092da34303ab76f386e,71bf99ac0c71.png,71bf99ac0c71,R10,13364.563987870808,26544.781910929305,882.0,218.0,1.0,,T-0320|T-0319|T-0321,writing text|writing bytes|here may need to use pooled array,pending_transcript
IU-0242,image-f8d2b8b7a042a1027d1550ffb855869f98c5fec5,76dd54f0cb05.png,76dd54f0cb05,R10,13370.230654537474,26787.670765909774,984.0,350.0,1.0,,T-0320|T-0319|T-0321,writing text|writing bytes|here may need to use pooled array,pending_transcript
IU-0243,image-f295c259c7a3ee8aaf0ad80d0e8526349d9c31e4,ee2a469ee336.png,ee2a469ee336,R10,12074.661209237882,26315.553078867357,909.0,408.0,1.0,,T-0320|T-0321|T-0319,writing text|here may need to use pooled array|writing bytes,pending_transcript
IU-0244,image-1ab925d67698db087ca457e5c8b810217adab119,c04591858558.png,c04591858558,R10,14497.573975467421,26060.6641439599,920.0,340.0,1.0,,T-0342|T-0341|T-0340,avoid that and write directly|with writer we can|can use arraypool but okay,pending_transcript
IU-0245,image-e5bec265b46a048c63bd8c11bfbf9118592bd0a7,82dbe84a3d40.png,82dbe84a3d40,R10,14508.518352095027,26427.497477293233,947.0,193.0,1.0,,T-0342|T-0341|T-0340,avoid that and write directly|with writer we can|can use arraypool but okay,pending_transcript
IU-0246,image-e8dc74af9649355de7bd4108dc9c94e45f586d39,53b2454875ba.png,53b2454875ba,R09,6276.6140129428095,19097.548214504313,893.0,463.0,1.0,,T-0263|T-0262|T-0261,dont use when|use when|stream writer,pending_transcript
IU-0247,image-810ad80340a1ed53c1afa73cedd72c3bd9ff3a4d,60805c35787e.png,60805c35787e,R09,6284.680133283875,19597.03537834145,524.0,463.0,1.0,,T-0263|T-0262|T-0261,dont use when|use when|stream writer,pending_transcript
IU-0248,image-21bcd051798dbdab1ec60075b418cd845b4f64e9,5ff2bcecf248.png,5ff2bcecf248,R09,6303.3044588581015,20237.830281436392,764.0,322.0,1.0,,T-0266|T-0264|T-0263,write|ndjson|dont use when,pending_transcript
IU-0249,image-721fd8968ec0ee423a66ad1fda81facd23def1c2,a20385c85e6d.png,a20385c85e6d,R09,6287.0865727403125,20577.5738398799,739.0,182.0,1.0,,T-0266|T-0264|T-0267,write|ndjson|writeline,pending_transcript
IU-0250,image-44d8fe3f748ca929a0c40530423188bad58695f5,3a58d24b37d2.png,3a58d24b37d2,R09,6256.253302007139,20778.20206065815,934.0,431.0,1.0,,T-0266|T-0264|T-0267,write|ndjson|writeline,pending_transcript
IU-0251,image-45ed13c06b0c615a2dc577ac931e9fcce9a494aa,c0acbb9d6b38.png,c0acbb9d6b38,R09,6083.935895719578,21700.48251770417,948.0,276.0,1.0,,T-0264|T-0267|T-0331,ndjson|writeline|!!!,pending_transcript
IU-0252,image-db44266b59176ba264a239f3363a1fd0007d42b9,e881e0865ee6.png,e881e0865ee6,R09,6083.188562770949,21969.19460192529,880.0,421.0,1.0,,T-0264|T-0331|T-0265,ndjson|!!!|sse,pending_transcript
IU-0253,image-c4cb7b2e3f681dde027972db0658f9a463cbfcf6,9f9dce659f58.png,9f9dce659f58,R09,6066.067313658734,22447.66431739048,890.0,298.0,1.0,,T-0265|T-0331|T-0268,sse|!!!|flush,pending_transcript
IU-0254,image-452290c96d0dacbda97bb95e7cd6c55dd20082e6,3b02a9ee1312.png,3b02a9ee1312,R09,6055.279249915837,22923.3461910588,994.0,263.0,1.0,,T-0265|T-0331|T-0268,sse|!!!|flush,pending_transcript
IU-0255,image-6b6c92729836a28afdeaa05200ae33020708fc88,b99d1d6ff3b0.png,b99d1d6ff3b0,R09,6081.946064546519,23193.967329198,914.0,306.0,1.0,,T-0265|T-0268|T-0331,sse|flush|!!!,pending_transcript
IU-0256,image-5bffbd1bf0304fb2fb30fd71ef31891f07d2e105,ad0e92757c55.png,ad0e92757c55,R09,6070.445943004648,23510.65960103748,927.0,482.0,1.0,,T-0269|T-0265|T-0270,dispose/close|sse|basestream,pending_transcript
IU-0257,image-8a3e0911418a8263d7996bcd9ccdcd85c4fef5f0,fd5887679488.png,fd5887679488,R09,6072.673337273791,24006.709827422426,918.0,249.0,1.0,,T-0269|T-0270|T-0271,dispose/close|basestream|autoflush,pending_transcript
IU-0258,image-e6d34c3a70f216bc9d4e69366e9379c9b28afa46,d9518e3675a7.png,d9518e3675a7,R09,7361.1952236177,20868.994267896524,972.0,404.0,1.0,,T-0266|T-0267|T-0264,write|writeline|ndjson,pending_transcript
IU-0259,image-01815861d6a1b196e749848fa81cef413b9c470b,2e88c26920d7.png,2e88c26920d7,R09,7368.8113679713915,21270.36791402578,944.0,356.0,1.0,,T-0267|T-0266|T-0268,writeline|write|flush,pending_transcript
IU-0260,image-b20734d660b122226eec10a15094f2e57d906b27,db64e7fe530e.png,db64e7fe530e,R09,7363.010594947455,21894.12079192587,807.0,482.0,1.0,,T-0267|T-0268|T-0266,writeline|flush|write,pending_transcript
IU-0261,image-195794e60746228ff32dbe160c91366154551315,f6a6b3227250.png,f6a6b3227250,R09,7367.5689437289675,22390.110293878988,970.0,293.0,1.0,,T-0268|T-0267|T-0269,flush|writeline|dispose/close,pending_transcript
IU-0262,image-95e1cd240469eba59a24db23cb569d155d5b3c69,443a069956dd.png,443a069956dd,R09,7370.556910555437,23003.936050926302,955.0,284.0,1.0,,T-0268|T-0269|T-0267,flush|dispose/close|writeline,pending_transcript
IU-0263,image-adc77b3f3d675bdcdeedc24d61f308b4d78d5238,75cae9499389.png,75cae9499389,R09,7369.390284578874,23291.76942494974,1024.0,431.0,1.0,,T-0269|T-0268|T-0270,dispose/close|flush|basestream,pending_transcript
IU-0264,image-daefc694241be72c251bcc257c35d1a3d02754c1,8f88829de4b3.png,8f88829de4b3,R09,7356.996930905361,23891.002050275263,915.0,482.0,1.0,,T-0269|T-0270|T-0271,dispose/close|basestream|autoflush,pending_transcript
IU-0265,image-ff36254ca3ac55f6526c93d1121438adfb62b8d3,e41ae7752a2d.png,e41ae7752a2d,R09,7372.47762927831,24546.04723663593,893.0,358.0,1.0,,T-0270|T-0271|T-0269,basestream|autoflush|dispose/close,pending_transcript
IU-0266,image-a421952238a836af4ffc6f967ba9b5664fe14bfb,d5b951b93ff7.png,d5b951b93ff7,R09,7358.839249299985,25039.002019757678,885.0,482.0,1.0,,T-0271|T-0270|T-0269,autoflush|basestream|dispose/close,pending_transcript
IU-0267,image-09512a826d540ce23debe936d1fbbaa7b80e49dd,353abf7bdbc5.png,353abf7bdbc5,R09,7349.098612539707,19091.072948752397,817.0,353.0,1.0,,T-0261|T-0263|T-0266,stream writer|dont use when|write,pending_transcript
IU-0268,image-f3df054805cfa3d947df761893361d6e0f53ce71,747859d318fc.png,747859d318fc,R09,7358.3208347619275,19475.147045432088,923.0,373.0,1.0,,T-0261|T-0266|T-0263,stream writer|write|dont use when,pending_transcript
IU-0269,image-45a072b5d7128293746e8449620fc6fbdd670022,547239ff12ab.png,547239ff12ab,R09,7360.987501428595,19897.202533170803,971.0,400.0,1.0,,T-0266|T-0261|T-0267,write|stream writer|writeline,pending_transcript
IU-0270,image-c5375914558d28c11d3e0acc8af05a9446cca6d1,7c1350909014.png,7c1350909014,R09,7345.228196958109,20308.49885207271,884.0,330.0,1.0,,T-0266|T-0267|T-0261,write|writeline|stream writer,pending_transcript
IU-0271,image-70b2e5c60e84dce07b062201b4366d64154e747a,e32628638f2a.png,e32628638f2a,R09,4964.591095967737,19002.367642207955,1015.0,336.0,1.0,,T-0274|T-0263|T-0262,Buffer size|dont use when|use when,pending_transcript
IU-0272,image-1f3243c595ff075f4b76d1be2d674517cd531362,11b6d81b0d56.png,11b6d81b0d56,R09,4941.273025122564,19326.246393095735,1018.0,224.0,1.0,,T-0274|T-0263|T-0262,Buffer size|dont use when|use when,pending_transcript
IU-0273,image-e77f754f530f73d93f51cde813312c99ef613500,9e8151adab5e.png,9e8151adab5e,R09,4961.091206940748,19629.807017651838,942.0,349.0,1.0,,T-0274|T-0263|T-0262,Buffer size|dont use when|use when,pending_transcript
IU-0274,image-e3b773f2c799d8f0f087046ddfdba464295520ea,4a6a15db832d.png,4a6a15db832d,R09,4942.363878726968,19991.761507619878,994.0,236.0,1.0,,T-0274|T-0263|T-0262,Buffer size|dont use when|use when,pending_transcript
IU-0275,image-3bc167b7e6ba0f6ae7a47175145dc8bdba01053f,30a22f7b68d0.png,30a22f7b68d0,R10,14805.076063880682,20134.98705471683,920.0,288.0,1.0,,T-0273|T-0361|T-0362,when can be valid|can get|stackalloc span,pending_transcript
IU-0276,image-e060651000660d95f152b31ded0e01f4360688a8,6191680651fc.png,6191680651fc,R10,14823.909360223011,20449.138588363843,909.0,450.0,1.0,,T-0273|T-0361|T-0334,when can be valid|can get|!!! when send all events,pending_transcript
IU-0277,image-425801e78c7dcb5212fa1c42cc4a91e6e390e470,9759d19fc2e3.png,9759d19fc2e3,R10,14761.000380286932,20902.47188470617,853.0,370.0,1.0,,T-0361|T-0334|T-0362,can get|!!! when send all events|stackalloc span,pending_transcript
IU-0278,image-703dd0cced0b0c49bd5e38fae80fd824688d91d6,82337f7f5ab6.png,82337f7f5ab6,R10,14746.000269313921,21286.06279379707,963.0,381.0,1.0,,T-0334|T-0335|T-0336,!!! when send all events|after some disconnect may|need to send them in one,pending_transcript
IU-0279,image-0425118c7bdcdc7b2d3f25687580c75767da3f70,4bc3472e944c.png,4bc3472e944c,R10,14781.970040265625,21918.638588363836,845.0,311.0,1.0,,T-0337|T-0336|T-0338,round istead of many events|need to send them in one|to reduce everything,pending_transcript
IU-0280,image-49b2bafe6a14000c8841192285c8d8cfef87a2be,95d24098f7b5.png,95d24098f7b5,R10,14797.74265656534,22221.956770182016,908.0,388.0,1.0,,T-0338|T-0337|T-0336,to reduce everything|round istead of many events|need to send them in one,pending_transcript
IU-0281,image-7e010f6d5728b94cebeba5176195eee0c3b3d45c,9b4d92fe2499.png,9b4d92fe2499,R10,14804.394245698864,22623.95677018201,885.0,464.0,1.0,,T-0338|T-0337|T-0336,to reduce everything|round istead of many events|need to send them in one,pending_transcript
IU-0282,image-3e21b9b8990b942fb1c511ffe949867dc6a13ad2,7ee24b3dbd38.png,7ee24b3dbd38,R10,14807.16697297159,23096.047679272917,894.0,298.0,1.0,,T-0344|T-0345|T-0346,"many little writes/|operations, especially when|you dont win any allocations",pending_transcript
IU-0283,image-8cb20c09637ac05df463d9e8047346668995537e,09bd2caa53d2.png,09bd2caa53d2,R10,14820.924585720171,23529.274907610983,1002.0,353.0,1.0,,T-0344|T-0345|T-0346,"many little writes/|operations, especially when|you dont win any allocations",pending_transcript
IU-0284,image-9463740bd12d2f9d40ef74f671733d1702950f00,44d3dbfde56c.png,44d3dbfde56c,R10,14864.733375720105,23880.618779681296,824.0,482.0,1.0,,T-0353|T-0352|T-0351,bandwidth with it maybe)|(but we actually may save some|buisness rules,pending_transcript
IU-0285,image-cc201802bec44b5ac43b0b1bc770644262c8a1cd,a45375b20b69.png,a45375b20b69,R10,14850.424463649859,24382.4415946227,959.0,236.0,1.0,,T-0332|T-0359|T-0360,!!!!|flush every something|kb,pending_transcript
IU-0286,image-a34fb00b40a6505df7fa1709547b2a155cad66e2,4de560f01290.png,4de560f01290,R10,14864.757959743609,24749.60828163442,1013.0,379.0,1.0,,T-0332|T-0360|T-0359,!!!!|kb|flush every something,pending_transcript
IU-0287,image-a34fb00b40a6505df7fa1709547b2a155cad66e2,4de560f01290.png,4de560f01290,R10,16732.338251359542,29889.22019765213,1013.0,379.0,1.0,IU-0286,T-0333|T-0385|T-0384,!!!!|!!!!|can getstring from sequence,pending_transcript
IU-0288,image-0a625f90841efb580be90801a9aef2c03153bb0c,92327a14ab98.png,92327a14ab98,R10,16596.89019732163,22961.580336776922,713.0,482.0,1.0,,T-0260|T-0259|T-0339,streamwriter|why pipewriter over|!!!!,pending_transcript
IU-0289,image-93ae79581e9cd91192ea3040d6e0aa82def970fc,4da310acb4ff.png,4da310acb4ff,R10,16589.84101654906,23486.19942314845,849.0,383.0,1.0,,T-0339|T-0344|T-0345,"!!!!|many little writes/|operations, especially when",pending_transcript
IU-0290,image-714cb20a72606b4402d4afc5d48188d816c2ab9a,a4fee9c14204.png,a4fee9c14204,R10,16591.41518104559,23910.551297605918,914.0,438.0,1.0,,T-0339|T-0353|T-0352,!!!!|bandwidth with it maybe)|(but we actually may save some,pending_transcript
IU-0291,image-7c22f76965894234c190b183b93e6d98355756ee,3911ed177964.png,3911ed177964,R10,16634.35727152953,24360.913585339204,738.0,482.0,1.0,,T-0358|T-0359|T-0360,!!!!|flush every something|kb,pending_transcript
IU-0292,image-b17e47c99abef53b62be294fdd423de49e04238a,45705c955cc9.png,45705c955cc9,R10,16661.2754962336,24856.143872679157,909.0,360.0,1.0,,T-0358|T-0360|T-0359,!!!!|kb|flush every something,pending_transcript
IU-0293,image-6a3caf3c027d7a3ba360891da9f2e68e787e68b4,6e2fca47c18a.png,6e2fca47c18a,R10,16662.467785698216,25381.654340208457,882.0,482.0,1.0,,T-0358|T-0340|T-0341,!!!!|can use arraypool but okay|with writer we can,pending_transcript
IU-0294,image-bc0610615b37c2a84d9c4cbf888f93e01a735579,16bcf934fbbb.png,16bcf934fbbb,R10,16667.275394508342,25952.81053934583,937.0,480.0,1.0,,T-0342|T-0341|T-0340,avoid that and write directly|with writer we can|can use arraypool but okay,pending_transcript
IU-0295,image-ef661748b4a2c80b0d7f66bffaedcca8c6da7946,0c388e0d873c.png,0c388e0d873c,R10,16702.27539381042,26620.497476812627,867.0,331.0,1.0,,T-0343|T-0342|T-0341,!!!|avoid that and write directly|with writer we can,pending_transcript
IU-0296,image-d3a419b9983d5c1dc67ce9b636f0912389a1fcba,6aaed116e8b0.png,6aaed116e8b0,R10,16707.18947550384,26964.204433425784,928.0,436.0,1.0,,T-0343|T-0385|T-0342,!!!|!!!!|avoid that and write directly,pending_transcript
IU-0297,image-cfe8ac5ef887768e07b1295eb82c5d839e512a00,d7da5eb2d667.png,d7da5eb2d667,R10,16680.11379191009,27470.946931650207,987.0,431.0,1.0,,T-0343|T-0385|T-0384,!!!|!!!!|can getstring from sequence,pending_transcript
IU-0298,image-579be2433b296e7e4020d6519ac17462c0608d16,20aeaa793b3f.png,20aeaa793b3f,R10,16703.40680772435,28668.32096618501,928.0,482.0,1.0,,T-0333|T-0343|T-0385,!!!!|!!!|!!!!,pending_transcript
IU-0299,image-3174f97017ebde6a17b58f1c2a14052d7bd356db,d35c85039cb6.png,d35c85039cb6,R10,16735.74710877439,28085.2906261637,825.0,482.0,1.0,,T-0343|T-0385|T-0333,!!!|!!!!|!!!!,pending_transcript
IU-0300,image-a061647a895614d160f24f77c3aa55ed820979d8,c51adcd6efef.png,c51adcd6efef,R10,16729.386408209808,29275.113579821355,903.0,476.0,1.0,,T-0333|T-0385|T-0343,!!!!|!!!!|!!!,pending_transcript
IU-0301,image-c0693c3a6e17d8ea6deb53c3eb5af3eab8c8e423,6e0b44ec38e3.png,6e0b44ec38e3,R10,11783.011082467994,22059.62273811113,843.0,409.0,1.0,,T-0355|T-0354|T-0356,readers advanceto|writers advance vs|when you ve advanced and call,pending_transcript
IU-0302,image-a47751481a64a6723718f33883ef652352e0865e,a9102bd44461.png,a9102bd44461,R10,11787.805985562945,22509.930336518577,737.0,413.0,1.0,,T-0356|T-0357|T-0355,when you ve advanced and call|getspan again(without flushing yet)|readers advanceto,pending_transcript
IU-0303,image-b1ea87b8c44fc516adee7f025e6f82da5716c639,e49002979b59.png,e49002979b59,R10,11785.549544006455,22947.648316536597,641.0,315.0,1.0,,T-0356|T-0357|T-0355,when you ve advanced and call|getspan again(without flushing yet)|readers advanceto,pending_transcript
IU-0304,image-573695c34f6590d3c15f520c85d5b0fbea49b5ca,12d943f173f0.png,12d943f173f0,R10,11789.66476429642,23469.93033651857,962.0,433.0,1.0,,T-0357|T-0356|T-0328,getspan again(without flushing yet)|when you ve advanced and call|complete,pending_transcript
IU-0305,image-df4a032e600ba527b07306d81c8324ea5ca28912,043728ec0d10.png,043728ec0d10,R10,11799.908322739928,23887.314951903183,841.0,269.0,1.0,,T-0357|T-0356|T-0329,getspan again(without flushing yet)|when you ve advanced and call|cancelpendingflush,pending_transcript
IU-0306,image-2b2ed3125bf4da0885d197f5ee2eadd4dd65f5a1,b63cfa37d05f.png,b63cfa37d05f,R10,11808.41124316966,24145.148363486718,881.0,463.0,1.0,,T-0357|T-0356|T-0329,getspan again(without flushing yet)|when you ve advanced and call|cancelpendingflush,pending_transcript
IU-0307,image-cbc138a7c7412943f195a93dc0923d1a42326270,f89d193590d5.png,f89d193590d5,R10,11791.84309907026,24612.840624228895,810.0,463.0,1.0,,T-0330|T-0329|T-0321,example|cancelpendingflush|here may need to use pooled array,pending_transcript
