source_id,coverage_status,current_region_decision,decision_is_final,must_recheck_before_region_close,is_processed,is_duplicate_use_record,pending_like,bad_placeholder_signal_found
S-494,processed-in-r20-v003-selector-tail,R20,yes-for-r20-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-495,processed-in-r19-v002-testing-msw,R19,yes-for-r19-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-496,processed-in-r17-v003-tail,R17,yes-for-r17-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-497,processed-in-r19-v002-testing-msw,R19,yes-for-r19-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-498,processed-in-r17-v003-tail,R17,yes-for-r17-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-499,processed-in-r17-v003-tail,R17,yes-for-r17-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-500,processed-in-r19-v002-testing-msw,R19,yes-for-r19-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-501,processed-in-r17-v003-tail,R17,yes-for-r17-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-502,processed-in-r19-v002-testing-msw,R19,yes-for-r19-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-503,processed-in-r24-v001-cheat-sheet-summary,R24,yes-for-r24-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-504,processed-in-r24-v001-cheat-sheet-summary,R24,yes-for-r24-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-505,processed-in-r24-v001-cheat-sheet-summary,R24,yes-for-r24-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-506,processed-in-r24-v001-cheat-sheet-summary,R24,yes-for-r24-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-507,processed-in-r16-v002-reset-flow,R16,yes-for-r16-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-508,processed-in-r20-v003-selector-tail,R20,yes-for-r20-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-509,processed-in-r24-v001-cheat-sheet-summary,R24,yes-for-r24-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-510,processed-in-r24-v001-cheat-sheet-summary,R24,yes-for-r24-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-511,processed-in-r24-v001-cheat-sheet-summary,R24,yes-for-r24-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-512,processed-in-r19-v002-testing-msw,R19,yes-for-r19-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-513,processed-in-r19-v002-testing-msw,R19,yes-for-r19-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-514,processed-in-r24-v001-cheat-sheet-summary,R24,yes-for-r24-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-515,processed-in-r24-v001-cheat-sheet-summary,R24,yes-for-r24-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-516,processed-in-r19-v002-testing-msw,R19,yes-for-r19-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-517,processed-in-r24-v001-cheat-sheet-summary,R24,yes-for-r24-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-518,processed-in-r24-v001-cheat-sheet-summary,R24,yes-for-r24-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-519,processed-in-r24-v001-cheat-sheet-summary,R24,yes-for-r24-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-520,processed-in-r24-v001-cheat-sheet-summary,R24,yes-for-r24-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-521,processed-in-r24-v001-cheat-sheet-summary,R24,yes-for-r24-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-522,processed-in-r24-v001-cheat-sheet-summary,R24,yes-for-r24-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-523,processed-in-r24-v001-cheat-sheet-summary,R24,yes-for-r24-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-524,processed-in-r19-v002-testing-msw,R19,yes-for-r19-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-525,processed-in-r24-v001-cheat-sheet-summary,R24,yes-for-r24-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-526,processed-in-r24-v001-cheat-sheet-summary,R24,yes-for-r24-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-527,processed-in-r24-v001-cheat-sheet-summary,R24,yes-for-r24-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-528,processed-in-r16-v002-reset-flow,R16,yes-for-r16-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-529,processed-in-r24-v001-cheat-sheet-summary,R24,yes-for-r24-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-530,processed-in-r24-v001-cheat-sheet-summary,R24,yes-for-r24-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-531,processed-in-r20-v003-selector-tail,R20,yes-for-r20-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-532,processed-in-r24-v001-cheat-sheet-summary,R24,yes-for-r24-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-533,processed-in-r16-v002-reset-flow,R16,yes-for-r16-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-534,processed-in-r24-v001-cheat-sheet-summary,R24,yes-for-r24-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-535,processed-in-r19-v002-testing-msw,R19,yes-for-r19-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-536,processed-in-r24-v001-cheat-sheet-summary,R24,yes-for-r24-stage6d,no-for-stage6d-transcript,yes,no,no,no
S-537,processed-in-r24-v001-cheat-sheet-summary,R24,yes-for-r24-stage6d,no-for-stage6d-transcript,yes,no,no,no
