use_id,generation,image_id,fileId,x,y,width,height,asset_path,final_region,transcript_file,coverage_status,duplicate_of_use_id,semantic_role
NU-089,recovered-complete-svg-set,NIMG-061,53559e9dd425e45993b21e2dd9255f356c623506,8532.483119328295,17719.860022335975,928.0,456.0,assets/source-images-added-v002/NIMG-061__53559e9dd4.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Trigger example that raises a custom error as a database last line of defense.
NU-090,recovered-complete-svg-set,NIMG-040,3bcfb73a80c282184074225a5e1962224e053e0a,8552.062417075227,18179.518806748187,911.0,383.0,assets/source-images-added-v002/NIMG-040__3bcfb73a80.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,SQL TRY/CATCH can rethrow or translate an execution error to a custom number.
NU-091,recovered-complete-svg-set,NIMG-091,7f38906d9589ffcf4291e7471930a2ac4c271208,8543.22904305179,18589.85205870131,990.0,197.0,assets/source-images-added-v002/NIMG-091__7f38906d95.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,User-defined functions are not the normal place for side-effecting custom error logic.
NU-092,recovered-complete-svg-set,NIMG-059,51d9638065fc062a1df7433d888507bd9deba5a1,8523.395791098665,18809.685371689593,1003.0,264.0,assets/source-images-added-v002/NIMG-059__51d9638065.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,"Practical placement rule for custom database errors: stored procedure, trigger, batch, or TRY/CATCH."
NU-093,recovered-complete-svg-set,NIMG-161,cbb001351576474d3576dd3a7202bfd7f9d674ec,1592.31259222703,18431.894316160848,694.0,482.0,assets/source-images-added-v002/NIMG-161__cbb0013515.png,FR03,transcripts/fr03-model-owned-complex-relationships-v002.md,verified-semantic-transcript-final-v002,,"Complete EF model used by the invariant and error-handling examples: User, Order, status, dates, total, and rowversion."
NU-094,recovered-complete-svg-set,NIMG-160,cb77662926e4ecaa7766c8dbc3787857f6c934f1,1583.144850342138,18952.948717462896,833.0,437.0,assets/source-images-added-v002/NIMG-160__cb77662926.png,FR03,transcripts/fr03-model-owned-complex-relationships-v002.md,verified-semantic-transcript-final-v002,,"Model configuration for unique email, required columns, rowversion, and row-level check constraints."
NU-095,recovered-complete-svg-set,NIMG-089,7a37587b90b3c6eb3d65f1344377b25e0594850e,1557.4037814181684,19398.628057836533,956.0,462.0,assets/source-images-added-v002/NIMG-089__7a37587b90.png,FR03,transcripts/fr03-model-owned-complex-relationships-v002.md,verified-semantic-transcript-final-v002,,Additional model configuration for composite uniqueness and date/amount checks.
NU-096,recovered-complete-svg-set,NIMG-113,945bd04fece2e2e8acd9b64d822707042ce63f89,2761.6316746224984,18360.67658082588,966.0,479.0,assets/source-images-added-v002/NIMG-113__945bd04fec.png,FR06,transcripts/fr06-concurrency-provider-errors-v002.md,verified-semantic-transcript-final-v002,,Transaction boundary that performs an application check while database constraints remain the final guard.
NU-097,recovered-complete-svg-set,NIMG-009,10c96e91fe9dd9091c091a006f3f700d36f24414,2792.9600642447367,18856.799937287768,898.0,355.0,assets/source-images-added-v002/NIMG-009__10c96e91fe.png,FR06,transcripts/fr06-concurrency-provider-errors-v002.md,verified-semantic-transcript-final-v002,,Create order and commit inside the explicit transaction.
NU-098,recovered-complete-svg-set,NIMG-110,93a32d214ffe28362406b2eb794b3e2a93124593,2754.0879149799475,19200.23753371326,933.0,149.0,assets/source-images-added-v002/NIMG-110__93a32d214f.png,FR06,transcripts/fr06-concurrency-provider-errors-v002.md,verified-semantic-transcript-final-v002,,Rollback and return a concurrency result when DbUpdateConcurrencyException occurs.
NU-099,recovered-complete-svg-set,NIMG-176,e677551dda02b8b38cbed5066994590db087b23f,2776.1169657820938,19336.262649423858,921.0,454.0,assets/source-images-added-v002/NIMG-176__e677551dda.png,FR06,transcripts/fr06-concurrency-provider-errors-v002.md,verified-semantic-transcript-final-v002,,Rollback and map provider errors 2627/2601/547/515 to domain results.
NU-100,recovered-complete-svg-set,NIMG-033,33f12760fa4cf7c397b05c0bdd1e6bb09c7c7690,4104.19082388169,18375.051784404124,733.0,482.0,assets/source-images-added-v002/NIMG-033__33f12760fa.png,FR06,transcripts/fr06-concurrency-provider-errors-v002.md,verified-semantic-transcript-final-v002,,Savepoint-based handling when later work in one transaction may fail.
NU-101,recovered-complete-svg-set,NIMG-104,8ace8a759baf6fd1e48d527855ae3989a7f41214,4109.9175083309565,18855.5686407076,895.0,467.0,assets/source-images-added-v002/NIMG-104__8ace8a759b.png,FR06,transcripts/fr06-concurrency-provider-errors-v002.md,verified-semantic-transcript-final-v002,,"Rollback to a savepoint for recoverable unique violations, then decide whether to continue or commit earlier work."
NU-102,recovered-complete-svg-set,NIMG-013,1a115239dde9096ccfce7f4eb21847636e7bed46,4124.376101335336,19596.544852488623,914.0,428.0,assets/source-images-added-v002/NIMG-013__1a115239dd.png,FR06,transcripts/fr06-concurrency-provider-errors-v002.md,covered-as-duplicate-placement,NU-071,Constraint-name based error mapping helper reused by transaction handling.
NU-103,recovered-complete-svg-set,NIMG-143,b912609b7be7294297e108a7a55b5484ff34b7ed,4107.375948747445,20035.544852488623,958.0,480.0,assets/source-images-added-v002/NIMG-143__b912609b7b.png,FR06,transcripts/fr06-concurrency-provider-errors-v002.md,covered-as-duplicate-placement,NU-072,Continuation of the named-constraint mapping example.
NU-104,recovered-complete-svg-set,NIMG-067,6035a2e8864a48a25d4bc8dbb6940de835b52e64,19795.140975454524,13548.737594925225,925.0,411.0,assets/source-images-added-v002/NIMG-067__6035a2e886.png,FR06,transcripts/fr06-concurrency-provider-errors-v002.md,verified-semantic-transcript-final-v002,,"Non-retriable-by-default classes: constraints, bad SQL, invalid objects, permissions and business-rule failures."
NU-105,recovered-complete-svg-set,NIMG-173,de2836a30436dda18f8ee8f82585faddebd17a3f,19780.70686136107,14041.73001419347,933.0,284.0,assets/source-images-added-v002/NIMG-173__de2836a304.png,FR06,transcripts/fr06-concurrency-provider-errors-v002.md,verified-semantic-transcript-final-v002,,"Common SQL Server numbers: 2601, 2627, 547, 515 and related application handling."
NU-106,recovered-complete-svg-set,NIMG-097,8597afc46c8e8e95b01caa1eb792b2d756460ed7,23018.018482201784,12343.076641935795,1481.0,333.0,assets/source-images-added-v002/NIMG-097__8597afc46c.png,FR06,transcripts/fr06-concurrency-provider-errors-v002.md,verified-semantic-transcript-final-v002,,"SQL Server error-code table with meaning, typical cause and retry/mapping guidance."
NU-107,recovered-complete-svg-set,NIMG-003,03920fabdb08397de6a394f0cd2809fa20671b66,23014.518177026002,12685.910000700444,1488.0,404.0,assets/source-images-added-v002/NIMG-003__03920fabdb.png,FR06,transcripts/fr06-concurrency-provider-errors-v002.md,verified-semantic-transcript-final-v002,,"Summary of common integrity, deadlock, lock-timeout, snapshot-conflict and command-timeout cases."
NU-108,recovered-complete-svg-set,NIMG-069,60d7aa74dca283419076b9ec9352761bc78e8d19,23262.97186657315,14650.86842420562,743.0,354.0,assets/source-images-added-v002/NIMG-069__60d7aa74dc.png,FR06,transcripts/fr06-concurrency-provider-errors-v002.md,verified-semantic-transcript-final-v002,,"Cheat sheet: investigate first, map integrity failures, retry safe transient failures, and replay idempotent units."
NU-109,recovered-complete-svg-set,NIMG-136,af034c161dd8d6c16b390446a26c7f4bc56c5bae,23260.004701743124,15187.574291299765,905.0,320.0,assets/source-images-added-v002/NIMG-136__af034c161d.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,SQL Server 1205 deadlock victim is a strong candidate for whole-operation retry.
NU-110,recovered-complete-svg-set,NIMG-017,20c0221ff8dc014a8b5b2dffde47231d888efe97,23259.64522461894,15720.487218067154,887.0,342.0,assets/source-images-added-v002/NIMG-017__20c0221ff8.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,SQL Server 1222 lock timeout is situational; diagnose blocking before enabling retries.
NU-111,recovered-complete-svg-set,NIMG-186,f877a208bd923c1e494438e22eb1979df79a434e,23344.19531476469,18779.14315630914,951.0,354.0,assets/source-images-added-v002/NIMG-186__f877a208bd.png,FR06,transcripts/fr06-concurrency-provider-errors-v002.md,verified-semantic-transcript-final-v002,,"2601 and 2627 are invariant failures, not transient errors; map them to business results."
NU-112,recovered-complete-svg-set,NIMG-002,025e723719a329e82ae3553ff4d39468efee0e61,23404.60031501848,19554.712496757536,913.0,318.0,assets/source-images-added-v002/NIMG-002__025e723719.png,FR06,transcripts/fr06-concurrency-provider-errors-v002.md,verified-semantic-transcript-final-v002,,"547 foreign-key/check violation is normally mapped, not retried."
NU-113,recovered-complete-svg-set,NIMG-048,45ee8f8d5e57f3cf7cdab07b152ebac793ee9e81,23259.155531489836,17056.656476656623,955.0,283.0,assets/source-images-added-v002/NIMG-048__45ee8f8d5e.png,FR06,transcripts/fr06-concurrency-provider-errors-v002.md,verified-semantic-transcript-final-v002,,"515 required-value violation is an input/schema mapping failure, not a retry candidate."
NU-114,recovered-complete-svg-set,NIMG-039,38d5ec11ba2ce22380b2e4450ba5624fd6869e0a,23243.655582352465,16539.823224703498,930.0,322.0,assets/source-images-added-v002/NIMG-039__38d5ec11ba.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,3960 snapshot write conflict requires retrying the whole transaction from fresh state.
NU-115,recovered-complete-svg-set,NIMG-068,606a85e578bbce9d90620876d7e47f8682b3df6d,24953.909271557746,16843.27659999577,838.0,392.0,assets/source-images-added-v002/NIMG-068__606a85e578.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,Meaning of SQL Server 3960 under snapshot isolation.
NU-116,recovered-complete-svg-set,NIMG-169,d7dbb7cb8e67a6f46505b2e717122108baf9905c,24944.66863415695,17272.71309824416,815.0,389.0,assets/source-images-added-v002/NIMG-169__d7dbb7cb8e.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,Snapshot transaction A reads an old committed row version.
NU-117,recovered-complete-svg-set,NIMG-031,320b1057d4b8a048177c1b50e6fc2593f265c636,24955.501831856607,17685.731639368292,820.0,280.0,assets/source-images-added-v002/NIMG-031__320b1057d4.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,Concurrent transaction B changes and commits the row.
NU-118,recovered-complete-svg-set,NIMG-045,41e4f03b108ad489351c0bc7ec52e6f1a02c883f,24946.520440797576,18020.231639368292,835.0,331.0,assets/source-images-added-v002/NIMG-045__41e4f03b10.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,Transaction A attempts to update from its stale snapshot and receives 3960.
NU-119,recovered-complete-svg-set,NIMG-156,c962910bd2691d0e2536cc07b80d5e360183a8b2,24933.853638497232,18400.509417146073,807.0,166.0,assets/source-images-added-v002/NIMG-156__c962910bd2.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,Snapshot reduces reader/writer blocking but still detects write-write conflicts.
NU-120,recovered-complete-svg-set,NIMG-001,022cfbdb75ab24dde4bc403f1cbda6989a9d665b,24931.520440797576,18621.43538828323,785.0,376.0,assets/source-images-added-v002/NIMG-001__022cfbdb75.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,Retrying inside the same snapshot transaction usually sees the same stale version and does not help.
NU-121,recovered-complete-svg-set,NIMG-037,3560ed7645d2c58b2aedcaa2b257769c499f8e85,24946.705580771537,19062.32427717212,645.0,152.0,assets/source-images-added-v002/NIMG-037__3560ed7645.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,"3960 belongs to whole-transaction retry, not same-transaction retry."
NU-122,recovered-complete-svg-set,NIMG-123,a665a9bb35415e718a54313a742584a28bf8c9fe,23231.4200990007,13263.317895871665,759.0,404.0,assets/source-images-added-v002/NIMG-123__a665a9bb35.png,FR06,transcripts/fr06-concurrency-provider-errors-v002.md,verified-semantic-transcript-final-v002,,Compact application strategy: map data errors to results; replay whole transaction for transient concurrency errors.
NU-123,recovered-complete-svg-set,NIMG-163,cfe9addf3daa7faa9b75fdf8fc42e8232b1b7d59,23251.452469922966,13664.447522165787,817.0,258.0,assets/source-images-added-v002/NIMG-163__cfe9addf3d.png,FR06,transcripts/fr06-concurrency-provider-errors-v002.md,verified-semantic-transcript-final-v002,,Environment-dependent handling for lock timeout 1222 and command timeout -2.
NU-124,recovered-complete-svg-set,NIMG-042,3e113f6aa71055f8bde387e1a8b992087e2f5780,23241.67159369809,14056.87807465654,789.0,410.0,assets/source-images-added-v002/NIMG-042__3e113f6aa7.png,FR06,transcripts/fr06-concurrency-provider-errors-v002.md,verified-semantic-transcript-final-v002,,Shared constants/helper for recognizing SQL Server numbers in application code.
NU-125,recovered-complete-svg-set,NIMG-145,bb2c695afedd4834ff452303fca07edc2b93a746,22229.550861799376,19138.816834959856,643.0,482.0,assets/source-images-added-v002/NIMG-145__bb2c695afe.png,FR06,transcripts/fr06-concurrency-provider-errors-v002.md,verified-semantic-transcript-final-v002,,Application pattern that catches 2601/2627 and maps a unique constraint by name.
NU-126,recovered-complete-svg-set,NIMG-065,559a760156e9cadfe0c63ae02efb025d55299569,22266.520222379266,20187.663537898858,683.0,482.0,assets/source-images-added-v002/NIMG-065__559a760156.png,FR06,transcripts/fr06-concurrency-provider-errors-v002.md,verified-semantic-transcript-final-v002,,Combined 547 handling that distinguishes check constraints and foreign keys by constraint name.
NU-127,recovered-complete-svg-set,NIMG-085,7050caa680610135a2d9e49c7a7f0e538c37a5aa,22026.11218859426,16983.23522391005,825.0,482.0,assets/source-images-added-v002/NIMG-085__7050caa680.png,FR06,transcripts/fr06-concurrency-provider-errors-v002.md,verified-semantic-transcript-final-v002,,Application pattern for SQL Server 515 required-value failure.
NU-128,recovered-complete-svg-set,NIMG-087,74db9077c8f26c78639cc282b8303d54ceb120d5,24690.39661547875,15249.519427377478,808.0,482.0,assets/source-images-added-v002/NIMG-087__74db9077c8.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,1205 deadlock example and EF execution-strategy retry shape.
NU-129,recovered-complete-svg-set,NIMG-025,2d650d5b91bb7f071a0673b8dd54a1953a4e7afd,24703.596618084215,15777.37707569025,686.0,482.0,assets/source-images-added-v002/NIMG-025__2d650d5b91.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,Manual explicit transaction wrapped in an execution strategy so the complete transaction is replayed.
NU-130,recovered-complete-svg-set,NIMG-011,17a062fdb036793f1999a0a0f8117e0a013a59a7,21997.598835957142,15685.463937584494,882.0,381.0,assets/source-images-added-v002/NIMG-011__17a062fdb0.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,1222 handling variant that surfaces lock timeout without adding it to EF retries.
NU-131,recovered-complete-svg-set,NIMG-153,c4a67f1e0ae51f8adfe8fcd59655e8ecef2cbaef,21993.44223408022,16092.777074292148,819.0,349.0,assets/source-images-added-v002/NIMG-153__c4a67f1e0a.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,Optional provider configuration that adds 1222 to EnableRetryOnFailure.
NU-132,recovered-complete-svg-set,NIMG-142,b855296309f514c0ab4770b7883176a8bec266c4,24789.278353550493,14512.569233055141,831.0,384.0,assets/source-images-added-v002/NIMG-142__b855296309.png,FR06,transcripts/fr06-concurrency-provider-errors-v002.md,verified-semantic-transcript-final-v002,,"Command timeout -2: do not blindly retry without understanding query cost, blocking and idempotency."
NU-133,recovered-complete-svg-set,NIMG-038,36e55b6d7d0e3cf130dc8bc7d1c341769d3bdc81,26165.588268196898,15253.124049877193,1122.0,297.0,assets/source-images-added-v002/NIMG-038__36e55b6d7d.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,Deadlock scenario where two transactions lock resources in opposite order.
NU-134,recovered-complete-svg-set,NIMG-133,ac9498e41bf25c7169abed02e038ac9a98f1dfdc,26181.54895600866,15568.48268362407,1120.0,411.0,assets/source-images-added-v002/NIMG-133__ac9498e41b.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,Minimal SQL deadlock setup with two transactions.
NU-135,recovered-complete-svg-set,NIMG-159,cb30db85b7af997359d9b8176f2e93435d68ed14,26191.93147601255,16013.867424036745,1189.0,245.0,assets/source-images-added-v002/NIMG-159__cb30db85b7.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,Deadlock completion: SQL Server chooses a victim rather than waiting forever.
NU-136,recovered-complete-svg-set,NIMG-078,6cad9c9963618616f15373c1204fc36a8c888d78,23301.578214978646,17959.95374377557,1026.0,482.0,assets/source-images-added-v002/NIMG-078__6cad9c9963.png,FR06,transcripts/fr06-concurrency-provider-errors-v002.md,verified-semantic-transcript-final-v002,,Quick mapping from EF model configuration to common SQL Server error numbers.
NU-137,recovered-complete-svg-set,NIMG-171,d9906bbae7b0f1462e73d1666ac1d936ee41e513,20460.540630595322,19275.24044563894,1065.0,279.0,assets/source-images-added-v002/NIMG-171__d9906bbae7.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,SQL Server 2601 means a duplicate value in a unique index.
NU-138,recovered-complete-svg-set,NIMG-036,34dfadf165997bbf26a9f2cb309a16b64f3c9518,20463.411046176923,19562.298596641856,1160.0,347.0,assets/source-images-added-v002/NIMG-036__34dfadf165.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,HasIndex(...).IsUnique() is the EF mapping that commonly produces 2601.
NU-139,recovered-complete-svg-set,NIMG-020,251d07068c5e76442e1f9cf29e5d192443377ed3,20482.225838386123,19914.298664458693,912.0,363.0,assets/source-images-added-v002/NIMG-020__251d07068c.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Insert/update duplicate examples for a unique index.
NU-140,recovered-complete-svg-set,NIMG-100,87d19190d751113a5cfbf6a45ea521b8a1bee222,20477.873963928658,20275.187485530747,1057.0,379.0,assets/source-images-added-v002/NIMG-100__87d19190d7.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Updating a row to a duplicate unique-index value can produce 2601.
NU-141,recovered-complete-svg-set,NIMG-152,c04634a9d0502ed3166b85b6762571e65b288cb0,20465.559171719455,20664.780123334564,1132.0,145.0,assets/source-images-added-v002/NIMG-152__c04634a9d0.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Race condition where both requests pass an application pre-check but one loses at the unique index.
NU-142,recovered-complete-svg-set,NIMG-035,34ac93d4ad9e5c16dcc59d524d1ce6944c374665,20450.0036161639,20813.835746706958,1172.0,318.0,assets/source-images-added-v002/NIMG-035__34ac93d4ad.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Composite unique index and duplicate composite-key example.
NU-143,recovered-complete-svg-set,NIMG-032,33404c3ba1fbdebcaef7c87b5c1d5cc11aab7429,19044.307542177667,19246.999604787627,889.0,374.0,assets/source-images-added-v002/NIMG-032__33404c3ba1.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,SQL Server 2627 covers primary-key or unique-constraint violations.
NU-144,recovered-complete-svg-set,NIMG-179,ed03f9568397a9d8a028767d196f56ddd6e598ca,18920.622503928967,19666.343242581584,1106.0,264.0,assets/source-images-added-v002/NIMG-179__ed03f95683.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,HasKey configuration that maps to a relational primary key.
NU-145,recovered-complete-svg-set,NIMG-184,f43c47286387284ddac2dddec326603d9aba3e43,18918.680009416847,19966.41984872656,1107.0,373.0,assets/source-images-added-v002/NIMG-184__f43c472863.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Duplicate primary-key insert example producing 2627.
NU-146,recovered-complete-svg-set,NIMG-147,bc83a30be99163ff78b5ca605dbdfb6245f742c5,18910.942059500554,20347.491364491074,1092.0,308.0,assets/source-images-added-v002/NIMG-147__bc83a30be9.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,HasAlternateKey introduces alternate-key/unique-constraint semantics and can produce 2627.
NU-147,recovered-complete-svg-set,NIMG-079,6d40a5edcf8bfa287a38e8026bc4bc3f97272648,18883.941885114393,20681.943774507818,1146.0,401.0,assets/source-images-added-v002/NIMG-079__6d40a5edcf.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Duplicate alternate-key value example.
NU-148,recovered-complete-svg-set,NIMG-018,223b5e49ebe5219dcc2d8710b51a7f2245dd9d64,18891.965810895643,21091.062793062505,989.0,238.0,assets/source-images-added-v002/NIMG-018__223b5e49eb.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Update to a duplicate alternate-key value can produce 2627.
NU-149,recovered-complete-svg-set,NIMG-102,8a5e9e7b51cba77bd8d87e7024d7961037a8b5bc,18826.77527657645,21347.610470238847,1127.0,163.0,assets/source-images-added-v002/NIMG-102__8a5e9e7b51.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Using a non-primary principal key in a relationship introduces alternate-key semantics.
NU-150,recovered-complete-svg-set,NIMG-166,d35424fae34602c48f4402627443d9a07ddda026,18811.370543736044,21516.80083017188,1154.0,457.0,assets/source-images-added-v002/NIMG-166__d35424fae3.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,HasPrincipalKey/HasForeignKey example and duplicate alternate-key value.
NU-151,recovered-complete-svg-set,NIMG-114,968ab84dc7c55087beb881a81c0b1fba3108af28,22196.608545968185,20818.94333854242,830.0,223.0,assets/source-images-added-v002/NIMG-114__968ab84dc7.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,SQL Server 547 is shared by foreign-key and check-constraint violations.
NU-152,recovered-complete-svg-set,NIMG-127,a93827718d8c339b86b77bb21090103e803eb297,22163.061008300774,21230.84849862891,867.0,395.0,assets/source-images-added-v002/NIMG-127__a93827718d.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,EF HasForeignKey mapping associated with a 547 foreign-key violation.
NU-153,recovered-complete-svg-set,NIMG-077,6c647b1fecb294b96b64b9a8669267c2885e6943,22106.227695312493,21724.681811617193,1098.0,330.0,assets/source-images-added-v002/NIMG-077__6c647b1fec.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Insert child with a missing parent produces 547.
NU-154,recovered-complete-svg-set,NIMG-175,df145a8eecc0255ad9686eff48f913fae884de7d,22076.22775634765,22094.348437593755,1102.0,244.0,assets/source-images-added-v002/NIMG-175__df145a8eec.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Update a foreign key to a missing parent produces 547.
NU-155,recovered-complete-svg-set,NIMG-024,2add72c59a966fa9e89f33145230d360b0d0ad94,22058.727634277337,22348.015124605474,1113.0,406.0,assets/source-images-added-v002/NIMG-024__2add72c59a.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Delete or alter a parent while dependents still reference it can produce 547.
NU-156,recovered-complete-svg-set,NIMG-150,bed65369c86708f4758053f98037e1ac6666c813,22065.138713837685,23017.85893564063,879.0,482.0,assets/source-images-added-v002/NIMG-150__bed65369c8.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,EF HasCheckConstraint mapping associated with a 547 check violation.
NU-157,recovered-complete-svg-set,NIMG-119,9ffa92ffde484701e9825e6c5b40fb3b6263b5dc,22046.612682407915,23532.525500582036,932.0,482.0,assets/source-images-added-v002/NIMG-119__9ffa92ffde.png,FR05,transcripts/fr05-invariants-constraints-triggers-v002.md,verified-semantic-transcript-final-v002,,Insert or update a row into an invalid check-constraint state produces 547.
NU-158,recovered-complete-svg-set,NIMG-015,1de4ad879908e8746075a11dc61a6f2a1b896f1b,15856.572409665816,17680.365896307783,948.0,240.0,assets/source-images-added-v002/NIMG-015__1de4ad8799.png,FR06,transcripts/fr06-concurrency-provider-errors-v002.md,verified-semantic-transcript-final-v002,,"Connection problems surface as provider exceptions, DbUpdateException wrappers, or RetryLimitExceededException after retries."
NU-159,recovered-complete-svg-set,NIMG-107,8f6983f4472fad7f6afe6b7f5953b70e5ba2af45,15817.170267428712,17990.346291353555,1074.0,268.0,assets/source-images-added-v002/NIMG-107__8f6983f447.png,FR06,transcripts/fr06-concurrency-provider-errors-v002.md,verified-semantic-transcript-final-v002,,Read/query operations usually surface provider exceptions directly rather than DbUpdateException.
NU-160,recovered-complete-svg-set,NIMG-134,ad095d8d4a0fb1bb2610a26197d819811b37f1da,22079.11053466797,14680.389170328777,980.0,249.0,assets/source-images-added-v002/NIMG-134__ad095d8d4a.png,FR06,transcripts/fr06-concurrency-provider-errors-v002.md,verified-semantic-transcript-final-v002,,Distinguishes SqlException.Number == -2 from TimeoutException and cautions against blanket timeout retries.
NU-161,recovered-complete-svg-set,NIMG-064,546baeaca4174a59ed06c3a31a0f9f709115ffd5,604.9993896484375,6039.6207173106395,1170.0,148.0,assets/source-images-added-v002/NIMG-064__546baeaca4.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,FromSql is attached to a DbSet/entity type; SQL results must map to that entity shape.
NU-162,recovered-complete-svg-set,NIMG-074,6940d536876c7d38d1bbe028589d8090a789ab23,606.1691909695255,6233.858841613097,1010.0,430.0,assets/source-images-added-v002/NIMG-074__6940d53687.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,A different physical table can be queried when its returned columns still map to the DbSet entity type.
NU-163,recovered-complete-svg-set,NIMG-016,1ec1564104782a5d59d0c61bcf24336509ff14a7,614.4517124720987,6703.573083730846,1073.0,382.0,assets/source-images-added-v002/NIMG-016__1ec1564104.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,Archived-customer-table example that works because the projected columns match Customer.
NU-164,recovered-complete-svg-set,NIMG-076,6bb10afe9da659f17ef545aeae4134b8e6b07605,606.689923967635,7111.549288739212,1119.0,347.0,assets/source-images-added-v002/NIMG-076__6bb10afe9d.png,FR04,transcripts/fr04-transactions-retries-rawsql-v002.md,verified-semantic-transcript-final-v002,,Counterexample: querying Orders through DbSet<Customer> fails when the result shape does not map to Customer.
NU-165,recovered-complete-svg-set,NIMG-101,89149babeeedce4733a7828fc843d71da41cf8e2,17162.02307043212,3382.5525541312545,880.0,482.0,assets/source-images-added-v002/NIMG-101__89149babee.png,FR01,transcripts/fr01-tracking-query-materialization-v002.md,verified-semantic-transcript-final-v002,,Nullable-warning context for DbSet properties and the expression-bodied Set<TEntity>() pattern.
NU-166,recovered-complete-svg-set,NIMG-125,a7ece48d9ca9afb721ed4fcf99aa08103ecf4c36,17154.077997650893,3721.8357252854566,924.0,472.0,assets/source-images-added-v002/NIMG-125__a7ece48d9c.png,FR01,transcripts/fr01-tracking-query-materialization-v002.md,verified-semantic-transcript-final-v002,,Explains that an expression-bodied DbSet property delegates to DbContext.Set<TEntity>() and stores no field.
