new_use_id,new_image_id,fileId,x,y,x_center,y_center,width,height,asset_path,nearest_label_ids,nearest_labels_for_search_only,repair_batch,status
NU-093,NIMG-161,cbb001351576474d3576dd3a7202bfd7f9d674ec,1592.31259222703,18431.894316160848,1939.31259222703,18672.894316160848,694.0,482.0,assets/source-images-added-v002/NIMG-161__cbb0013515.png,L2-088 | L2-085 | L2-089 | L2-086 | L2-087,L2-088: transaction rules + db | level defense impl examples | L2-085: transaction + just returning | error result on some db level | error codes | L2-089: examples of handling db level shit | L2-086: transaction + handling db level | error codes with savepoints | L2-087: can know which constraint has failed,RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-094,NIMG-160,cb77662926e4ecaa7766c8dbc3787857f6c934f1,1583.144850342138,18952.948717462896,1999.644850342138,19171.448717462896,833.0,437.0,assets/source-images-added-v002/NIMG-160__cb77662926.png,L2-088 | L2-085 | L2-089 | L2-087 | L2-086,L2-088: transaction rules + db | level defense impl examples | L2-085: transaction + just returning | error result on some db level | error codes | L2-089: examples of handling db level shit | L2-087: can know which constraint has failed | L2-086: transaction + handling db level | error codes with savepoints,RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-095,NIMG-089,7a37587b90b3c6eb3d65f1344377b25e0594850e,1557.4037814181684,19398.628057836533,2035.4037814181684,19629.628057836533,956.0,462.0,assets/source-images-added-v002/NIMG-089__7a37587b90.png,L2-088 | L2-085 | L2-087 | L2-089 | L2-086,L2-088: transaction rules + db | level defense impl examples | L2-085: transaction + just returning | error result on some db level | error codes | L2-087: can know which constraint has failed | L2-089: examples of handling db level shit | L2-086: transaction + handling db level | error codes with savepoints,RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-096,NIMG-113,945bd04fece2e2e8acd9b64d822707042ce63f89,2761.6316746224984,18360.67658082588,3244.6316746224984,18600.17658082588,966.0,479.0,assets/source-images-added-v002/NIMG-113__945bd04fec.png,L2-085 | L2-086 | L2-087 | L2-089 | L2-088,L2-085: transaction + just returning | error result on some db level | error codes | L2-086: transaction + handling db level | error codes with savepoints | L2-087: can know which constraint has failed | L2-089: examples of handling db level shit | L2-088: transaction rules + db | level defense impl examples,RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-097,NIMG-009,10c96e91fe9dd9091c091a006f3f700d36f24414,2792.9600642447367,18856.799937287768,3241.9600642447367,19034.299937287768,898.0,355.0,assets/source-images-added-v002/NIMG-009__10c96e91fe.png,L2-087 | L2-085 | L2-086 | L2-089 | L2-088,L2-087: can know which constraint has failed | L2-085: transaction + just returning | error result on some db level | error codes | L2-086: transaction + handling db level | error codes with savepoints | L2-089: examples of handling db level shit | L2-088: transaction rules + db | level defense impl examples,RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-098,NIMG-110,93a32d214ffe28362406b2eb794b3e2a93124593,2754.0879149799475,19200.23753371326,3220.5879149799475,19274.73753371326,933.0,149.0,assets/source-images-added-v002/NIMG-110__93a32d214f.png,L2-087 | L2-085 | L2-086 | L2-089 | L2-088,L2-087: can know which constraint has failed | L2-085: transaction + just returning | error result on some db level | error codes | L2-086: transaction + handling db level | error codes with savepoints | L2-089: examples of handling db level shit | L2-088: transaction rules + db | level defense impl examples,RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-099,NIMG-176,e677551dda02b8b38cbed5066994590db087b23f,2776.1169657820938,19336.262649423858,3236.6169657820938,19563.262649423858,921.0,454.0,assets/source-images-added-v002/NIMG-176__e677551dda.png,L2-087 | L2-085 | L2-086 | L2-089 | L2-088,L2-087: can know which constraint has failed | L2-085: transaction + just returning | error result on some db level | error codes | L2-086: transaction + handling db level | error codes with savepoints | L2-089: examples of handling db level shit | L2-088: transaction rules + db | level defense impl examples,RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-100,NIMG-033,33f12760fa4cf7c397b05c0bdd1e6bb09c7c7690,4104.19082388169,18375.051784404124,4470.69082388169,18616.051784404124,733.0,482.0,assets/source-images-added-v002/NIMG-033__33f12760fa.png,L2-086 | L2-087 | L2-085 | L2-083 | L2-089,L2-086: transaction + handling db level | error codes with savepoints | L2-087: can know which constraint has failed | L2-085: transaction + just returning | error result on some db level | error codes | L2-083: !!! | L2-089: examples of handling db level shit,RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-101,NIMG-104,8ace8a759baf6fd1e48d527855ae3989a7f41214,4109.9175083309565,18855.5686407076,4557.4175083309565,19089.0686407076,895.0,467.0,assets/source-images-added-v002/NIMG-104__8ace8a759b.png,L2-087 | L2-086 | L2-085 | L2-089 | L2-083,L2-087: can know which constraint has failed | L2-086: transaction + handling db level | error codes with savepoints | L2-085: transaction + just returning | error result on some db level | error codes | L2-089: examples of handling db level shit | L2-083: !!!,RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-102,NIMG-013,1a115239dde9096ccfce7f4eb21847636e7bed46,4124.376101335336,19596.544852488623,4581.376101335336,19810.544852488623,914.0,428.0,assets/source-images-added-v002/NIMG-013__1a115239dd.png,L2-087 | L2-086 | L2-085 | L2-089 | L2-083,L2-087: can know which constraint has failed | L2-086: transaction + handling db level | error codes with savepoints | L2-085: transaction + just returning | error result on some db level | error codes | L2-089: examples of handling db level shit | L2-083: !!!,RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-103,NIMG-143,b912609b7be7294297e108a7a55b5484ff34b7ed,4107.375948747445,20035.544852488623,4586.375948747445,20275.544852488623,958.0,480.0,assets/source-images-added-v002/NIMG-143__b912609b7b.png,L2-087 | L2-086 | L2-085 | L2-089 | L2-088,L2-087: can know which constraint has failed | L2-086: transaction + handling db level | error codes with savepoints | L2-085: transaction + just returning | error result on some db level | error codes | L2-089: examples of handling db level shit | L2-088: transaction rules + db | level defense impl examples,RB05-lower,pending-verified-transcript-after-source-repair
NU-104,NIMG-067,6035a2e8864a48a25d4bc8dbb6940de835b52e64,19795.140975454524,13548.737594925225,20257.640975454524,13754.237594925225,925.0,411.0,assets/source-images-added-v002/NIMG-067__6035a2e886.png,L2-091 | L2-092 | L2-090 | L2-109 | L2-107,"L2-091: there are a lot of transient error codes and | if you want someting specific- you should i this | L2-092: !!!! | L2-090: about code of sqlserver that are retryable by | default or not | L2-109: different sql server error codes, what can do with each | L2-107: -2 execution timeout",RB03-middle,pending-verified-transcript-after-source-repair
NU-105,NIMG-173,de2836a30436dda18f8ee8f82585faddebd17a3f,19780.70686136107,14041.73001419347,20247.20686136107,14183.73001419347,933.0,284.0,assets/source-images-added-v002/NIMG-173__de2836a304.png,L2-092 | L2-091 | L2-090 | L2-109 | L2-107,"L2-092: !!!! | L2-091: there are a lot of transient error codes and | if you want someting specific- you should i this | L2-090: about code of sqlserver that are retryable by | default or not | L2-109: different sql server error codes, what can do with each | L2-107: -2 execution timeout",RB03-middle,pending-verified-transcript-after-source-repair
NU-106,NIMG-097,8597afc46c8e8e95b01caa1eb792b2d756460ed7,23018.018482201784,12343.076641935795,23758.518482201784,12509.576641935795,1481.0,333.0,assets/source-images-added-v002/NIMG-097__8597afc46c.png,L2-113 | L2-112 | L2-107 | L2-109 | L2-104,"L2-113: summary | L2-112: helper | L2-107: -2 execution timeout | L2-109: different sql server error codes, what can do with each | L2-104: 1205 transaction deadlock",RB03-middle,pending-verified-transcript-after-source-repair
NU-107,NIMG-003,03920fabdb08397de6a394f0cd2809fa20671b66,23014.518177026002,12685.910000700444,23758.518177026002,12887.910000700444,1488.0,404.0,assets/source-images-added-v002/NIMG-003__03920fabdb.png,L2-113 | L2-112 | L2-107 | L2-104 | L2-109,"L2-113: summary | L2-112: helper | L2-107: -2 execution timeout | L2-104: 1205 transaction deadlock | L2-109: different sql server error codes, what can do with each",RB03-middle,pending-verified-transcript-after-source-repair
NU-108,NIMG-069,60d7aa74dca283419076b9ec9352761bc78e8d19,23262.97186657315,14650.86842420562,23634.47186657315,14827.86842420562,743.0,354.0,assets/source-images-added-v002/NIMG-069__60d7aa74dc.png,L2-104 | L2-107 | L2-105 | L2-112 | L2-106,"L2-104: 1205 transaction deadlock | L2-107: -2 execution timeout | L2-105: 1222 transaction lock timeout | L2-112: helper | L2-106: 3960 snapshot write,but | state is inconsistent",RB03-middle,pending-verified-transcript-after-source-repair
NU-109,NIMG-136,af034c161dd8d6c16b390446a26c7f4bc56c5bae,23260.004701743124,15187.574291299765,23712.504701743124,15347.574291299765,905.0,320.0,assets/source-images-added-v002/NIMG-136__af034c161d.png,L2-105 | L2-104 | L2-107 | L2-106 | L2-112,"L2-105: 1222 transaction lock timeout | L2-104: 1205 transaction deadlock | L2-107: -2 execution timeout | L2-106: 3960 snapshot write,but | state is inconsistent | L2-112: helper",RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-110,NIMG-017,20c0221ff8dc014a8b5b2dffde47231d888efe97,23259.64522461894,15720.487218067154,23703.14522461894,15891.487218067154,887.0,342.0,assets/source-images-added-v002/NIMG-017__20c0221ff8.png,L2-105 | L2-106 | L2-104 | L2-108 | L2-093,"L2-105: 1222 transaction lock timeout | L2-106: 3960 snapshot write,but | state is inconsistent | L2-104: 1205 transaction deadlock | L2-108: 515 buisness failure, insert null | into nonnullable | L2-093: when you write in snapshot transaction | and the data that you ve read was changed | you will get exception with 3960",RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-111,NIMG-186,f877a208bd923c1e494438e22eb1979df79a434e,23344.19531476469,18779.14315630914,23819.69531476469,18956.14315630914,951.0,354.0,assets/source-images-added-v002/NIMG-186__f877a208bd.png,L2-102 | L2-101 | L2-100 | L2-108 | L2-097,"L2-102: 547 buisness failure | L2-101: 2601 and 2627 | buisness failures | L2-100: ef core/ code mapping | 547,2601, 2627 | L2-108: 515 buisness failure, insert null | into nonnullable | L2-097: cases with 547",RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-112,NIMG-002,025e723719a329e82ae3553ff4d39468efee0e61,23404.60031501848,19554.712496757536,23861.10031501848,19713.712496757536,913.0,318.0,assets/source-images-added-v002/NIMG-002__025e723719.png,L2-102 | L2-101 | L2-097 | L2-100 | L2-096,"L2-102: 547 buisness failure | L2-101: 2601 and 2627 | buisness failures | L2-097: cases with 547 | L2-100: ef core/ code mapping | 547,2601, 2627 | L2-096: 547 foreign key",RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-113,NIMG-048,45ee8f8d5e57f3cf7cdab07b152ebac793ee9e81,23259.155531489836,17056.656476656623,23736.655531489836,17198.156476656623,955.0,283.0,assets/source-images-added-v002/NIMG-048__45ee8f8d5e.png,L2-108 | L2-100 | L2-106 | L2-093 | L2-101,"L2-108: 515 buisness failure, insert null | into nonnullable | L2-100: ef core/ code mapping | 547,2601, 2627 | L2-106: 3960 snapshot write,but | state is inconsistent | L2-093: when you write in snapshot transaction | and the data that you ve read was changed | you will get exception with 3960 | L2-101: 2601 and 2627 | buisness failures",RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-114,NIMG-039,38d5ec11ba2ce22380b2e4450ba5624fd6869e0a,23243.655582352465,16539.823224703498,23708.655582352465,16700.823224703498,930.0,322.0,assets/source-images-added-v002/NIMG-039__38d5ec11ba.png,L2-108 | L2-106 | L2-100 | L2-093 | L2-105,"L2-108: 515 buisness failure, insert null | into nonnullable | L2-106: 3960 snapshot write,but | state is inconsistent | L2-100: ef core/ code mapping | 547,2601, 2627 | L2-093: when you write in snapshot transaction | and the data that you ve read was changed | you will get exception with 3960 | L2-105: 1222 transaction lock timeout",RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-115,NIMG-068,606a85e578bbce9d90620876d7e47f8682b3df6d,24953.909271557746,16843.27659999577,25372.909271557746,17039.27659999577,838.0,392.0,assets/source-images-added-v002/NIMG-068__606a85e578.png,L2-093 | L2-108 | L2-100 | L2-106 | L2-094,"L2-093: when you write in snapshot transaction | and the data that you ve read was changed | you will get exception with 3960 | L2-108: 515 buisness failure, insert null | into nonnullable | L2-100: ef core/ code mapping | 547,2601, 2627 | L2-106: 3960 snapshot write,but | state is inconsistent | L2-094: so it can happen with | readcommitted(on example most likey it) | and/or with serializable",RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-116,NIMG-169,d7dbb7cb8e67a6f46505b2e717122108baf9905c,24944.66863415695,17272.71309824416,25352.16863415695,17467.21309824416,815.0,389.0,assets/source-images-added-v002/NIMG-169__d7dbb7cb8e.png,L2-093 | L2-100 | L2-108 | L2-101 | L2-106,"L2-093: when you write in snapshot transaction | and the data that you ve read was changed | you will get exception with 3960 | L2-100: ef core/ code mapping | 547,2601, 2627 | L2-108: 515 buisness failure, insert null | into nonnullable | L2-101: 2601 and 2627 | buisness failures | L2-106: 3960 snapshot write,but | state is inconsistent",RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-117,NIMG-031,320b1057d4b8a048177c1b50e6fc2593f265c636,24955.501831856607,17685.731639368292,25365.501831856607,17825.731639368292,820.0,280.0,assets/source-images-added-v002/NIMG-031__320b1057d4.png,L2-093 | L2-100 | L2-101 | L2-108 | L2-102,"L2-093: when you write in snapshot transaction | and the data that you ve read was changed | you will get exception with 3960 | L2-100: ef core/ code mapping | 547,2601, 2627 | L2-101: 2601 and 2627 | buisness failures | L2-108: 515 buisness failure, insert null | into nonnullable | L2-102: 547 buisness failure",RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-118,NIMG-045,41e4f03b108ad489351c0bc7ec52e6f1a02c883f,24946.520440797576,18020.231639368292,25364.020440797576,18185.731639368292,835.0,331.0,assets/source-images-added-v002/NIMG-045__41e4f03b10.png,L2-093 | L2-101 | L2-100 | L2-102 | L2-108,"L2-093: when you write in snapshot transaction | and the data that you ve read was changed | you will get exception with 3960 | L2-101: 2601 and 2627 | buisness failures | L2-100: ef core/ code mapping | 547,2601, 2627 | L2-102: 547 buisness failure | L2-108: 515 buisness failure, insert null | into nonnullable",RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-119,NIMG-156,c962910bd2691d0e2536cc07b80d5e360183a8b2,24933.853638497232,18400.509417146073,25337.353638497232,18483.509417146073,807.0,166.0,assets/source-images-added-v002/NIMG-156__c962910bd2.png,L2-093 | L2-101 | L2-102 | L2-100 | L2-108,"L2-093: when you write in snapshot transaction | and the data that you ve read was changed | you will get exception with 3960 | L2-101: 2601 and 2627 | buisness failures | L2-102: 547 buisness failure | L2-100: ef core/ code mapping | 547,2601, 2627 | L2-108: 515 buisness failure, insert null | into nonnullable",RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-120,NIMG-001,022cfbdb75ab24dde4bc403f1cbda6989a9d665b,24931.520440797576,18621.43538828323,25324.020440797576,18809.43538828323,785.0,376.0,assets/source-images-added-v002/NIMG-001__022cfbdb75.png,L2-102 | L2-101 | L2-093 | L2-100 | L2-108,"L2-102: 547 buisness failure | L2-101: 2601 and 2627 | buisness failures | L2-093: when you write in snapshot transaction | and the data that you ve read was changed | you will get exception with 3960 | L2-100: ef core/ code mapping | 547,2601, 2627 | L2-108: 515 buisness failure, insert null | into nonnullable",RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-121,NIMG-037,3560ed7645d2c58b2aedcaa2b257769c499f8e85,24946.705580771537,19062.32427717212,25269.205580771537,19138.32427717212,645.0,152.0,assets/source-images-added-v002/NIMG-037__3560ed7645.png,L2-102 | L2-101 | L2-100 | L2-093 | L2-108,"L2-102: 547 buisness failure | L2-101: 2601 and 2627 | buisness failures | L2-100: ef core/ code mapping | 547,2601, 2627 | L2-093: when you write in snapshot transaction | and the data that you ve read was changed | you will get exception with 3960 | L2-108: 515 buisness failure, insert null | into nonnullable",RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-122,NIMG-123,a665a9bb35415e718a54313a742584a28bf8c9fe,23231.4200990007,13263.317895871665,23610.9200990007,13465.317895871665,759.0,404.0,assets/source-images-added-v002/NIMG-123__a665a9bb35.png,L2-113 | L2-112 | L2-107 | L2-104 | L2-105,L2-113: summary | L2-112: helper | L2-107: -2 execution timeout | L2-104: 1205 transaction deadlock | L2-105: 1222 transaction lock timeout,RB03-middle,pending-verified-transcript-after-source-repair
NU-123,NIMG-163,cfe9addf3daa7faa9b75fdf8fc42e8232b1b7d59,23251.452469922966,13664.447522165787,23659.952469922966,13793.447522165787,817.0,258.0,assets/source-images-added-v002/NIMG-163__cfe9addf3d.png,L2-112 | L2-113 | L2-107 | L2-104 | L2-105,L2-112: helper | L2-113: summary | L2-107: -2 execution timeout | L2-104: 1205 transaction deadlock | L2-105: 1222 transaction lock timeout,RB03-middle,pending-verified-transcript-after-source-repair
NU-124,NIMG-042,3e113f6aa71055f8bde387e1a8b992087e2f5780,23241.67159369809,14056.87807465654,23636.17159369809,14261.87807465654,789.0,410.0,assets/source-images-added-v002/NIMG-042__3e113f6aa7.png,L2-112 | L2-107 | L2-104 | L2-113 | L2-105,L2-112: helper | L2-107: -2 execution timeout | L2-104: 1205 transaction deadlock | L2-113: summary | L2-105: 1222 transaction lock timeout,RB03-middle,pending-verified-transcript-after-source-repair
NU-125,NIMG-145,bb2c695afedd4834ff452303fca07edc2b93a746,22229.550861799376,19138.816834959856,22551.050861799376,19379.816834959856,643.0,482.0,assets/source-images-added-v002/NIMG-145__bb2c695afe.png,L2-102 | L2-101 | L2-097 | L2-096 | L2-100,"L2-102: 547 buisness failure | L2-101: 2601 and 2627 | buisness failures | L2-097: cases with 547 | L2-096: 547 foreign key | L2-100: ef core/ code mapping | 547,2601, 2627",RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-126,NIMG-065,559a760156e9cadfe0c63ae02efb025d55299569,22266.520222379266,20187.663537898858,22608.020222379266,20428.663537898858,683.0,482.0,assets/source-images-added-v002/NIMG-065__559a760156.png,L2-097 | L2-096 | L2-102 | L2-101 | L2-103,L2-097: cases with 547 | L2-096: 547 foreign key | L2-102: 547 buisness failure | L2-101: 2601 and 2627 | buisness failures | L2-103: just like with primary key but with commposite key,RB05-lower,pending-verified-transcript-after-source-repair
NU-127,NIMG-085,7050caa680610135a2d9e49c7a7f0e538c37a5aa,22026.11218859426,16983.23522391005,22438.61218859426,17224.23522391005,825.0,482.0,assets/source-images-added-v002/NIMG-085__7050caa680.png,L2-108 | L2-100 | L2-106 | L2-101 | L2-105,"L2-108: 515 buisness failure, insert null | into nonnullable | L2-100: ef core/ code mapping | 547,2601, 2627 | L2-106: 3960 snapshot write,but | state is inconsistent | L2-101: 2601 and 2627 | buisness failures | L2-105: 1222 transaction lock timeout",RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-128,NIMG-087,74db9077c8f26c78639cc282b8303d54ceb120d5,24690.39661547875,15249.519427377478,25094.39661547875,15490.519427377478,808.0,482.0,assets/source-images-added-v002/NIMG-087__74db9077c8.png,L2-093 | L2-094 | L2-105 | L2-104 | L2-106,"L2-093: when you write in snapshot transaction | and the data that you ve read was changed | you will get exception with 3960 | L2-094: so it can happen with | readcommitted(on example most likey it) | and/or with serializable | L2-105: 1222 transaction lock timeout | L2-104: 1205 transaction deadlock | L2-106: 3960 snapshot write,but | state is inconsistent",RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-129,NIMG-025,2d650d5b91bb7f071a0673b8dd54a1953a4e7afd,24703.596618084215,15777.37707569025,25046.596618084215,16018.37707569025,686.0,482.0,assets/source-images-added-v002/NIMG-025__2d650d5b91.png,L2-093 | L2-094 | L2-106 | L2-105 | L2-108,"L2-093: when you write in snapshot transaction | and the data that you ve read was changed | you will get exception with 3960 | L2-094: so it can happen with | readcommitted(on example most likey it) | and/or with serializable | L2-106: 3960 snapshot write,but | state is inconsistent | L2-105: 1222 transaction lock timeout | L2-108: 515 buisness failure, insert null | into nonnullable",RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-130,NIMG-011,17a062fdb036793f1999a0a0f8117e0a013a59a7,21997.598835957142,15685.463937584494,22438.598835957142,15875.963937584494,882.0,381.0,assets/source-images-added-v002/NIMG-011__17a062fdb0.png,L2-105 | L2-106 | L2-104 | L2-108 | L2-107,"L2-105: 1222 transaction lock timeout | L2-106: 3960 snapshot write,but | state is inconsistent | L2-104: 1205 transaction deadlock | L2-108: 515 buisness failure, insert null | into nonnullable | L2-107: -2 execution timeout",RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-131,NIMG-153,c4a67f1e0ae51f8adfe8fcd59655e8ecef2cbaef,21993.44223408022,16092.777074292148,22402.94223408022,16267.277074292148,819.0,349.0,assets/source-images-added-v002/NIMG-153__c4a67f1e0a.png,L2-106 | L2-105 | L2-108 | L2-104 | L2-100,"L2-106: 3960 snapshot write,but | state is inconsistent | L2-105: 1222 transaction lock timeout | L2-108: 515 buisness failure, insert null | into nonnullable | L2-104: 1205 transaction deadlock | L2-100: ef core/ code mapping | 547,2601, 2627",RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-132,NIMG-142,b855296309f514c0ab4770b7883176a8bec266c4,24789.278353550493,14512.569233055141,25204.778353550493,14704.569233055141,831.0,384.0,assets/source-images-added-v002/NIMG-142__b855296309.png,L2-094 | L2-093 | L2-104 | L2-112 | L2-107,L2-094: so it can happen with | readcommitted(on example most likey it) | and/or with serializable | L2-093: when you write in snapshot transaction | and the data that you ve read was changed | you will get exception with 3960 | L2-104: 1205 transaction deadlock | L2-112: helper | L2-107: -2 execution timeout,RB03-middle,pending-verified-transcript-after-source-repair
NU-133,NIMG-038,36e55b6d7d0e3cf130dc8bc7d1c341769d3bdc81,26165.588268196898,15253.124049877193,26726.588268196898,15401.624049877193,1122.0,297.0,assets/source-images-added-v002/NIMG-038__36e55b6d7d.png,L2-094 | L2-093 | L2-105 | L2-104 | L2-106,"L2-094: so it can happen with | readcommitted(on example most likey it) | and/or with serializable | L2-093: when you write in snapshot transaction | and the data that you ve read was changed | you will get exception with 3960 | L2-105: 1222 transaction lock timeout | L2-104: 1205 transaction deadlock | L2-106: 3960 snapshot write,but | state is inconsistent",RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-134,NIMG-133,ac9498e41bf25c7169abed02e038ac9a98f1dfdc,26181.54895600866,15568.48268362407,26741.54895600866,15773.98268362407,1120.0,411.0,assets/source-images-added-v002/NIMG-133__ac9498e41b.png,L2-094 | L2-093 | L2-105 | L2-106 | L2-108,"L2-094: so it can happen with | readcommitted(on example most likey it) | and/or with serializable | L2-093: when you write in snapshot transaction | and the data that you ve read was changed | you will get exception with 3960 | L2-105: 1222 transaction lock timeout | L2-106: 3960 snapshot write,but | state is inconsistent | L2-108: 515 buisness failure, insert null | into nonnullable",RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-135,NIMG-159,cb30db85b7af997359d9b8176f2e93435d68ed14,26191.93147601255,16013.867424036745,26786.43147601255,16136.367424036745,1189.0,245.0,assets/source-images-added-v002/NIMG-159__cb30db85b7.png,L2-094 | L2-093 | L2-106 | L2-108 | L2-105,"L2-094: so it can happen with | readcommitted(on example most likey it) | and/or with serializable | L2-093: when you write in snapshot transaction | and the data that you ve read was changed | you will get exception with 3960 | L2-106: 3960 snapshot write,but | state is inconsistent | L2-108: 515 buisness failure, insert null | into nonnullable | L2-105: 1222 transaction lock timeout",RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-136,NIMG-078,6cad9c9963618616f15373c1204fc36a8c888d78,23301.578214978646,17959.95374377557,23814.578214978646,18200.95374377557,1026.0,482.0,assets/source-images-added-v002/NIMG-078__6cad9c9963.png,L2-101 | L2-100 | L2-102 | L2-108 | L2-106,"L2-101: 2601 and 2627 | buisness failures | L2-100: ef core/ code mapping | 547,2601, 2627 | L2-102: 547 buisness failure | L2-108: 515 buisness failure, insert null | into nonnullable | L2-106: 3960 snapshot write,but | state is inconsistent",RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-137,NIMG-171,d9906bbae7b0f1462e73d1666ac1d936ee41e513,20460.540630595322,19275.24044563894,20993.040630595322,19414.74044563894,1065.0,279.0,assets/source-images-added-v002/NIMG-171__d9906bbae7.png,L2-110 | L2-098 | L2-097 | L2-103 | L2-111,L2-110: unique index | L2-098: cases with 2601 | L2-097: cases with 547 | L2-103: just like with primary key but with commposite key | L2-111: primary key | alternate key (unique constraint),RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-138,NIMG-036,34dfadf165997bbf26a9f2cb309a16b64f3c9518,20463.411046176923,19562.298596641856,21043.411046176923,19735.798596641856,1160.0,347.0,assets/source-images-added-v002/NIMG-036__34dfadf165.png,L2-110 | L2-098 | L2-103 | L2-097 | L2-096,L2-110: unique index | L2-098: cases with 2601 | L2-103: just like with primary key but with commposite key | L2-097: cases with 547 | L2-096: 547 foreign key,RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-139,NIMG-020,251d07068c5e76442e1f9cf29e5d192443377ed3,20482.225838386123,19914.298664458693,20938.225838386123,20095.798664458693,912.0,363.0,assets/source-images-added-v002/NIMG-020__251d07068c.png,L2-110 | L2-103 | L2-098 | L2-097 | L2-096,L2-110: unique index | L2-103: just like with primary key but with commposite key | L2-098: cases with 2601 | L2-097: cases with 547 | L2-096: 547 foreign key,RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-140,NIMG-100,87d19190d751113a5cfbf6a45ea521b8a1bee222,20477.873963928658,20275.187485530747,21006.373963928658,20464.687485530747,1057.0,379.0,assets/source-images-added-v002/NIMG-100__87d19190d7.png,L2-103 | L2-097 | L2-096 | L2-110 | L2-098,L2-103: just like with primary key but with commposite key | L2-097: cases with 547 | L2-096: 547 foreign key | L2-110: unique index | L2-098: cases with 2601,RB05-lower,pending-verified-transcript-after-source-repair
NU-141,NIMG-152,c04634a9d0502ed3166b85b6762571e65b288cb0,20465.559171719455,20664.780123334564,21031.559171719455,20737.280123334564,1132.0,145.0,assets/source-images-added-v002/NIMG-152__c04634a9d0.png,L2-103 | L2-096 | L2-097 | L2-110 | L2-098,L2-103: just like with primary key but with commposite key | L2-096: 547 foreign key | L2-097: cases with 547 | L2-110: unique index | L2-098: cases with 2601,RB05-lower,pending-verified-transcript-after-source-repair
NU-142,NIMG-035,34ac93d4ad9e5c16dcc59d524d1ce6944c374665,20450.0036161639,20813.835746706958,21036.0036161639,20972.835746706958,1172.0,318.0,assets/source-images-added-v002/NIMG-035__34ac93d4ad.png,L2-103 | L2-096 | L2-097 | L2-110 | L2-095,L2-103: just like with primary key but with commposite key | L2-096: 547 foreign key | L2-097: cases with 547 | L2-110: unique index | L2-095: 547 check constraint,RB05-lower,pending-verified-transcript-after-source-repair
NU-143,NIMG-032,33404c3ba1fbdebcaef7c87b5c1d5cc11aab7429,19044.307542177667,19246.999604787627,19488.807542177667,19433.999604787627,889.0,374.0,assets/source-images-added-v002/NIMG-032__33404c3ba1.png,L2-111 | L2-099 | L2-110 | L2-098 | L2-103,L2-111: primary key | alternate key (unique constraint) | L2-099: cases with 2627 | L2-110: unique index | L2-098: cases with 2601 | L2-103: just like with primary key but with commposite key,RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-144,NIMG-179,ed03f9568397a9d8a028767d196f56ddd6e598ca,18920.622503928967,19666.343242581584,19473.622503928967,19798.343242581584,1106.0,264.0,assets/source-images-added-v002/NIMG-179__ed03f95683.png,L2-111 | L2-099 | L2-110 | L2-098 | L2-103,L2-111: primary key | alternate key (unique constraint) | L2-099: cases with 2627 | L2-110: unique index | L2-098: cases with 2601 | L2-103: just like with primary key but with commposite key,RB04-lower-middle,pending-verified-transcript-after-source-repair
NU-145,NIMG-184,f43c47286387284ddac2dddec326603d9aba3e43,18918.680009416847,19966.41984872656,19472.180009416847,20152.91984872656,1107.0,373.0,assets/source-images-added-v002/NIMG-184__f43c472863.png,L2-111 | L2-099 | L2-110 | L2-103 | L2-098,L2-111: primary key | alternate key (unique constraint) | L2-099: cases with 2627 | L2-110: unique index | L2-103: just like with primary key but with commposite key | L2-098: cases with 2601,RB04-lower-middle,pending-verified-transcript-after-source-repair
