source_id,sha256,sha256_12,image_file,pixel_width,pixel_height,placement_count,region_id,title,first_x,first_y,nearest_text_groups,nearest_canvas_text,status,transcript_status
S-099,7978e250ab4ebe05fe97ea6b60edfca4a5a81d7358ece8fa04c4209dc49003fe,7978e250ab4e,source/images/S-099__7978e250ab4e.png,953,406,1,R06,Dispatcher code for DocumentNotLocked and CanOverrideLock,4672.640873416582,8660.04931723546,"[""TG-028"", ""TG-027"", ""TG-030""]","[""when need to succeed all\nfail all based on one thing"", ""different requirement types\none logical domain"", ""batching, when we can\ncheck all permissions in\none call to api/method""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-100,01803b7cd13f0942efd807a86e4bab3fb1a5123a99f9cf28bea35848366358b9,01803b7cd13f,source/images/S-100__01803b7cd13f.png,991,529,1,R06,Policy AND across requirements; OR across handlers for one requirement,15369.114648255145,8777.318071248084,"[""TG-010"", ""TG-011"", ""TG-009""]","[""can edit requirement\nadmincanedithandler\nscopehandler (IAuthorizaitonHandler not gen)"", ""better to add fallbackpolicy\nand mark allowanonymus where you dont have\nit"", ""when policy might succeed when\none handler didnt call success""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-101,ddf8f9ad7ec85ab70b3254045766416e9c5d07b01b1b9a96af5de9b3c60134ef,ddf8f9ad7ec8,source/images/S-101__ddf8f9ad7ec8.png,980,266,1,R06,Non-generic handler advantage: load document and user data once,4653.807499393144,9070.049378270616,"[""TG-028"", ""TG-027"", ""TG-030""]","[""when need to succeed all\nfail all based on one thing"", ""different requirement types\none logical domain"", ""batching, when we can\ncheck all permissions in\none call to api/method""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-102,a312e122724a5c99db4fad55e0e1e15c2cd6a12c9492007fd18816c193186216,a312e122724a,source/images/S-102__a312e122724a.png,933,428,1,R06,AllowAnonymous escape hatch with fallback policy,12242.934628479687,9101.573254319295,"[""TG-011"", ""TG-008"", ""TG-007""]","[""better to add fallbackpolicy\nand mark allowanonymus where you dont have\nit"", ""scope claims"", ""using Microsoft.AspNetCore.Authorization;\nusing System.Security.Claims;\npublic sealed class ScopeRequirementHandler : AuthorizationHandler<ScopeRequirement>\n{\nprotected override Task HandleRequirementAsync(AuthorizationHandlerContext context, ScopeRequirement requirement)\n{\nif (HasScope(context.User, requirement.Scope))\ncontext.Succeed(requirement);\nreturn Task.CompletedTask; // do nothing => not satisfied\n}\nprivate static bool HasScope(ClaimsPrincipal user, string needed)\n{\n// gather all possible scope strings\nvar values = user.FindAll(\""scope\"").Select(c => c.Value)\n.Concat(user.FindAll(\""scp\"").Select(c => c.Value));\nforeach (var v in values)\n{\n// handle both \""a b c\"" and single-value\nvar scopes = v.Split(' ', StringSplitOptions.RemoveEmptyEntries);\nif (scopes.Contains(needed, StringComparer.Ordinal))\nreturn true;\n}\nreturn false;\n}\n}""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-103,2e8974dda879c85c079b39a35be7566b1b10be9e0a533a4ecbafa008cbf20134,2e8974dda879,source/images/S-103__2e8974dda879.png,668,498,1,R06,"Quick mental model: policy AND, requirement OR across handlers",15466.293817664573,9312.873694620483,"[""TG-011"", ""TG-010"", ""TG-017""]","[""better to add fallbackpolicy\nand mark allowanonymus where you dont have\nit"", ""can edit requirement\nadmincanedithandler\nscopehandler (IAuthorizaitonHandler not gen)"", ""case in authoriz\nmiddleware""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-104,736c6f4be959d50b7d60fee00c55720568f7349871da4bad86fc17ac06959441,736c6f4be959,source/images/S-104__736c6f4be959.png,1021,291,1,R06,Scopes plus handler behavior and when Fail makes sense,12250.93447153214,9559.787644665279,"[""TG-011"", ""TG-008"", ""TG-007""]","[""better to add fallbackpolicy\nand mark allowanonymus where you dont have\nit"", ""scope claims"", ""using Microsoft.AspNetCore.Authorization;\nusing System.Security.Claims;\npublic sealed class ScopeRequirementHandler : AuthorizationHandler<ScopeRequirement>\n{\nprotected override Task HandleRequirementAsync(AuthorizationHandlerContext context, ScopeRequirement requirement)\n{\nif (HasScope(context.User, requirement.Scope))\ncontext.Succeed(requirement);\nreturn Task.CompletedTask; // do nothing => not satisfied\n}\nprivate static bool HasScope(ClaimsPrincipal user, string needed)\n{\n// gather all possible scope strings\nvar values = user.FindAll(\""scope\"").Select(c => c.Value)\n.Concat(user.FindAll(\""scp\"").Select(c => c.Value));\nforeach (var v in values)\n{\n// handle both \""a b c\"" and single-value\nvar scopes = v.Split(' ', StringSplitOptions.RemoveEmptyEntries);\nif (scopes.Contains(needed, StringComparer.Ordinal))\nreturn true;\n}\nreturn false;\n}\n}""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-105,57e3e044a64aaa64ba5c0115a22b353387b905e89752dc587ad1249b1bc1f046,57e3e044a64a,source/images/S-105__57e3e044a64a.png,966,239,1,R07,One condition can succeed several different requirements,5527.934744614966,10162.771738790745,"[""TG-028"", ""TG-029"", ""TG-035""]","[""when need to succeed all\nfail all based on one thing"", ""auth rule dispatcher\n(switch inside)"", ""!!!!""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-106,750d44b30fa966e8af90e4cb6673ed984e5d2f73ccb255a49fa76904c34bba7c,750d44b30fa9,source/images/S-106__750d44b30fa9.png,979,367,1,R07,Custom failure logic based on a combination,6665.475271033942,10163.483848674367,"[""TG-028"", ""TG-029"", ""TG-035""]","[""when need to succeed all\nfail all based on one thing"", ""auth rule dispatcher\n(switch inside)"", ""!!!!""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-107,9a5c66cbccd505101ab5a9ae5bb3fc1c04d4b96559909bdff2e58c5124f7045b,9a5c66cbccd5,source/images/S-107__9a5c66cbccd5.png,922,636,1,R07,SystemAdmin bypass succeeds all document requirements,5546.819032358071,10420.660954895893,"[""TG-028"", ""TG-029"", ""TG-035""]","[""when need to succeed all\nfail all based on one thing"", ""auth rule dispatcher\n(switch inside)"", ""!!!!""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-108,55098e98a0c8783b8a5f499337cc415bad01831a8852259072f40a4bc787d025,55098e98a0c8,source/images/S-108__55098e98a0c8.png,922,349,1,R07,Archived document causes explicit authorization failure,6668.0227389468855,10531.77754112693,"[""TG-028"", ""TG-029"", ""TG-035""]","[""when need to succeed all\nfail all based on one thing"", ""auth rule dispatcher\n(switch inside)"", ""!!!!""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-109,4ee0dddd572980c14d65afb763779eee1fa04636b8e41fb8079ec660886a45b9,4ee0dddd5729,source/images/S-109__4ee0dddd5729.png,1041,483,1,R07,Central document authorization switch with owner and tenant checks,6669.263738346392,10897.12129112693,"[""TG-029"", ""TG-028"", ""TG-035""]","[""auth rule dispatcher\n(switch inside)"", ""when need to succeed all\nfail all based on one thing"", ""!!!!""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-110,c573f91f9ea22f47a9991af435dd554d0346fe53cb0723736fce43d1cdb64000,c573f91f9ea2,source/images/S-110__c573f91f9ea2.png,984,374,1,R07,Dynamic dispatch from metadata using OperationRequirement,6097.615308933866,11990.092109540561,"[""TG-029"", ""TG-028"", ""TG-035""]","[""auth rule dispatcher\n(switch inside)"", ""when need to succeed all\nfail all based on one thing"", ""!!!!""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-111,1e8edf2cad3b0f45e6572036c227d4be27efdce2eab5e7951d79cdc7583be51a,1e8edf2cad3b,source/images/S-111__1e8edf2cad3b.png,789,273,1,R07,Mixed requirement marker types in a domain authorization engine,6128.448642267198,12360.592109540561,"[""TG-029"", ""TG-028"", ""TG-035""]","[""auth rule dispatcher\n(switch inside)"", ""when need to succeed all\nfail all based on one thing"", ""!!!!""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
S-112,22c7ea3c7fe0b9d96c0f9b3d28af0cf56b1c2709efa571ca717c9fa8ca0042da,22c7ea3c7fe0,source/images/S-112__22c7ea3c7fe0.png,1015,619,1,R07,DomainAuthorizationHandler delegates heterogeneous requirements to a rule evaluator,6131.959306755663,12669.269396324413,"[""TG-029"", ""TG-028"", ""TG-035""]","[""auth rule dispatcher\n(switch inside)"", ""when need to succeed all\nfail all based on one thing"", ""!!!!""]",visually-reviewed-stage0-v002,pending-near-literal-source-block
