source_id,image_use_id,symbol_id,sha256,x,y,width,height,pixel_width,pixel_height,region_id,previously_present,restored,coverage_status,assignment_count,asset_path,description,nearest_text_nodes_hint_only
RS-078,RIU-078,image-0e9d048ae7b08f8ba983c8516d9c18729fc70532,73d0bf3e95036fbcc0523f188eafa2502a43fed449f9ca8ef63f1439c711a5a9,5214.687229454996,6475.084351911444,945.0,302.0,945,302,R02,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/RS-078__73d0bf3e95.png,Code that composes fixed-window and concurrency limiters.,"[{""text_id"": ""FT-031"", ""text"": ""applying limiters via attributes""}, {""text_id"": ""FT-030"", ""text"": ""multiple limiters for one policy""}, {""text_id"": ""FT-029"", ""text"": ""global limiter""}, {""text_id"": ""FT-027"", ""text"": ""so the most secure approaches""}, {""text_id"": ""FT-028"", ""text"": ""per ip attempts""}]"
RS-079,RIU-079,image-a6de951e7679d670e163a78e9a6ca8fb0a6df14c,85c947dd4e2814c85f6aa06607883c4f38dbbdfe7cbea65d4bd5bb2b8cd55e68,10784.238043366326,6619.413258896349,639.0,312.0,639,312,R07,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/RS-079__85c947dd4e.png,"Atomic INCR, first-hit EXPIRE, and TTL-based block checks.","[{""text_id"": ""FT-042"", ""text"": ""stampede protection,""}, {""text_id"": ""FT-043"", ""text"": ""1 single instance""}, {""text_id"": ""FT-044"", ""text"": ""2 multiple with redis lock""}, {""text_id"": ""FT-045"", ""text"": ""closer to end about redis lock and redlock for stronger guarantee""}, {""text_id"": ""FT-041"", ""text"": """"}]"
RS-080,RIU-080,image-2d99798da33f9384837e36387f4f998d0e6b840b,ca56166a8b81e973b1bc5d95c34775fb2ecf02f02595a3e85c68a89647b9a7d9,3146.726946356419,6698.448841810672,911.0,198.0,911,198,R01,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/RS-080__ca56166a8b.png,Practical lease-metadata discovery.,"[{""text_id"": ""FT-032"", ""text"": ""what lease CAN include, how to discover it""}, {""text_id"": ""FT-031"", ""text"": ""applying limiters via attributes""}, {""text_id"": ""FT-030"", ""text"": ""multiple limiters for one policy""}, {""text_id"": ""FT-029"", ""text"": ""global limiter""}, {""text_id"": ""FT-025"", ""text"": ""retry after from lease by limiter type""}]"
RS-081,RIU-081,image-926b4f2c3316a4a953d33ba5d24a1012a18f9647,f44da33c34219026ee96a42462ebbdc4365d0777ceebc9432f163decd03f7e15,5275.163347270286,6804.157193010769,685.0,248.0,685,248,R02,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/RS-081__f44da33c34.png,Different endpoints using different limiter policies.,"[{""text_id"": ""FT-031"", ""text"": ""applying limiters via attributes""}, {""text_id"": ""FT-030"", ""text"": ""multiple limiters for one policy""}, {""text_id"": ""FT-029"", ""text"": ""global limiter""}, {""text_id"": ""FT-027"", ""text"": ""so the most secure approaches""}, {""text_id"": ""FT-028"", ""text"": ""per ip attempts""}]"
RS-082,RIU-082,image-5805f4217b7f8b24cd91b2c022b1ff27110ee4d6,10d350324f0ec55620cbd5fa22bdb626a96107e7595071a13769f45679da7cfb,8781.763370452376,6839.608091518117,939.0,429.0,939,429,R07,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/RS-082__10d350324f.png,IDatabase counter code and options for atomic multi-step operations.,"[{""text_id"": ""FT-041"", ""text"": """"}, {""text_id"": ""FT-040"", ""text"": ""we have 6 instead of 7""}, {""text_id"": ""FT-039"", ""text"": ""the first sets 5 + 1""}, {""text_id"": ""FT-038"", ""text"": ""another sets  5 +1""}, {""text_id"": ""FT-037"", ""text"": ""one gets  5""}]"
RS-083,RIU-083,image-931d19f3dd0c394716dbea5768dd930c91878201,69b171c5e49c035a4104f16a3445e7e65b37fb008aecf83c38bc8cb1101b5887,5278.419862531012,7064.152372422404,924.0,172.0,924,172,R03,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/RS-083__69b171c5e4.png,"Overview of controller, action, and route-group policy application.","[{""text_id"": ""FT-031"", ""text"": ""applying limiters via attributes""}, {""text_id"": ""FT-030"", ""text"": ""multiple limiters for one policy""}, {""text_id"": ""FT-029"", ""text"": ""global limiter""}, {""text_id"": ""FT-047"", ""text"": ""where does ratelimiter stores attempt counts""}, {""text_id"": ""FT-027"", ""text"": ""so the most secure approaches""}]"
RS-084,RIU-084,image-3c7967f11f3159125961350ec646621aa6d7641b,4d341ff8d41a8cd8d55ec3d3e704577fb51210cd8b194c17de56f8875e63224a,5319.475384178148,7253.3190899517085,913.0,447.0,913,447,R03,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/RS-084__4d341ff8d4.png,EnableRateLimiting on a single controller action.,"[{""text_id"": ""FT-031"", ""text"": ""applying limiters via attributes""}, {""text_id"": ""FT-030"", ""text"": ""multiple limiters for one policy""}, {""text_id"": ""FT-047"", ""text"": ""where does ratelimiter stores attempt counts""}, {""text_id"": ""FT-029"", ""text"": ""global limiter""}, {""text_id"": ""FT-048"", ""text"": ""how ratelimiter behaves with multiple instances""}]"
RS-085,RIU-085,image-a20175a603e039dff76828288a383e82c1941424,a9045f7fe833592309dfea10380a90fd72f33812cdfa8486029053b335944bd0,8804.916833847292,7277.475538417531,951.0,482.0,962,488,R07,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/RS-085__a9045f7fe8.png,Lost-update race in naive IDistributedCache get/modify/set counters.,"[{""text_id"": ""FT-042"", ""text"": ""stampede protection,""}, {""text_id"": ""FT-043"", ""text"": ""1 single instance""}, {""text_id"": ""FT-044"", ""text"": ""2 multiple with redis lock""}, {""text_id"": ""FT-041"", ""text"": """"}, {""text_id"": ""FT-040"", ""text"": ""we have 6 instead of 7""}]"
RS-086,RIU-086,image-15bc698d44a94a58f944600adf7979674c848cd0,2fdc8dacbdbe6edda61b6ea929c05a9767a8b19c589a1e9b510237a358ec679a,5339.260066259072,7696.773984971247,840.0,482.0,904,519,R03,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/RS-086__2fdc8dacbd.png,EnableRateLimiting at controller scope.,"[{""text_id"": ""FT-047"", ""text"": ""where does ratelimiter stores attempt counts""}, {""text_id"": ""FT-048"", ""text"": ""how ratelimiter behaves with multiple instances""}, {""text_id"": ""FT-031"", ""text"": ""applying limiters via attributes""}, {""text_id"": ""FT-030"", ""text"": ""multiple limiters for one policy""}, {""text_id"": ""FT-029"", ""text"": ""global limiter""}]"
RS-087,RIU-087,image-8c74ad939150b375934d6c922c9c40fa5eae90e8,ab74542ce75ceb61157f3804af168936515a426a53537ed4b4f48a57c513489e,8847.310916839095,7775.46514718218,846.0,363.0,846,363,R07,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/RS-087__ab74542ce7.png,Why portable atomic counters require IDatabase rather than IDistributedCache.,"[{""text_id"": ""FT-044"", ""text"": ""2 multiple with redis lock""}, {""text_id"": ""FT-043"", ""text"": ""1 single instance""}, {""text_id"": ""FT-042"", ""text"": ""stampede protection,""}, {""text_id"": ""FT-045"", ""text"": ""closer to end about redis lock and redlock for stronger guarantee""}, {""text_id"": ""FT-046"", ""text"": ""some lua script shit, not interested rught now""}]"
RS-088,RIU-088,image-93299ee5dd23b25a2355b9e95f0faa6c2824e9c2,4716b4b8b3d31c1cce1334829dc7b5efa65e0518d3df9e96e21b27686f8b828e,10225.282805529152,7870.684784371786,901.0,418.0,901,418,R09,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/RS-088__4716b4b8b3.png,Cache stampede definition and single-flight objective.,"[{""text_id"": ""FT-044"", ""text"": ""2 multiple with redis lock""}, {""text_id"": ""FT-043"", ""text"": ""1 single instance""}, {""text_id"": ""FT-042"", ""text"": ""stampede protection,""}, {""text_id"": ""FT-045"", ""text"": ""closer to end about redis lock and redlock for stronger guarantee""}, {""text_id"": ""FT-046"", ""text"": ""some lua script shit, not interested rught now""}]"
RS-089,RIU-089,image-08babc80100857167c1f525c9a356fe4f616f7c0,e094b42df589e7a831fbc204f90fc951fd66284f556c647a44afec1986dcab7e,5330.086529197679,8169.541329128146,954.0,339.0,954,339,R03,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/RS-089__e094b42df5.png,DisableRateLimiting for a specific action.,"[{""text_id"": ""FT-047"", ""text"": ""where does ratelimiter stores attempt counts""}, {""text_id"": ""FT-048"", ""text"": ""how ratelimiter behaves with multiple instances""}, {""text_id"": ""FT-049"", ""text"": ""accessing redis in ratelimiter""}, {""text_id"": ""FT-031"", ""text"": ""applying limiters via attributes""}, {""text_id"": ""FT-030"", ""text"": ""multiple limiters for one policy""}]"
RS-090,RIU-090,image-57295f0b1c34ff270ecc50a4a7e4ca99a623cd0e,2b5663616a0c842ba70be81686611c4a66cc67a026e7937f3461a01229d616ab,10227.480673035156,8302.893627058025,783.0,482.0,841,518,R09,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/RS-090__2b5663616a.png,Per-process versus distributed stampede protection and leader/waiter behavior.,"[{""text_id"": ""FT-045"", ""text"": ""closer to end about redis lock and redlock for stronger guarantee""}, {""text_id"": ""FT-046"", ""text"": ""some lua script shit, not interested rught now""}, {""text_id"": ""FT-044"", ""text"": ""2 multiple with redis lock""}, {""text_id"": ""FT-043"", ""text"": ""1 single instance""}, {""text_id"": ""FT-042"", ""text"": ""stampede protection,""}]"
RS-091,RIU-091,image-cbab6d0e18d50f997c6c148f847579738d012e0b,bf37016a52cc840ac95ed73bab9ba68b483cd7844587c9767a9895188cd1bd9e,5356.1073818894765,8537.758373050203,850.0,482.0,960,545,R03,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/RS-091__bf37016a52.png,Applying policies to mapped controllers or route groups.,"[{""text_id"": ""FT-047"", ""text"": ""where does ratelimiter stores attempt counts""}, {""text_id"": ""FT-048"", ""text"": ""how ratelimiter behaves with multiple instances""}, {""text_id"": ""FT-049"", ""text"": ""accessing redis in ratelimiter""}, {""text_id"": ""FT-031"", ""text"": ""applying limiters via attributes""}, {""text_id"": ""FT-030"", ""text"": ""multiple limiters for one policy""}]"
RS-092,RIU-092,image-a719634a6a04a5b35f6a75c1f84910bca602c6ba,be39c62c9e2d24e3726dc82f528dc0cd67c2fe72f91c591edec8d6844f941d82,10364.152354464375,8902.518879169338,239.0,34.0,239,34,X01,False,True,reviewed-explicit-boundary-fragment,1,assets/source-images-complete-v002/RS-092__be39c62c9e.png,Reviewed browser/tab title fragment; no domain content beyond surrounding source context.,"[{""text_id"": ""FT-046"", ""text"": ""some lua script shit, not interested rught now""}, {""text_id"": ""FT-045"", ""text"": ""closer to end about redis lock and redlock for stronger guarantee""}, {""text_id"": ""FT-044"", ""text"": ""2 multiple with redis lock""}, {""text_id"": ""FT-043"", ""text"": ""1 single instance""}, {""text_id"": ""FT-042"", ""text"": ""stampede protection,""}]"
RS-093,RIU-093,image-71ba6e28688866777029ae18fe2a5968cc037bc7,7b991b07fc1a9aa34a205d6a6634854f84ec83f2521cc76ed8c62a5ceb19854c,5916.269242362172,10018.509269451248,879.0,477.0,879,477,R08,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/RS-093__7b991b07fc.png,Built-in limiter state is stored in local in-memory limiter instances.,"[{""text_id"": ""FT-048"", ""text"": ""how ratelimiter behaves with multiple instances""}, {""text_id"": ""FT-047"", ""text"": ""where does ratelimiter stores attempt counts""}, {""text_id"": ""FT-049"", ""text"": ""accessing redis in ratelimiter""}, {""text_id"": ""FT-046"", ""text"": ""some lua script shit, not interested rught now""}, {""text_id"": ""FT-045"", ""text"": ""closer to end about redis lock and redlock for stronger guarantee""}]"
RS-094,RIU-094,image-c72905b52d2d88ddb7a03fd682e2aff0c12daa3d,cf2aa66d1486c483fca037a11afb507b2ecac018f92fa8a840f9f68d2e69fc83,3878.747952246487,10490.042914501506,878.0,482.0,910,500,R08,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/RS-094__cf2aa66d14.png,Why synchronous partition factories are a poor place for asynchronous Redis calls.,"[{""text_id"": ""FT-049"", ""text"": ""accessing redis in ratelimiter""}, {""text_id"": ""FT-048"", ""text"": ""how ratelimiter behaves with multiple instances""}, {""text_id"": ""FT-047"", ""text"": ""where does ratelimiter stores attempt counts""}, {""text_id"": ""FT-032"", ""text"": ""what lease CAN include, how to discover it""}, {""text_id"": ""FT-031"", ""text"": ""applying limiters via attributes""}]"
RS-095,RIU-095,image-748776328343b551bbe37f0cdbe96b84cd6e4506,7f5693f14b5231c015bd4f9876bcedcf3667c375ec0063b4fc493fb6f8639db8,5936.2222730549865,10505.968890186463,875.0,375.0,875,375,R08,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/RS-095__7f5693f14b.png,"Limiter counters/tokens are ordinary in-process object fields, not implicit global static state.","[{""text_id"": ""FT-048"", ""text"": ""how ratelimiter behaves with multiple instances""}, {""text_id"": ""FT-047"", ""text"": ""where does ratelimiter stores attempt counts""}, {""text_id"": ""FT-049"", ""text"": ""accessing redis in ratelimiter""}, {""text_id"": ""FT-046"", ""text"": ""some lua script shit, not interested rught now""}, {""text_id"": ""FT-045"", ""text"": ""closer to end about redis lock and redlock for stronger guarantee""}]"
RS-096,RIU-096,image-fa81a363b41a31cadee7a66d3373509cbc26de93,f7b160ee669cc8b9bf794d05c5873209103b1e13defb40cbf2bd7dc9887f7f99,5973.182222258465,10938.160497543771,893.0,482.0,931,503,R08,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/RS-096__f7b160ee66.png,Multi-instance local limits versus shared Redis-backed global state.,"[{""text_id"": ""FT-048"", ""text"": ""how ratelimiter behaves with multiple instances""}, {""text_id"": ""FT-047"", ""text"": ""where does ratelimiter stores attempt counts""}, {""text_id"": ""FT-049"", ""text"": ""accessing redis in ratelimiter""}, {""text_id"": ""FT-046"", ""text"": ""some lua script shit, not interested rught now""}, {""text_id"": ""FT-045"", ""text"": ""closer to end about redis lock and redlock for stronger guarantee""}]"
RS-097,RIU-097,image-9044c0c0ab2ad8881f262b9b115b786b646bdd64,40b5cc5eba6521545c18aa9201ae554714fde4f4c07e623c9ba15194520d9aa9,3896.152327246487,10994.199225536662,819.0,202.0,819,202,R08,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/RS-097__40b5cc5eba.png,Recommended split: RateLimiter for request throttling and Redis for stateful account lockout.,"[{""text_id"": ""FT-049"", ""text"": ""accessing redis in ratelimiter""}, {""text_id"": ""FT-048"", ""text"": ""how ratelimiter behaves with multiple instances""}, {""text_id"": ""FT-047"", ""text"": ""where does ratelimiter stores attempt counts""}, {""text_id"": ""FT-032"", ""text"": ""what lease CAN include, how to discover it""}, {""text_id"": ""FT-031"", ""text"": ""applying limiters via attributes""}]"
RS-098,RIU-098,image-85fc303fa54042900d25bfd634fcf96c203e8325,b8a2a58e67eea455964f74a886966612ca2ebd15e955d17581cb0576966306f6,5992.634986689028,11470.221232697257,1007.0,383.0,1007,383,R08,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/RS-098__b8a2a58e67.png,Why not every request decision should depend on Redis; layered protection architecture.,"[{""text_id"": ""FT-048"", ""text"": ""how ratelimiter behaves with multiple instances""}, {""text_id"": ""FT-047"", ""text"": ""where does ratelimiter stores attempt counts""}, {""text_id"": ""FT-049"", ""text"": ""accessing redis in ratelimiter""}, {""text_id"": ""FT-046"", ""text"": ""some lua script shit, not interested rught now""}, {""text_id"": ""FT-045"", ""text"": ""closer to end about redis lock and redlock for stronger guarantee""}]"
