"month","day","source","sourcePart","conspectName","planName","status","matchedRow","matchedSvg","matchedFolder","score","originalTopicNote"
"04","1","react or client.js.css area.pdf","3","useref, when need to have ref from obj created in useeffect + when need to access someting inside effect without incl into dep array","useref, when need to have ref from obj created in useeffect + when need to access someting inside effect without incl into dep array","MATCH_EXACT","extra-067","useref, when need to have ref from obj created in useeffect + when need to access someting inside effect without incl into dep array.svg","useref, when need to have ref from obj created in useeffect + when need to access someting inside effect without incl into dep array","1","pseudoel, pseudo with parents stacking context, darp popup on full screen pseudo el; useref, when need to have ref from obj created in useeffect + when need to access someting inside effect without incl into dep array"
"04","1","topic nots asp 4.pdf","","interlocked,interlocked.read","interlocked,interlocked.read","MATCH_EXACT","9","interlocked,interlocked.read.svg","interlocked,interlocked.read","1","interlocked,interlocked.read; objectpool,arraypool,memorypool;dbcontextpool, queryfilter;query filters ef core;"
"04","1","topic nots asp 4.pdf","","objectpool,arraypool,memorypool","objectpool,arraypool,memorypool","MATCH_EXACT","81","objectpool,arraypool,memorypool.svg","objectpool,arraypool,memorypool","1","interlocked,interlocked.read; objectpool,arraypool,memorypool;dbcontextpool, queryfilter;query filters ef core;"
"04","1","topic nots asp 4.pdf","","dbcontextpool, queryfilter","dbcontextpool, queryfilter","MATCH_EXACT","18","dbcontextpool, queryfilter.svg","dbcontextpool, queryfilter","1","interlocked,interlocked.read; objectpool,arraypool,memorypool;dbcontextpool, queryfilter;query filters ef core;"
"04","1","topic nots asp 4.pdf","","query filters ef core","query filters ef core","MATCH_EXACT","59","query filters ef core.svg","query filters ef core","1","interlocked,interlocked.read; objectpool,arraypool,memorypool;dbcontextpool, queryfilter;query filters ef core;"
"04","2","react or client.js.css area.pdf","3","persistance, zustand,rquery,redux","persistance, zustand,rquery,redux","MATCH_EXACT","extra-006","persistance, zustand,rquery,redux.svg","persistance, zustand,rquery,redux","1","persistance, zustand,rquery,redux"
"04","2","topic nots asp 4.pdf","","stored procedures","stored procedures","MATCH_EXACT","extra-039","stored procedures.svg","stored procedures","1","stored procedures;rawconnections,dbconnection,sqlconnection,commands"
"04","2","topic nots asp 4.pdf","","rawconnections,dbconnection,sqlconnection,commands","rawconnections,dbconnection,sqlconnection,commands","MATCH_EXACT","7","rawconnections,dbconnection,sqlconnection,commands.svg","rawconnections,dbconnection,sqlconnection,commands","1","stored procedures;rawconnections,dbconnection,sqlconnection,commands"
"04","3","react or client.js.css area.pdf","3","inset vs size,margins,formula","inset vs size,margins,formula","MATCH_EXACT","138","inset vs size,margins,formula.svg","inset vs size,margins,formula","1","inset vs size,margins,formula;"
"04","3","topic nots asp 4.pdf","","REFLECTION","REFLECTION","MATCH_EXACT","42","REFLECTION.svg","REFLECTION","1","REFLECTION;time;problem2; jsondocument, jsonnode, jsonelement, utf8jsonwriter"
"04","3","topic nots asp 4.pdf","","time","time","MATCH_EXACT","extra-059","time.svg","time","1","REFLECTION;time;problem2; jsondocument, jsonnode, jsonelement, utf8jsonwriter"
"04","3","topic nots asp 4.pdf","","problem2","problem2","MATCH_EXACT","extra-009","problem2.svg","problem2","1","REFLECTION;time;problem2; jsondocument, jsonnode, jsonelement, utf8jsonwriter"
"04","3","topic nots asp 4.pdf","","jsondocument, jsonnode, jsonelement, utf8jsonwriter","jsondocument, jsonnode, jsonelement, utf8jsonwriter","MATCH_EXACT","218","jsondocument, jsonnode, jsonelement, utf8jsonwriter.svg","jsondocument, jsonnode, jsonelement, utf8jsonwriter","1","REFLECTION;time;problem2; jsondocument, jsonnode, jsonelement, utf8jsonwriter"
"04","4","react or client.js.css area.pdf","3","set js","set js","MATCH_EXACT","24","set js.svg","set js","1","set js;splice;not"
"04","4","react or client.js.css area.pdf","3","splice","splice","MATCH_EXACT","76","splice.svg","splice","1","set js;splice;not"
"04","4","react or client.js.css area.pdf","3","not","not","MATCH_EXACT","228","not.svg","not","1","set js;splice;not"
"04","4","topic nots asp 4.pdf","","return new ()","return new ()","MATCH_EXACT","4","return new ().svg","return new ()","1","return new ();headers;basic auth;server resources,multipleinstances,microservices; ascii;"
"04","4","topic nots asp 4.pdf","","headers","headers","MATCH_EXACT","202","headers.svg","headers","1","return new ();headers;basic auth;server resources,multipleinstances,microservices; ascii;"
"04","4","topic nots asp 4.pdf","","basic auth","basic auth","MATCH_EXACT","51","basic auth.svg","basic auth","1","return new ();headers;basic auth;server resources,multipleinstances,microservices; ascii;"
"04","4","topic nots asp 4.pdf","","server resources,multipleinstances,microservices","server resources,multipleinstances,microservices","MATCH_EXACT","23","server resources,multipleinstances,microservices.svg","server resources,multipleinstances,microservices","1","return new ();headers;basic auth;server resources,multipleinstances,microservices; ascii;"
"04","4","topic nots asp 4.pdf","","ascii","ascii","MATCH_EXACT","139","ascii.svg","ascii","1","return new ();headers;basic auth;server resources,multipleinstances,microservices; ascii;"
"04","5","topic nots asp 4.pdf","","CORS","CORS","MATCH_EXACT","180","CORS.svg","CORS","1","CORS"
"04","6","topic nots asp 4.pdf","","ef core context.database, transaction object, savechanges, dbconnection,dbtransaction","ef core context.database, transaction object, savechanges, dbconnection,dbtransaction","MATCH_EXACT","186","ef core context.database, transaction object, savechanges, dbconnection,dbtransaction.svg","ef-core-context-database-transaction-object-savechanges-dbconnection-dbtransaction","1","ef core context.database, transaction object, savechanges, dbconnection,dbtransaction"
"04","7","topic nots asp 4.pdf","","filters","filters","MATCH_EXACT","197","filters.svg","filters","1","filters"
"04","7","topic nots asp 4.pdf","","- EF CORE GENERAL repo shit entity shit onmodelcreat shit transactions shit dbexceptions db level invariants,protection, trigger","- EF CORE GENERAL repo shit entity shit onmodelcreat shit transactions shit dbexceptions db level invariants,protection, trigger","MATCH_EXACT","152","- EF CORE GENERAL  repo shit   entity shit   onmodelcreat shit  transactions shit  dbexceptions   db level invariants,protection, trigger.svg","ef-core-general-repo-shit-entity-shit-onmodelcreat-shit-transactions-shit-dbexceptions-db-level-invariants-protection-trigger","1","- EF CORE GENERAL repo shit entity shit onmodelcreat shit transactions shit dbexceptions db level invariants,protection, trigger"
"04","8","topic nots asp 4.pdf","","server browser threads,memory, webworkers , runtime vs compiler , es","server browser threads,memory, webworkers , runtime vs compiler , es","MATCH_EXACT","extra-031","server browser threads,memory, webworkers , runtime vs compiler , es.svg","server browser threads,memory, webworkers , runtime vs compiler , es","1","server browser threads,memory, webworkers , runtime vs compiler , es;pointers; redis, idatabase,iserver;implicit operators explicit operators;"
"04","8","topic nots asp 4.pdf","","pointers","pointers","MATCH_EXACT","10","pointers.svg","pointers","1","server browser threads,memory, webworkers , runtime vs compiler , es;pointers; redis, idatabase,iserver;implicit operators explicit operators;"
"04","8","topic nots asp 4.pdf","","redis, idatabase,iserver","redis, idatabase,iserver","MATCH_EXACT","65","redis, idatabase,iserver.svg","redis, idatabase,iserver","1","server browser threads,memory, webworkers , runtime vs compiler , es;pointers; redis, idatabase,iserver;implicit operators explicit operators;"
"04","8","topic nots asp 4.pdf","","implicit operators explicit operators","implicit operators explicit operators","MATCH_EXACT","136","implicit operators  explicit operators.svg","implicit operators  explicit operators","1","server browser threads,memory, webworkers , runtime vs compiler , es;pointers; redis, idatabase,iserver;implicit operators explicit operators;"
"04","9","topic nots asp 4.pdf","","proxy, server, vite dev server proxy","proxy, server, vite dev server proxy","MATCH_EXACT","111","proxy, server, vite dev server proxy.svg","proxy, server, vite dev server proxy","1","proxy, server, vite dev server proxy; sheet hashset; sheet dict; cache control header,directives, PUBLIC PRIVATE CACHE , RESPONSE CACHE TYPES , E TAG CACHE FLOWS;outputcache layers, to use or not,locking, outputcache vs cdn"
"04","9","topic nots asp 4.pdf","","sheet hashset","sheet hashset","MATCH_EXACT","extra-035","sheet hashset.svg","sheet hashset","1","proxy, server, vite dev server proxy; sheet hashset; sheet dict; cache control header,directives, PUBLIC PRIVATE CACHE , RESPONSE CACHE TYPES , E TAG CACHE FLOWS;outputcache layers, to use or not,locking, outputcache vs cdn"
"04","9","topic nots asp 4.pdf","","sheet dict","sheet dict","MATCH_EXACT","58","sheet dict.svg","sheet dict","1","proxy, server, vite dev server proxy; sheet hashset; sheet dict; cache control header,directives, PUBLIC PRIVATE CACHE , RESPONSE CACHE TYPES , E TAG CACHE FLOWS;outputcache layers, to use or not,locking, outputcache vs cdn"
"04","9","topic nots asp 4.pdf","","cache control header,directives, PUBLIC PRIVATE CACHE , RESPONSE CACHE TYPES , E TAG CACHE FLOWS","cache control header,directives, PUBLIC PRIVATE CACHE , RESPONSE CACHE TYPES , E TAG CACHE FLOWS","MATCH_EXACT","55","cache control header,directives, PUBLIC PRIVATE CACHE , RESPONSE CACHE TYPES , E TAG CACHE FLOWS.svg","cache control header,directives, PUBLIC PRIVATE CACHE , RESPONSE CACHE TYPES , E TAG CACHE FLOWS","1","proxy, server, vite dev server proxy; sheet hashset; sheet dict; cache control header,directives, PUBLIC PRIVATE CACHE , RESPONSE CACHE TYPES , E TAG CACHE FLOWS;outputcache layers, to use or not,locking, outputcache vs cdn"
"04","9","topic nots asp 4.pdf","","outputcache layers, to use or not,locking, outputcache vs cdn","outputcache layers, to use or not,locking, outputcache vs cdn","MATCH_EXACT","extra-002","outputcache layers, to use or not,locking, outputcache vs cdn.svg","outputcache-layers-to-use-or-not-locking-outputcache-vs-cdn","1","proxy, server, vite dev server proxy; sheet hashset; sheet dict; cache control header,directives, PUBLIC PRIVATE CACHE , RESPONSE CACHE TYPES , E TAG CACHE FLOWS;outputcache layers, to use or not,locking, outputcache vs cdn"
"04","10","topic nots asp 4.pdf","","SQL SERVER MARS","SQL SERVER MARS","MATCH_EXACT","14","SQL SERVER MARS.svg","sql-server-mars","1","SQL SERVER MARS;"
"04","11","topic nots asp 4.pdf","","ALL ABOUT REQ RES ,,,,,,,TYPES OF REQUEST CONTENT httpclient part, server part, pipereader pipewriter stream reader stream writer","ALL ABOUT REQ RES ,,,,,,,TYPES OF REQUEST CONTENT httpclient part, server part, pipereader pipewriter stream reader stream writer","MATCH_EXACT","46","ALL ABOUT REQ RES ,,,,,,,TYPES OF REQUEST CONTENT httpclient part,  server part, pipereader pipewriter stream reader stream writer.svg","ALL ABOUT REQ RES ,,,,,,,TYPES OF REQUEST CONTENT httpclient part,  server part, pipereader pipewriter stream reader stream writer","1","ALL ABOUT REQ RES ,,,,,,,TYPES OF REQUEST CONTENT httpclient part, server part, pipereader pipewriter stream reader stream writer"
"04","11","topic nots asp 4.pdf","","jsondocument, jsonnode, jsonelement, utf8jsonwriter","jsondocument, jsonnode, jsonelement, utf8jsonwriter","MATCH_EXACT","218","jsondocument, jsonnode, jsonelement, utf8jsonwriter.svg","jsondocument, jsonnode, jsonelement, utf8jsonwriter","1","jsondocument, jsonnode, jsonelement, utf8jsonwriter"
"04","12","topic nots asp 4.pdf","","sql syntax. sql server","sql syntax. sql server","MATCH_EXACT","extra-037","sql syntax. sql server.svg","sql-syntax-sql-server","1","sql syntax. sql server"
"04","13","topic nots asp 4.pdf","","onmodelcreating","onmodelcreating","MATCH_EXACT","230","onmodelcreating.svg","onmodelcreating","1","onmodelcreating"
"04","14","topic nots asp 4.pdf","","binary primitives","binary primitives","MATCH_EXACT","79","binary primitives.svg","binary primitives","1","binary primitives;utf8 string literal;implicit operators explicit operators;actiondescriptor,controlleractiondescriptor,endpoint,metadata, route or endpoint name, iapiendpointmetadata, ordered metadata;apibehavioroptions;xss, csp"
"04","14","topic nots asp 4.pdf","","utf8 string literal","utf8 string literal","MATCH_EXACT","57","utf8 string  literal.svg","utf8 string  literal","1","binary primitives;utf8 string literal;implicit operators explicit operators;actiondescriptor,controlleractiondescriptor,endpoint,metadata, route or endpoint name, iapiendpointmetadata, ordered metadata;apibehavioroptions;xss, csp"
"04","14","topic nots asp 4.pdf","","implicit operators explicit operators","implicit operators explicit operators","MATCH_EXACT","136","implicit operators  explicit operators.svg","implicit operators  explicit operators","1","binary primitives;utf8 string literal;implicit operators explicit operators;actiondescriptor,controlleractiondescriptor,endpoint,metadata, route or endpoint name, iapiendpointmetadata, ordered metadata;apibehavioroptions;xss, csp"
"04","14","topic nots asp 4.pdf","","actiondescriptor,controlleractiondescriptor,endpoint,metadata, route or endpoint name, iapiendpointmetadata, ordered metadata","actiondescriptor,controlleractiondescriptor,endpoint,metadata, route or endpoint name, iapiendpointmetadata, ordered metadata","MATCH_EXACT","155","actiondescriptor,controlleractiondescriptor,endpoint,metadata, route or endpoint name, iapiendpointmetadata, ordered metadata.svg","actiondescriptor-controlleractiondescriptor-endpoint-metadata-route-or-endpoint-name-iapiendpointmetadata-ordered-metadata","1","binary primitives;utf8 string literal;implicit operators explicit operators;actiondescriptor,controlleractiondescriptor,endpoint,metadata, route or endpoint name, iapiendpointmetadata, ordered metadata;apibehavioroptions;xss, csp"
"04","14","topic nots asp 4.pdf","","apibehavioroptions","apibehavioroptions","MATCH_EXACT","158","apibehavioroptions.svg","apibehavioroptions","1","binary primitives;utf8 string literal;implicit operators explicit operators;actiondescriptor,controlleractiondescriptor,endpoint,metadata, route or endpoint name, iapiendpointmetadata, ordered metadata;apibehavioroptions;xss, csp"
"04","14","topic nots asp 4.pdf","","xss, csp","xss, csp","MATCH_EXACT","extra-075","xss, csp.svg","xss, csp","1","binary primitives;utf8 string literal;implicit operators explicit operators;actiondescriptor,controlleractiondescriptor,endpoint,metadata, route or endpoint name, iapiendpointmetadata, ordered metadata;apibehavioroptions;xss, csp"
"04","15","topic nots asp 4.pdf","","cookies, general theo, plain cookie options,","cookies, general theo, plain cookie options,","MATCH_EXACT","86","cookies, general theo, plain cookie options.svg","cookies-general-theo-plain-cookie-options","1","cookies, general theo, plain cookie options,;cookies vs tokens sheet jswt in cookies;usecookiepolicy;cookies auth ON REDIRECT probmem details returning"
"04","15","topic nots asp 4.pdf","","cookies vs tokens sheet jswt in cookies","cookies vs tokens sheet jswt in cookies","MATCH_EXACT","178","cookies vs tokens sheet jswt in cookies.svg","cookies vs tokens sheet jswt in cookies","1","cookies, general theo, plain cookie options,;cookies vs tokens sheet jswt in cookies;usecookiepolicy;cookies auth ON REDIRECT probmem details returning"
"04","15","topic nots asp 4.pdf","","usecookiepolicy","usecookiepolicy","MATCH_EXACT","extra-064","usecookiepolicy.svg","usecookiepolicy","1","cookies, general theo, plain cookie options,;cookies vs tokens sheet jswt in cookies;usecookiepolicy;cookies auth ON REDIRECT probmem details returning"
"04","15","topic nots asp 4.pdf","","cookies auth ON REDIRECT probmem details returning","cookies auth ON REDIRECT probmem details returning","MATCH_EXACT","177","cookies auth ON REDIRECT  probmem details returning.svg","cookies auth ON REDIRECT  probmem details returning","1","cookies, general theo, plain cookie options,;cookies vs tokens sheet jswt in cookies;usecookiepolicy;cookies auth ON REDIRECT probmem details returning"
"04","16","topic nots asp 4.pdf","","principles,practises,patterns","principles,practises,patterns","MATCH_EXACT","100","principles,practises,patterns.svg","principles,practises,patterns","1","principles,practises,patterns;events,delegaates,action;conventions;claimstransformation;ef migrations, dotnet-counters;keyless entity type;composite key;alternate key;ef core performance, diagnostics , compiled linq, batching, n + 1"
"04","16","topic nots asp 4.pdf","","events,delegaates,action","events,delegaates,action","MATCH_EXACT","193","events,delegaates,action.svg","events,delegaates,action","1","principles,practises,patterns;events,delegaates,action;conventions;claimstransformation;ef migrations, dotnet-counters;keyless entity type;composite key;alternate key;ef core performance, diagnostics , compiled linq, batching, n + 1"
"04","16","topic nots asp 4.pdf","","conventions","conventions","MATCH_EXACT","176","conventions.svg","conventions","1","principles,practises,patterns;events,delegaates,action;conventions;claimstransformation;ef migrations, dotnet-counters;keyless entity type;composite key;alternate key;ef core performance, diagnostics , compiled linq, batching, n + 1"
"04","16","topic nots asp 4.pdf","","claimstransformation","claimstransformation","MATCH_EXACT","172","claimstransformation.svg","claimstransformation","1","principles,practises,patterns;events,delegaates,action;conventions;claimstransformation;ef migrations, dotnet-counters;keyless entity type;composite key;alternate key;ef core performance, diagnostics , compiled linq, batching, n + 1"
"04","16","topic nots asp 4.pdf","","ef migrations, dotnet-counters","ef migrations, dotnet-counters","MATCH_EXACT","47","ef migrations, dotnet-counters.svg","ef migrations, dotnet-counters","1","principles,practises,patterns;events,delegaates,action;conventions;claimstransformation;ef migrations, dotnet-counters;keyless entity type;composite key;alternate key;ef core performance, diagnostics , compiled linq, batching, n + 1"
"04","16","topic nots asp 4.pdf","","keyless entity type","keyless entity type","MATCH_EXACT","219","keyless entity type.svg","keyless entity type","1","principles,practises,patterns;events,delegaates,action;conventions;claimstransformation;ef migrations, dotnet-counters;keyless entity type;composite key;alternate key;ef core performance, diagnostics , compiled linq, batching, n + 1"
"04","16","topic nots asp 4.pdf","","composite key","composite key","MATCH_EXACT","39","composite key.svg","composite-key","1","principles,practises,patterns;events,delegaates,action;conventions;claimstransformation;ef migrations, dotnet-counters;keyless entity type;composite key;alternate key;ef core performance, diagnostics , compiled linq, batching, n + 1"
"04","16","topic nots asp 4.pdf","","alternate key","alternate key","MATCH_EXACT","78","alternate key.svg","alternate-key","1","principles,practises,patterns;events,delegaates,action;conventions;claimstransformation;ef migrations, dotnet-counters;keyless entity type;composite key;alternate key;ef core performance, diagnostics , compiled linq, batching, n + 1"
"04","16","topic nots asp 4.pdf","","ef core performance, diagnostics , compiled linq, batching, n + 1","ef core performance, diagnostics , compiled linq, batching, n + 1","MATCH_EXACT","27","ef core performance, diagnostics , compiled linq, batching, n + 1.svg","ef-core-performance-diagnostics-compiled-linq-batching-n-1","1","principles,practises,patterns;events,delegaates,action;conventions;claimstransformation;ef migrations, dotnet-counters;keyless entity type;composite key;alternate key;ef core performance, diagnostics , compiled linq, batching, n + 1"
"04","17","topic nots asp 4.pdf","","indexes, onmodel indexes","indexes, onmodel indexes","MATCH_EXACT","207","indexes, onmodel indexes.svg","indexes, onmodel indexes","1","indexes, onmodel indexes;views, idexed views;searching impl, ef core, full text search,sql server;"
"04","17","topic nots asp 4.pdf","","views, idexed views","views, idexed views","MATCH_EXACT","extra-071","views, idexed views.svg","views-idexed-views","1","indexes, onmodel indexes;views, idexed views;searching impl, ef core, full text search,sql server;"
"04","17","topic nots asp 4.pdf","","searching impl, ef core, full text search,sql server","searching impl, ef core, full text search,sql server","MATCH_EXACT","17","searching impl, ef core, full text search,sql server.svg","searching impl, ef core, full text search,sql server","1","indexes, onmodel indexes;views, idexed views;searching impl, ef core, full text search,sql server;"
"04","17","topic nots asp 4.pdf","","computed columns","computed columns","MATCH_EXACT","117","computed columns.svg","computed columns","1","computed columns;sqlserver,efcore, bulk,sqlbulkcopy;"
"04","17","topic nots asp 4.pdf","","sqlserver,efcore, bulk,sqlbulkcopy","sqlserver,efcore, bulk,sqlbulkcopy","MATCH_EXACT","extra-038","sqlserver,efcore, bulk,sqlbulkcopy.svg","sqlserver-efcore-bulk-sqlbulkcopy","1","computed columns;sqlserver,efcore, bulk,sqlbulkcopy;"
"04","17","topic nots asp 4.pdf","","- EF CORE GENERAL repo shit entity shit onmodelcreat shit transactions shit dbexceptions db level invariants,protection, trigger","- EF CORE GENERAL repo shit entity shit onmodelcreat shit transactions shit dbexceptions db level invariants,protection, trigger","MATCH_EXACT","152","- EF CORE GENERAL  repo shit   entity shit   onmodelcreat shit  transactions shit  dbexceptions   db level invariants,protection, trigger.svg","ef-core-general-repo-shit-entity-shit-onmodelcreat-shit-transactions-shit-dbexceptions-db-level-invariants-protection-trigger","1","- EF CORE GENERAL repo shit entity shit onmodelcreat shit transactions shit dbexceptions db level invariants,protection, trigger"
