source_id,image_use_id,fileId,fileId_short,x,y,x_center,y_center,width,height,source_image_file,nearest_labels_for_search_only
S-001,IU-001,86922be1d4f15948e1cd8d5cd32c96b27bd24e52,86922be1d4,22607.488,1082.042,23081.488,1189.542,948,215,assets/source-images/S-001__86922be1d4.png,L-001: canconnect usage | L-002: canconnect | L-007: ensurecreated | L-012: database methods | L-008: ensuredeleted | L-014: migrations | L-015: migrate() | L-025: getpendingmig/getappliedmigr/getmigr
S-144,IU-144,9f449a4c240c85f0d2f1c306aeac6ffe8fede70d,9f449a4c24,22709.678,10800.709,23201.178,10947.209,983,293,assets/source-images/S-144__9f449a4c24.png,L-112: setdbconnection | L-116: (with dbcontextoptoins and | L-117: manual creation of context) | L-104: get/set connectionstring | L-113: can control whether context owns the disposal of the | L-115: connection | L-082: openconnection | L-122: get/set commandtimeout
S-145,IU-145,c4ba620925f9a41c833c765f71f4388e30e041af,c4ba620925,5340.1,10834.396,5822.6,11042.396,965,416,assets/source-images/S-145__c4ba620925.png,L-109: work pattern | L-106: separate context for bulk | L-102: tracking after memory release | L-100: avoid extra cpu cost from | L-097: better patterns | L-103: from clearing too | L-094: ChangeTracker.Clear | L-110: pattern
S-146,IU-146,5e10d75d777ffae18acd6001001474edfce6f87b,5e10d75d77,4266.676,10865.164,4738.676,11061.164,944,392,assets/source-images/S-146__5e10d75d77.png,L-110: pattern | L-108: short lived context | L-109: work pattern | L-106: separate context for bulk | L-099: short lived dbcontexts | L-096: cler/disposable | L-097: better patterns | L-094: ChangeTracker.Clear
S-147,IU-147,148fd6ba957340443d10c2fdb67dc2e13b8bd655,148fd6ba95,9079.771,10985.149,9523.271,11123.149,887,276,assets/source-images/S-147__148fd6ba95.png,"L-114: why disable auto savepoints | L-105: everything,savepoints | L-101: 4 dont want to rollback | L-092: of savechanges | L-088: another phase | L-089: what is flush | L-085: 3 flush/send query before | L-091: query"
S-148,IU-148,a98a4b08dc0fdc9b2db1c3be644ce091ef900a6c,a98a4b08dc,20329.612,10989.617,20813.112,11181.117,967,383,assets/source-images/S-148__a98a4b08dc.png,L-111: for multiple operations | L-107: why to use one connection | L-112: setdbconnection | L-104: get/set connectionstring | L-116: (with dbcontextoptoins and | L-117: manual creation of context) | L-122: get/set commandtimeout | L-126: can we merge two ef transactions
S-149,IU-149,0236c82fbe8d35930820db9297c1271723b82edc,0236c82fbe,13482.796,11236.523,13961.796,11440.523,958,408,assets/source-images/S-149__0236c82fbe.png,"L-118: usetransaction | L-119: getdbtransaction | L-120: same conection | L-090: lives,rollback after write to db | L-123: what if we wont | L-086: where transaction | L-125: use one connection per one transaction | L-084: WHAT DO WE GET FROM GETDBTRANSACTION"
S-150,IU-150,eb68b775359e3b913df5ba69fd662a602093f888,eb68b77535,5347.247,11249.627,5768.747,11484.127,843,469,assets/source-images/S-150__eb68b77535.png,L-109: work pattern | L-106: separate context for bulk | L-102: tracking after memory release | L-110: pattern | L-100: avoid extra cpu cost from | L-103: from clearing too | L-108: short lived context | L-097: better patterns
S-151,IU-151,086a4b5542fe620471738aad2eb2de7e28a7c8fe,086a4b5542,20131.681,11381.103,20305.181,11404.103,347,46,assets/source-images/S-151__086a4b5542.png,L-111: for multiple operations | L-107: why to use one connection | L-126: can we merge two ef transactions | L-112: setdbconnection | L-116: (with dbcontextoptoins and | L-117: manual creation of context) | L-104: get/set connectionstring | L-122: get/set commandtimeout
S-152,IU-152,dbc42432e50995f5ac9f773e292909dfab5fd698,dbc42432e5,20341.723,11440.006,20826.223,11606.006,969,332,assets/source-images/S-152__dbc42432e5.png,L-111: for multiple operations | L-107: why to use one connection | L-112: setdbconnection | L-117: manual creation of context) | L-116: (with dbcontextoptoins and | L-122: get/set commandtimeout | L-126: can we merge two ef transactions | L-104: get/set connectionstring
S-153,IU-153,968a41478d1c45d912eb08cb5b7caebe240c01dc,968a41478d,9090.715,11455.816,9549.715,11579.816,918,248,assets/source-images/S-153__968a41478d.png,"L-114: why disable auto savepoints | L-105: everything,savepoints | L-101: 4 dont want to rollback | L-092: of savechanges | L-088: another phase | L-089: what is flush | L-085: 3 flush/send query before | L-091: query"
S-154,IU-154,2590739a9851e42b43d14fa743137e62716d16c7,2590739a98,23943.279,11492.824,24432.779,11667.324,979,349,assets/source-images/S-154__2590739a98.png,L-115: connection | L-113: can control whether context owns the disposal of the | L-117: manual creation of context) | L-116: (with dbcontextoptoins and | L-112: setdbconnection | L-122: get/set commandtimeout | L-104: get/set connectionstring | L-127: enlisttransaction/getenlistedtransaction
S-155,IU-155,2faed444c0b8376bb8e3b13cbd271ecc92be8142,2faed444c0,22747.475,11675.094,23219.475,11908.594,944,467,assets/source-images/S-155__2faed444c0.png,L-117: manual creation of context) | L-116: (with dbcontextoptoins and | L-112: setdbconnection | L-115: connection | L-113: can control whether context owns the disposal of the | L-122: get/set commandtimeout | L-104: get/set connectionstring | L-127: enlisttransaction/getenlistedtransaction
S-156,IU-156,d6bbe168ff38470d4f39b9bb66f1afb448335d97,d6bbe168ff,5338.741,11730.998,5795.241,11814.498,913,167,assets/source-images/S-156__d6bbe168ff.png,L-109: work pattern | L-106: separate context for bulk | L-102: tracking after memory release | L-110: pattern | L-108: short lived context | L-103: from clearing too | L-100: avoid extra cpu cost from | L-097: better patterns
S-157,IU-157,29dfa26ee941689235acd79fe05f693f0c4df77c,29dfa26ee9,20349.168,11795.308,20805.668,11908.308,913,226,assets/source-images/S-157__29dfa26ee9.png,L-111: for multiple operations | L-107: why to use one connection | L-112: setdbconnection | L-122: get/set commandtimeout | L-126: can we merge two ef transactions | L-117: manual creation of context) | L-116: (with dbcontextoptoins and | L-104: get/set connectionstring
S-158,IU-158,98ed383ecde9f77ecd4f5cbd56cd8c962c886cd1,98ed383ecd,13501.058,11813.102,13970.558,11993.602,939,361,assets/source-images/S-158__98ed383ecd.png,"L-119: getdbtransaction | L-118: usetransaction | L-120: same conection | L-123: what if we wont | L-125: use one connection per one transaction | L-090: lives,rollback after write to db | L-086: where transaction | L-084: WHAT DO WE GET FROM GETDBTRANSACTION"
S-159,IU-159,83581480f896628ec7f8257a76d1226db948a205,83581480f8,20361.501,12038.974,20824.001,12129.974,925,182,assets/source-images/S-159__83581480f8.png,L-111: for multiple operations | L-107: why to use one connection | L-122: get/set commandtimeout | L-126: can we merge two ef transactions | L-112: setdbconnection | L-117: manual creation of context) | L-116: (with dbcontextoptoins and | L-127: enlisttransaction/getenlistedtransaction
S-160,IU-160,25af95ba7d8a7fde71ca174b06c7b26e6de998c8,25af95ba7d,22732.9,12139.473,23221.9,12336.473,978,394,assets/source-images/S-160__25af95ba7d.png,L-122: get/set commandtimeout | L-117: manual creation of context) | L-116: (with dbcontextoptoins and | L-112: setdbconnection | L-115: connection | L-113: can control whether context owns the disposal of the | L-127: enlisttransaction/getenlistedtransaction | L-104: get/set connectionstring
S-161,IU-161,f863692ee85cbd9edcea9adcc3a56dc6218996f7,f863692ee8,13514.558,12188.269,13966.558,12368.269,904,360,assets/source-images/S-161__f863692ee8.png,"L-120: same conection | L-119: getdbtransaction | L-118: usetransaction | L-123: what if we wont | L-125: use one connection per one transaction | L-090: lives,rollback after write to db | L-086: where transaction | L-084: WHAT DO WE GET FROM GETDBTRANSACTION"
S-162,IU-162,9a6d3e9e7f369ed6607bee6b0ceac3e87b6fa566,9a6d3e9e7f,13538.391,12703.769,13987.891,12936.269,899,465,assets/source-images/S-162__9a6d3e9e7f.png,L-120: same conection | L-119: getdbtransaction | L-125: use one connection per one transaction | L-118: usetransaction | L-123: what if we wont | L-129: usetransaction | L-131: 2 contexts | L-124: transaction
S-163,IU-163,5291502f6889842b20c296b0fce1df86a21ead61,5291502f68,22785.182,12816.009,23216.182,13057.009,862,482,assets/source-images/S-163__5291502f68.png,L-122: get/set commandtimeout | L-127: enlisttransaction/getenlistedtransaction | L-117: manual creation of context) | L-116: (with dbcontextoptoins and | L-115: connection | L-112: setdbconnection | L-113: can control whether context owns the disposal of the | L-132: isrelational/issqlserver/issqlite
S-164,IU-164,506795edd647b6db47bb6d48dadae68417dff178,506795edd6,16269.409,12947.655,16739.909,13081.655,941,268,assets/source-images/S-164__506795edd6.png,L-125: use one connection per one transaction | L-123: what if we wont | L-124: transaction | L-121: requirements to share local | L-120: same conection | L-129: usetransaction | L-119: getdbtransaction | L-131: 2 contexts
S-165,IU-165,112fc8a86d0e1d3bcd2503e494b74e7a8f1b5f9b,112fc8a86d,17775.459,12960.008,18267.959,13198.008,985,476,assets/source-images/S-165__112fc8a86d.png,L-124: transaction | L-121: requirements to share local | L-126: can we merge two ef transactions | L-128: usetransaction | L-130: context + ado.net | L-129: usetransaction | L-131: 2 contexts | L-125: use one connection per one transaction
S-166,IU-166,75c84d25a3c06aa03ed3b542bd6687e1156f9fae,75c84d25a3,19051.335,13039.426,19511.335,13221.926,920,365,assets/source-images/S-166__75c84d25a3.png,L-126: can we merge two ef transactions | L-128: usetransaction | L-130: context + ado.net | L-124: transaction | L-121: requirements to share local | L-111: for multiple operations | L-107: why to use one connection | L-129: usetransaction
S-167,IU-167,19b5875c0fbf13e2d8363b73c7bd6867bac29d87,19b5875c0f,13516.37,13179.183,14002.37,13399.683,972,441,assets/source-images/S-167__19b5875c0f.png,L-120: same conection | L-125: use one connection per one transaction | L-123: what if we wont | L-119: getdbtransaction | L-118: usetransaction | L-129: usetransaction | L-131: 2 contexts | L-124: transaction
S-168,IU-168,62ae25435a64cc0a6532b6b35b6cd73e3b7506bd,62ae25435a,16263.608,13230.75,16779.608,13410.25,1032,359,assets/source-images/S-168__62ae25435a.png,L-125: use one connection per one transaction | L-123: what if we wont | L-129: usetransaction | L-124: transaction | L-121: requirements to share local | L-131: 2 contexts | L-120: same conection | L-119: getdbtransaction
S-169,IU-169,27bc1442bda3023965b3910868feadcba2f9b642,27bc1442bd,22768.8,13318.847,23254.8,13395.347,972,153,assets/source-images/S-169__27bc1442bd.png,L-127: enlisttransaction/getenlistedtransaction | L-122: get/set commandtimeout | L-132: isrelational/issqlserver/issqlite | L-117: manual creation of context) | L-116: (with dbcontextoptoins and | L-115: connection | L-113: can control whether context owns the disposal of the | L-112: setdbconnection
S-170,IU-170,3d293ea582cc576b24119d9bf4b9c617005f47d2,3d293ea582,19056.047,13419.123,19522.547,13569.623,933,301,assets/source-images/S-170__3d293ea582.png,L-126: can we merge two ef transactions | L-128: usetransaction | L-130: context + ado.net | L-124: transaction | L-121: requirements to share local | L-129: usetransaction | L-131: 2 contexts | L-111: for multiple operations
S-171,IU-171,7791077b167419d07481d37ee81c89535d1ea778,7791077b16,17771.912,13458.868,18248.912,13650.368,954,383,assets/source-images/S-171__7791077b16.png,L-128: usetransaction | L-130: context + ado.net | L-124: transaction | L-121: requirements to share local | L-126: can we merge two ef transactions | L-129: usetransaction | L-131: 2 contexts | L-125: use one connection per one transaction
S-172,IU-172,c0b37c5af1c9b21463a9c02b82063dcc05e9fad5,c0b37c5af1,16298.233,13659.637,16782.733,13843.137,969,367,assets/source-images/S-172__c0b37c5af1.png,L-129: usetransaction | L-131: 2 contexts | L-125: use one connection per one transaction | L-123: what if we wont | L-124: transaction | L-121: requirements to share local | L-128: usetransaction | L-130: context + ado.net
S-173,IU-173,70feb20ef79d9bdf93e03a0d284db3164753bd74,70feb20ef7,19057.956,13742.502,19533.456,13877.502,951,270,assets/source-images/S-173__70feb20ef7.png,L-126: can we merge two ef transactions | L-128: usetransaction | L-130: context + ado.net | L-124: transaction | L-121: requirements to share local | L-129: usetransaction | L-131: 2 contexts | L-132: isrelational/issqlserver/issqlite
S-174,IU-174,f20a9fac6e87b003985aeff50eb52f7726bfa046,f20a9fac6e,17758.745,13943.127,18226.245,14125.627,935,365,assets/source-images/S-174__f20a9fac6e.png,L-128: usetransaction | L-130: context + ado.net | L-129: usetransaction | L-131: 2 contexts | L-124: transaction | L-121: requirements to share local | L-126: can we merge two ef transactions | L-125: use one connection per one transaction
S-175,IU-175,2c66216e55bca8d98a307cf48b13b4eb96fa4983,2c66216e55,19053.835,13960.093,19557.335,14114.593,1007,309,assets/source-images/S-175__2c66216e55.png,L-128: usetransaction | L-126: can we merge two ef transactions | L-130: context + ado.net | L-124: transaction | L-121: requirements to share local | L-129: usetransaction | L-131: 2 contexts | L-132: isrelational/issqlserver/issqlite
S-176,IU-176,8e2d0524db03a2ad3f03fa77dca97791347185e0,8e2d0524db,22851.77,13988.543,23239.27,14229.543,775,482,assets/source-images/S-176__8e2d0524db.png,L-127: enlisttransaction/getenlistedtransaction | L-132: isrelational/issqlserver/issqlite | L-122: get/set commandtimeout | L-133: generatecreatescript | L-117: manual creation of context) | L-116: (with dbcontextoptoins and | L-115: connection | L-113: can control whether context owns the disposal of the
S-177,IU-177,e57e40183a64b5fade0d1c7b4c37958530ddf1d1,e57e40183a,16291.03,14040.573,16795.03,14139.573,1008,198,assets/source-images/S-177__e57e40183a.png,L-129: usetransaction | L-131: 2 contexts | L-125: use one connection per one transaction | L-128: usetransaction | L-130: context + ado.net | L-123: what if we wont | L-124: transaction | L-121: requirements to share local
S-178,IU-178,1e971378bc9732f81188cbd0c91a4ef0edd280b6,1e971378bc,22831.011,14485.414,23304.511,14565.414,947,160,assets/source-images/S-178__1e971378bc.png,L-127: enlisttransaction/getenlistedtransaction | L-132: isrelational/issqlserver/issqlite | L-133: generatecreatescript | L-122: get/set commandtimeout | L-117: manual creation of context) | L-116: (with dbcontextoptoins and | L-115: connection | L-113: can control whether context owns the disposal of the
S-179,IU-179,e652c97551bfaf64c9000a40b6d8071888c54209,e652c97551,18347.394,14537.506,18785.894,14689.506,877,304,assets/source-images/S-179__e652c97551.png,L-130: context + ado.net | L-128: usetransaction | L-131: 2 contexts | L-129: usetransaction | L-126: can we merge two ef transactions | L-124: transaction | L-121: requirements to share local | L-134: 2 differenct
S-180,IU-180,cade5d07084e7b10f8411fe43bbe60e4fd456a34,cade5d0708,17088.87,14539.461,17552.37,14780.461,927,482,assets/source-images/S-180__cade5d0708.png,L-131: 2 contexts | L-129: usetransaction | L-130: context + ado.net | L-128: usetransaction | L-134: 2 differenct | L-135: contexts getting options | L-124: transaction | L-136: creating contexts manually
S-181,IU-181,395e02e536b16ba4f07c2b283b69e820e017394a,395e02e536,18343.95,14845.339,18791.45,15022.839,895,355,assets/source-images/S-181__395e02e536.png,L-130: context + ado.net | L-128: usetransaction | L-131: 2 contexts | L-129: usetransaction | L-126: can we merge two ef transactions | L-134: 2 differenct | L-135: contexts getting options | L-136: creating contexts manually
S-182,IU-182,e42350e029bf47d255f0a314d29a5e544d4d868a,e42350e029,22827.154,14867.591,23281.154,15108.591,908,482,assets/source-images/S-182__e42350e029.png,L-133: generatecreatescript | L-132: isrelational/issqlserver/issqlite | L-127: enlisttransaction/getenlistedtransaction | L-122: get/set commandtimeout | L-117: manual creation of context) | L-116: (with dbcontextoptoins and | L-115: connection | L-113: can control whether context owns the disposal of the
S-183,IU-183,7897ee189d41c37d22e4f1ba89b1034e30c1b675,7897ee189d,17104.95,15031.395,17541.45,15268.395,873,474,assets/source-images/S-183__7897ee189d.png,L-131: 2 contexts | L-129: usetransaction | L-130: context + ado.net | L-128: usetransaction | L-134: 2 differenct | L-135: contexts getting options | L-136: creating contexts manually | L-137: example
S-184,IU-184,658019a4c016386b351ed3ee39d628675e947f6e,658019a4c0,18335.006,15212.395,18807.006,15408.395,944,392,assets/source-images/S-184__658019a4c0.png,L-130: context + ado.net | L-128: usetransaction | L-131: 2 contexts | L-129: usetransaction | L-134: 2 differenct | L-135: contexts getting options | L-139: di | L-138: context should accept optoins
S-185,IU-185,0ed0c9eeca312cfdaa610a43c4000d1b29fcf274,0ed0c9eeca,22847.288,15366.747,23322.288,15508.747,950,284,assets/source-images/S-185__0ed0c9eeca.png,L-133: generatecreatescript | L-132: isrelational/issqlserver/issqlite | L-127: enlisttransaction/getenlistedtransaction | L-122: get/set commandtimeout | L-117: manual creation of context) | L-116: (with dbcontextoptoins and | L-115: connection | L-113: can control whether context owns the disposal of the
S-186,IU-186,58660c904f00a2e9dca8ed5dc7797dce68bc218d,58660c904f,17091.783,15522.506,17574.783,15689.506,966,334,assets/source-images/S-186__58660c904f.png,L-134: 2 differenct | L-135: contexts getting options | L-136: creating contexts manually | L-131: 2 contexts | L-129: usetransaction | L-130: context + ado.net | L-128: usetransaction | L-137: example
S-187,IU-187,84e8af062913eff4f9250f62016daf0c938d3894,84e8af0629,18339.839,15615.117,18800.339,15780.617,921,331,assets/source-images/S-187__84e8af0629.png,L-130: context + ado.net | L-128: usetransaction | L-139: di | L-138: context should accept optoins | L-134: 2 differenct | L-135: contexts getting options | L-136: creating contexts manually | L-131: 2 contexts
S-188,IU-188,7cd52f3a1a26447bdb0ace8dfef97b2f91434c5c,7cd52f3a1a,15859.528,15729.362,16377.028,15923.362,1035,388,assets/source-images/S-188__7cd52f3a1a.png,L-134: 2 differenct | L-135: contexts getting options | L-136: creating contexts manually | L-131: 2 contexts | L-129: usetransaction | L-137: example | L-130: context + ado.net | L-128: usetransaction
S-189,IU-189,3e2b73547a8739367f61eaf2c34989bdf4b38891,3e2b73547a,22836.152,15810.62,23304.652,15906.62,937,192,assets/source-images/S-189__3e2b73547a.png,L-133: generatecreatescript | L-132: isrelational/issqlserver/issqlite | L-127: enlisttransaction/getenlistedtransaction | L-122: get/set commandtimeout | L-117: manual creation of context) | L-138: context should accept optoins | L-116: (with dbcontextoptoins and | L-115: connection
S-190,IU-190,7eb73976ad2bea59cb09b0861be6290b4be45cad,7eb73976ad,18337.228,15968.339,18809.228,16112.839,944,289,assets/source-images/S-190__7eb73976ad.png,L-139: di | L-138: context should accept optoins | L-130: context + ado.net | L-134: 2 differenct | L-128: usetransaction | L-135: contexts getting options | L-136: creating contexts manually | L-137: example
S-191,IU-191,f66773d49e692e9ae00590a153f3de253fdc3c88,f66773d49e,22813.818,16001.12,23315.318,16210.62,1003,419,assets/source-images/S-191__f66773d49e.png,L-133: generatecreatescript | L-132: isrelational/issqlserver/issqlite | L-127: enlisttransaction/getenlistedtransaction | L-122: get/set commandtimeout | L-138: context should accept optoins | L-117: manual creation of context) | L-116: (with dbcontextoptoins and | L-115: connection
S-192,IU-192,c396e2a6d4641f31c29f767411cb5cd8dabedce5,c396e2a6d4,16947.221,16888.274,17437.221,17122.274,980,468,assets/source-images/S-192__c396e2a6d4.png,L-137: example | L-136: creating contexts manually | L-135: contexts getting options | L-134: 2 differenct | L-139: di | L-138: context should accept optoins | L-131: 2 contexts | L-129: usetransaction
S-193,IU-193,00d43687f08400d270831d8cd1426ecb1b4a4df7,00d43687f0,18269.722,17582.925,18737.222,17745.925,935,326,assets/source-images/S-193__00d43687f0.png,L-139: di | L-138: context should accept optoins | L-137: example | L-136: creating contexts manually | L-135: contexts getting options | L-134: 2 differenct | L-130: context + ado.net | L-128: usetransaction
S-194,IU-194,0c9d2bb402b4a4906be3d1245af466a83f00e32a,0c9d2bb402,19312.611,17588.814,19796.111,17814.814,967,452,assets/source-images/S-194__0c9d2bb402.png,L-138: context should accept optoins | L-139: di | L-137: example | L-136: creating contexts manually | L-135: contexts getting options | L-134: 2 differenct | L-133: generatecreatescript | L-130: context + ado.net
S-195,IU-195,f4d4168e3f92d2f0ed4fa55adffc85e0218f3ab6,f4d4168e3f,16977.111,17610.925,17426.111,17835.925,898,450,assets/source-images/S-195__f4d4168e3f.png,L-137: example | L-139: di | L-136: creating contexts manually | L-135: contexts getting options | L-134: 2 differenct | L-138: context should accept optoins | L-131: 2 contexts | L-130: context + ado.net
S-196,IU-196,9c09af292e22b8ecbebcf20bb9ab1c9e5be5c886,9c09af292e,18279.111,17922.981,18736.111,18071.481,914,297,assets/source-images/S-196__9c09af292e.png,L-139: di | L-138: context should accept optoins | L-137: example | L-136: creating contexts manually | L-135: contexts getting options | L-134: 2 differenct | L-130: context + ado.net | L-128: usetransaction
S-197,IU-197,fb3512089c8131f21e0f85080d8ac2d283e50b8d,fb3512089c,16957.889,18075.258,17403.889,18309.258,892,468,assets/source-images/S-197__fb3512089c.png,L-137: example | L-139: di | L-136: creating contexts manually | L-135: contexts getting options | L-134: 2 differenct | L-138: context should accept optoins | L-131: 2 contexts | L-130: context + ado.net
S-198,IU-198,dd6709ae5647a783461f2796f6adbfd74c05556d,dd6709ae56,18270.119,18283.79,18751.619,18480.29,963,393,assets/source-images/S-198__dd6709ae56.png,L-139: di | L-138: context should accept optoins | L-137: example | L-136: creating contexts manually | L-135: contexts getting options | L-134: 2 differenct | L-130: context + ado.net | L-128: usetransaction
