source_id,fileId,fileId_short,x,y,width,height,initial_candidate_band,coverage_status,current_region_decision,decision_is_final,must_recheck_before_region_close,decision_basis,review_notes
S-172,cf7a57a0e48489bf9ee741f9923ffb33c88b78ac,cf7a57a0e4,27434.325,3139.171,956.0,248.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-173,f86a58f3fa08534d0da6a459874075cc21daf3a7,f86a58f3fa,27436.103,2852.208,942.0,264.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-174,c30e8e2c2946f6ea08cfc9e84e050b93a4bbcb0a,c30e8e2c29,27406.825,2470.597,985.0,365.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-175,1453af6df0e7726011f8560224d0646de522f881,1453af6df0,27423.547,2111.43,676.0,330.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-176,90cf4f68eac34b538deee12dd8a389bc5fa29554,90cf4f68ea,27376.355,1593.051,908.0,482.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-177,ebbc82eb7fe996f2a8f4444442b01fa2696d27e0,ebbc82eb7f,19480.133,2661.658,628.0,163.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-178,655c39859c40629600a7e72548c1d4c9d3093be5,655c39859c,19450.833,2149.262,796.0,482.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-179,f265f127a8293063227fd53c27abfe74da758e41,f265f127a8,20252.139,2152.966,716.0,450.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-180,339a5a7f3d5a5646b23fc37fd0ba8649bb7f1eb1,339a5a7f3d,19374.56,2936.517,949.0,482.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-181,951fc9d7dc8eada784093070f7139d313e23e3b4,951fc9d7dc,19382.563,3418.184,823.0,482.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-182,897686c540c5c73121d0da107ce0ab2c3b46a4bc,897686c540,19362.365,3941.023,941.0,342.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-183,f0ac409e9f3fb635816296f83d7676a72fad535b,f0ac409e9f,20546.29,2891.003,1026.0,446.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-184,d1393eb82b5bb2887cf7e1d22213a80e6d3aa896,d1393eb82b,20655.877,3366.68,759.0,482.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-185,1fbd95b878c88632547f51077e7c66e44ab5661f,1fbd95b878,20627.483,3895.077,994.0,187.0,R05-candidate-sse-eventsource-writer-heartbeat,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-186,ac722269e47de59f8a85baed9b4f6d02030cfb92,ac722269e4,10119.286,3812.499,769.0,482.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-187,269dd8bffb2d409486db1ce78b4bdb04e3968e51,269dd8bffb,11369.079,2240.966,1117.0,359.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-188,a8f6be5584bfcb4ac785108e1c0ad8e4250a9409,a8f6be5584,11776.228,6308.778,931.0,172.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-189,8ebea1a0741f7ebfbed9f9f4ed03753e71663db0,8ebea1a074,11734.36,5828.956,911.0,482.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-190,5da260396189f9608b22619c557950f8f4c8eaa3,5da2603961,11752.763,5324.479,802.0,482.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-191,5e686c81da42ba8926e3b10758e94b59e3b9d726,5e686c81da,11651.228,4915.969,973.0,390.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-192,a8946230a1abe9f745b63e319a563ee1f4b9e26a,a8946230a1,11652.743,4427.146,759.0,482.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-193,02c3d7f372a04cb304feff405e8a83ed9631e416,02c3d7f372,11612.728,3987.802,906.0,393.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
S-194,e3c87ff97f4866bd2fbcadfe37430ff85dc9709f,e3c87ff97f,11595.328,3417.146,883.0,482.0,R04-candidate-asyncenumerable-ndjson-flushasync,unreviewed-needs-boundary-review,,no,yes,Not reviewed in transcript pass yet.,Coordinate/label candidate only; must be visually and semantically reviewed before transcript.
