i,href,x,y,w,h,cx,cy,asset_id,asset_sha256,asset_filename,image_use_id,region,transcript_file,review_status,assignment_count
138,image-cd295719c2c0dc3eafe124c31fbb40ddcda6b02e,1645.0900813433982,9663.972807363512,555.0,89.0,1922.5900813433982,9708.472807363512,A-069,731ecdef2b9a2c78eda8682cb52e4f36d258c4e203c5df9b8d95dc6f609aa083,A-069_image-cd295719c2c0dc3eafe124c31fbb40ddcda6b02e_731ecdef2b9a.png,IU-138,R02,regions/R02-problem-details-error-contracts.md,reviewed,1
139,image-826d6793aacb27d529120aa8921acf0ef0e45eb5,1483.2011900825091,9785.666623757665,846.0,481.0,1906.2011900825091,10026.166623757665,A-068,7d70161668d92572d3c206d15a027d8225d6c0d5a21ffe746b93d5973a02f674,A-068_image-826d6793aacb27d529120aa8921acf0ef0e45eb5_7d70161668d9.png,IU-139,R02,regions/R02-problem-details-error-contracts.md,reviewed,1
140,image-775ec48e7e5033e066fd74620bc4916fc9f58fe5,1457.9795658883122,10297.234370472586,782.0,344.0,1848.9795658883122,10469.234370472586,A-067,918cce9db980dbb0437f4d4cab5969425dc09f983647a670c16a6f196097bc19,A-067_image-775ec48e7e5033e066fd74620bc4916fc9f58fe5_918cce9db980.png,IU-140,R02,regions/R02-problem-details-error-contracts.md,reviewed,1
141,image-621a29ce81c69ece75c24449cf54a624ca0d4bd7,1386.3608549744267,10688.091408632572,883.0,312.0,1827.8608549744267,10844.091408632572,A-066,87e449eead5b42ccf12d2a925b83e6790314cefe5df71e677ceb274509c49a8c,A-066_image-621a29ce81c69ece75c24449cf54a624ca0d4bd7_87e449eead5b.png,IU-141,R02,regions/R02-problem-details-error-contracts.md,reviewed,1
142,image-f83b3b91d4eb2a59e7ea44bdddbebfbd015d088d,1368.5244536774244,11024.55021927318,799.0,336.0,1768.0244536774244,11192.55021927318,A-065,94435a4fbd330bdea5a866acf31dd80ce8c0011df6b9ab1b3bc32ff42cbcf793,A-065_image-f83b3b91d4eb2a59e7ea44bdddbebfbd015d088d_94435a4fbd33.png,IU-142,R02,regions/R02-problem-details-error-contracts.md,reviewed,1
143,image-dc0da0c9097028b8c2d281a3222df7652cc827f0,1363.5298785772256,11393.892870326821,633.0,164.0,1680.0298785772256,11475.892870326821,A-064,eb1e95d5dc3be8b2483841c918bc4b9f63226503885e5e278d878b6c2bfa1e1f,A-064_image-dc0da0c9097028b8c2d281a3222df7652cc827f0_eb1e95d5dc3b.png,IU-143,R02,regions/R02-problem-details-error-contracts.md,reviewed,1
144,image-d1e2b9d9249aa0f223976687bf2cb517cd30db4c,1338.0279446322875,11581.905428272894,723.0,379.0,1699.5279446322875,11771.405428272894,A-063,1b60f95d5a2fe6bbdb0fb63af69f310f04bbcb4453b2bec4190c7ff953e69cc9,A-063_image-d1e2b9d9249aa0f223976687bf2cb517cd30db4c_1b60f95d5a2f.png,IU-144,R02,regions/R02-problem-details-error-contracts.md,reviewed,1
145,image-7e4f7263189e8911d715886de7b5b437226f7774,4827.738142940048,49190.39655669161,874.0,344.0,5264.738142940048,49362.39655669161,A-062,188594d50c40711fbabc5d39e5b47492af62213dd4ae51980b9495d2ac4c20c2,A-062_image-7e4f7263189e8911d715886de7b5b437226f7774_188594d50c40.png,IU-145,R05,regions/R05-versioning-deprecation.md,reviewed,1
146,image-c5794dd33a4d77a48f716f13ba6bab29c617881d,4900.09128142354,47058.10965666325,710.0,357.0,5255.09128142354,47236.60965666325,A-061,bc8ac1fd2c5d93080498b40b8bc4bf19936e5776c98efdbdfd302f628663ae6b,A-061_image-c5794dd33a4d77a48f716f13ba6bab29c617881d_bc8ac1fd2c5d.png,IU-146,R05,regions/R05-versioning-deprecation.md,reviewed,1
147,image-f25b307a2302b55de031a0680775e86c209b9160,4812.772652326259,47442.13346000157,865.0,357.0,5245.272652326259,47620.63346000157,A-060,a150dc8db21068b9359341b84808de459261edcc925e08239eea41d0a3e1619b,A-060_image-f25b307a2302b55de031a0680775e86c209b9160_a150dc8db210.png,IU-147,R05,regions/R05-versioning-deprecation.md,reviewed,1
148,image-56a47b0cb95e2df3ca9f5b9bc50f3ab270d86da4,4758.129553751691,47834.53395737168,984.0,252.0,5250.129553751691,47960.53395737168,A-059,b19db1f54aada427920a69d88d10f46987bca2fe8b204c221298b7304be906b0,A-059_image-56a47b0cb95e2df3ca9f5b9bc50f3ab270d86da4_b19db1f54aad.png,IU-148,R05,regions/R05-versioning-deprecation.md,reviewed,1
149,image-5a1cec2601bef395a7d5304cfadb7072f201c34d,4849.043298353021,48207.74029165668,641.0,357.0,5169.543298353021,48386.24029165668,A-058,767445cab765b94041a74d7dcd34b9a64d060c4faaa132fe03aa3e64e425bf91,A-058_image-5a1cec2601bef395a7d5304cfadb7072f201c34d_767445cab765.png,IU-149,R05,regions/R05-versioning-deprecation.md,reviewed,1
150,image-592873252f903535b773349282bf3e3bb9e54528,4793.969346757922,48745.53630334379,870.0,357.0,5228.969346757922,48924.03630334379,A-057,6914ed0dd49ade3d1c6680f122efc7ac362e2532ca9801fe06a42f012362691a,A-057_image-592873252f903535b773349282bf3e3bb9e54528_6914ed0dd49a.png,IU-150,R05,regions/R05-versioning-deprecation.md,reviewed,1
151,image-db0ca659f73db5830ef3e5e5a07c23723ac175c0,4879.008153751989,49641.34907715292,894.0,480.0,5326.008153751989,49881.34907715292,A-056,79b93feab7479bb917d62bad93764fbe21c54f5c648c1c796479c748030954d8,A-056_image-db0ca659f73db5830ef3e5e5a07c23723ac175c0_79b93feab747.png,IU-151,R05,regions/R05-versioning-deprecation.md,reviewed,1
152,image-9e9ea6d400fe1114d0dc928aeb9154446af1ae9d,4877.865296609132,50171.99193429577,782.0,333.0,5268.865296609132,50338.49193429577,A-055,4c73ddb4aa7d9707f4ac2f5b89e3e901a4d65890dd4f6b1e24992c95b7fb6e28,A-055_image-9e9ea6d400fe1114d0dc928aeb9154446af1ae9d_4c73ddb4aa7d.png,IU-152,R05,regions/R05-versioning-deprecation.md,reviewed,1
153,image-68c304c2d28a0cddf57c8c62f69dca5e49751d2c,4869.03190514708,50514.372915741085,773.0,353.0,5255.53190514708,50690.872915741085,A-054,f2741bd3bd11c6bfee006cca52f9a0155a0360bd9cc1bfea16ac30e3df45ec79,A-054_image-68c304c2d28a0cddf57c8c62f69dca5e49751d2c_f2741bd3bd11.png,IU-153,R05,regions/R05-versioning-deprecation.md,reviewed,1
154,image-fa1715ac2b5c2efd0fd7bdc2b3c0ae0424e87582,4864.508153751989,51007.968095707605,763.0,82.0,5246.008153751989,51048.968095707605,A-053,cff424742fc946216bd8fabd8d4a26227ef7e277618a7893249f39257714e680,A-053_image-fa1715ac2b5c2efd0fd7bdc2b3c0ae0424e87582_cff424742fc9.png,IU-154,R05,regions/R05-versioning-deprecation.md,reviewed,1
155,image-0a6f8d186e419c0339e519aa40e2ef28dff56f07,4811.698688071187,51112.46818290069,941.0,193.0,5282.198688071187,51208.96818290069,A-052,e04bef3041874f4dbd4f4aab6d8973cd9308aaf7c9478e4c5dd643d10e69cb45,A-052_image-0a6f8d186e419c0339e519aa40e2ef28dff56f07_e04bef304187.png,IU-155,R05,regions/R05-versioning-deprecation.md,reviewed,1
156,image-f7d59d0e173ff49da1e95a8b923be4d200f5a8e6,4868.222646781571,51365.90711286721,672.0,482.0,5204.222646781571,51606.90711286721,A-051,8d92a89af737929537bba36464c69c47d180f022e669a9dcb134ae72f38835e3,A-051_image-f7d59d0e173ff49da1e95a8b923be4d200f5a8e6_8d92a89af737.png,IU-156,R05,regions/R05-versioning-deprecation.md,reviewed,1
157,image-ac8049ac798ddf822874480f1eab55def90f18db,4833.651185281007,51925.06345006029,859.0,244.0,5263.151185281007,52047.06345006029,A-050,5f68364cb42ec3cff6b9707047226fc389378f16f7be164d9f9c4f050204f540,A-050_image-ac8049ac798ddf822874480f1eab55def90f18db_5f68364cb42e.png,IU-157,R05,regions/R05-versioning-deprecation.md,reviewed,1
158,image-d44709b03b7b40447d95ad0b9899f6b4d8020f75,6968.189883801302,52747.257013885726,872.0,369.0,7404.189883801302,52931.757013885726,A-049,479e93a9ac2f8d64fe61817bdee4c59d2803cc55318430105dacfb949c5e4dfe,A-049_image-d44709b03b7b40447d95ad0b9899f6b4d8020f75_479e93a9ac2f.png,IU-158,R06,regions/R06-http-caching-validators.md,reviewed,1
159,image-1e4f07acdb013e3a3f57f1454c3438c711a7188f,7039.7025066984515,53219.5794697746,795.0,369.0,7437.2025066984515,53404.0794697746,A-048,d17511a9d92f76c6638163e8a4d49e0cf9afb272990dfd56c0c87de8f057a59e,A-048_image-1e4f07acdb013e3a3f57f1454c3438c711a7188f_d17511a9d92f.png,IU-159,R06,regions/R06-http-caching-validators.md,reviewed,1
160,image-c8fe1af2a69d5da38619dade8e56ad6ba1ec756f,7010.831768758302,53705.45651189257,861.0,369.0,7441.331768758302,53889.95651189257,A-047,30748f3d814b3bd3a978fa5deff5f7d86763e8641c4a4a5ab0792d93276d5f1e,A-047_image-c8fe1af2a69d5da38619dade8e56ad6ba1ec756f_30748f3d814b.png,IU-160,R06,regions/R06-http-caching-validators.md,reviewed,1
161,image-f55c9b2bd7fc285edeb206127a8a4f3f238f616b,7041.980360011725,54270.57528299287,824.0,369.0,7453.980360011725,54455.07528299287,A-046,3205db51d1908681237f86d845fba7297e2047623909db013feb4a5dfa3e4b99,A-046_image-f55c9b2bd7fc285edeb206127a8a4f3f238f616b_3205db51d190.png,IU-161,R06,regions/R06-http-caching-validators.md,reviewed,1
162,image-2a313ea9e077c2adc996cc69d430bca8de5f4ed7,7064.314654501717,55247.12340275389,788.0,369.0,7458.314654501717,55431.62340275389,A-045,12df46c6a6791f8c24269cea2dc5da8745c26ad201885ffaa9daafd6e3f9aa81,A-045_image-2a313ea9e077c2adc996cc69d430bca8de5f4ed7_12df46c6a679.png,IU-162,R06,regions/R06-http-caching-validators.md,reviewed,1
163,image-42420f9ca797fdb709fdb174b5956017eac72c68,7065.3604644160605,55891.248780205395,735.0,357.0,7432.8604644160605,56069.748780205395,A-044,fbeebbf65c11e874cf81b32cfad7b8320d448a145bd1cd112eb0e2ba2356eb46,A-044_image-42420f9ca797fdb709fdb174b5956017eac72c68_fbeebbf65c11.png,IU-163,R06,regions/R06-http-caching-validators.md,reviewed,1
164,image-505e198178c43b62f8dd0e38517e87f851b04068,7106.48781506629,56306.18972158451,620.0,357.0,7416.48781506629,56484.68972158451,A-043,a9d8823b05ac96d5111bafc36e987132c13bc2a9911054f17240a14d767b9db3,A-043_image-505e198178c43b62f8dd0e38517e87f851b04068_a9d8823b05ac.png,IU-164,R06,regions/R06-http-caching-validators.md,reviewed,1
165,image-013fce6e058e53571098375adfc13c4c574410d2,6900.133724875266,56730.080410074166,1002.0,357.0,7401.133724875266,56908.580410074166,A-042,b883d20925e897176c177ee5e38b7824c1ecd2b628a25c2bc7aac9b0195653e2,A-042_image-013fce6e058e53571098375adfc13c4c574410d2_b883d20925e8.png,IU-165,R06,regions/R06-http-caching-validators.md,reviewed,1
166,image-2d54d444241dd7c2a20ce290d1c559e2c490d1e3,6971.11630623643,57139.32619172234,724.0,357.0,7333.11630623643,57317.82619172234,A-041,9e7d7a2706382caf57af59b50305cdbbd85619043515d4416fb6c2acb1707efb,A-041_image-2d54d444241dd7c2a20ce290d1c559e2c490d1e3_9e7d7a270638.png,IU-166,R06,regions/R06-http-caching-validators.md,reviewed,1
167,image-60a49a8b99d43cc5e185c900ae08e096ed4ce56d,6889.03587243585,57594.68453362821,853.0,312.0,7315.53587243585,57750.68453362821,A-040,7756297122760bbc28118d88d8bc2306bac9cc8035576f462178fe892d6e4824,A-040_image-60a49a8b99d43cc5e185c900ae08e096ed4ce56d_775629712276.png,IU-167,R06,regions/R06-http-caching-validators.md,reviewed,1
168,image-fc236950d0d0a270e4a7f28e2008d5bd2a146fb9,6831.409923509398,59424.32655358467,954.0,82.0,7308.409923509398,59465.32655358467,A-039,13e118a18b29205fde61164dd8800752705679e8c6aca21a72a39073837936d3,A-039_image-fc236950d0d0a270e4a7f28e2008d5bd2a146fb9_13e118a18b29.png,IU-168,R06,regions/R06-http-caching-validators.md,reviewed,1
169,image-8993eb8658ec426e0fef19d035a8007afcf3e848,6839.197204813196,59022.77623171006,881.0,369.0,7279.697204813196,59207.27623171006,A-038,4f75d8cf3aafb7a3d079870709e21f6f6f3873d4440ab0c6f1b3231370f73876,A-038_image-8993eb8658ec426e0fef19d035a8007afcf3e848_4f75d8cf3aaf.png,IU-169,R06,regions/R06-http-caching-validators.md,reviewed,1
170,image-c7e618eb125370c4f8dae99c0fa21f5b0b7d3363,6841.2790516915065,58605.7272624958,860.0,369.0,7271.2790516915065,58790.2272624958,A-037,9ea4d34338c76deb71f1dbeb7ca36fb5d130187da3c1b62622b72f97b6c7b01c,A-037_image-c7e618eb125370c4f8dae99c0fa21f5b0b7d3363_9ea4d34338c7.png,IU-170,R06,regions/R06-http-caching-validators.md,reviewed,1
171,image-599dbf7aecfa7b4d0c1a39882b7eff960bcbaed8,6857.637897521678,58089.65795385536,795.0,488.0,7255.137897521678,58333.65795385536,A-036,6c79f9f18cc92330dfda5551c92ebd80ac7be736716e66e44975451c1eae16f0,A-036_image-599dbf7aecfa7b4d0c1a39882b7eff960bcbaed8_6c79f9f18cc9.png,IU-171,R06,regions/R06-http-caching-validators.md,reviewed,1
172,image-14aa2fcb33bffd5812be2b4f913ba1b1affffc3f,6953.1328367693,59702.63105039492,516.0,369.0,7211.1328367693,59887.13105039492,A-035,eaf6d025055a089a0ddb8a0956d426073c4728d2b0bc608c99c8b773130e7c3d,A-035_image-14aa2fcb33bffd5812be2b4f913ba1b1affffc3f_eaf6d025055a.png,IU-172,R06,regions/R06-http-caching-validators.md,reviewed,1
173,image-962e2ca4f7510d830cac7a09135eb36c62010577,6766.602138891836,60242.74916069089,1054.0,236.0,7293.602138891836,60360.74916069089,A-034,784c98ea02d493e85976c94b77257c46b25a9ee20eb2184dc06ccfb18fdd0d6e,A-034_image-962e2ca4f7510d830cac7a09135eb36c62010577_784c98ea02d4.png,IU-173,R06,regions/R06-http-caching-validators.md,reviewed,1
174,image-d61373698dbe6bcfd32bd269f23fb1bc3aad5a25,6819.200859989292,60677.26421204746,838.0,369.0,7238.200859989292,60861.76421204746,A-033,95abd71aef09c8618343d851e52be76f572352ef90c749cf0ab82e470c8ab430,A-033_image-d61373698dbe6bcfd32bd269f23fb1bc3aad5a25_95abd71aef09.png,IU-174,R06,regions/R06-http-caching-validators.md,reviewed,1
175,image-be0d78e52c70adb3d27567481c2a20e009514ab4,6681.440622901462,61105.92392195111,1164.0,369.0,7263.440622901462,61290.42392195111,A-032,fa9dd5d8e0febc75b2b36fa05d31fd3e3e4ed4e8a5936784433297b4dc2f258f,A-032_image-be0d78e52c70adb3d27567481c2a20e009514ab4_fa9dd5d8e0fe.png,IU-175,R06,regions/R06-http-caching-validators.md,reviewed,1
176,image-1cc91a92358855fe74b69cbed0a37c18568051dc,6677.192317442337,61555.193485230164,1058.0,369.0,7206.192317442337,61739.693485230164,A-031,a6ff69d6e812291630d6cc6b0e0eb0250f31f28b02b2ecae18f6eb8b3820d013,A-031_image-1cc91a92358855fe74b69cbed0a37c18568051dc_a6ff69d6e812.png,IU-176,R06,regions/R06-http-caching-validators.md,reviewed,1
177,image-25682c94359981bbb168c198368ee36b2e29c158,6610.076342430884,62000.48673893763,1245.0,369.0,7232.576342430884,62184.98673893763,A-030,d2bb4f93c67ff6adbb22a0c8620190f05dccbc3fb179aca9625168b65ebe719e,A-030_image-25682c94359981bbb168c198368ee36b2e29c158_d2bb4f93c67f.png,IU-177,R06,regions/R06-http-caching-validators.md,reviewed,1
178,image-72023c7685fb2fc306563b9f0e82f99363bee998,4818.228970811501,52675.58189114211,949.0,428.0,5292.728970811501,52889.58189114211,A-029,44c029505e2f2688bd029aca221d850c0d38ac5f3ae96980a7341b55d0f04873,A-029_image-72023c7685fb2fc306563b9f0e82f99363bee998_44c029505e2f.png,IU-178,R06,regions/R06-http-caching-validators.md,reviewed,1
179,image-a718cc1b42df13c497c23c2881179a13701f3074,4821.562466905251,53137.52632880487,809.0,457.0,5226.062466905251,53366.02632880487,A-028,5b43be68e6fbfa97337c101f1f26628453f1369b71684a42ae369a1afefe1577,A-028_image-a718cc1b42df13c497c23c2881179a13701f3074_5b43be68e6fb.png,IU-179,R06,regions/R06-http-caching-validators.md,reviewed,1
180,image-9f7bbd114f661cdeb33393f519f01ea36528373c,4833.728970811501,53625.02638984003,686.0,434.0,5176.728970811501,53842.02638984003,A-027,ee1006f1c9db993555a765c6438b1b156ba079d55fa8eb6660a5f60e1510881c,A-027_image-9f7bbd114f661cdeb33393f519f01ea36528373c_ee1006f1c9db.png,IU-180,R06,regions/R06-http-caching-validators.md,reviewed,1
181,image-bccf124c46b32cda5a2017503764bdbf6de4ac5c,4849.062466905251,54112.026450875186,714.0,436.0,5206.062466905251,54330.026450875186,A-026,0ad0201e7ce6d1a7bfa4a858f3ba973da33da0d05bad465f683c2f4fe88eca11,A-026_image-bccf124c46b32cda5a2017503764bdbf6de4ac5c_0ad0201e7ce6.png,IU-181,R06,regions/R06-http-caching-validators.md,reviewed,1
182,image-fc8a27fc6f6857e62ddb3c65b425d56c9fb749ea,4811.562344834939,54644.85976386347,829.0,373.0,5226.062344834939,54831.35976386347,A-025,20d3b5069d212a4da102e99fe26a5ed8fc1402348d4ea8fc17e6f922a4c2a614,A-025_image-fc8a27fc6f6857e62ddb3c65b425d56c9fb749ea_20d3b5069d21.png,IU-182,R06,regions/R06-http-caching-validators.md,reviewed,1
183,image-e7d3eb85832894cdbbbde6b886bb6d7c1de04978,4849.17367295994,55352.8437944508,712.0,195.0,5205.17367295994,55450.3437944508,A-024,3f51234d6972e3e9cc9525dc8eb472a22363f4636ac74cd0d98f2c3fd5aca6a6,A-024_image-e7d3eb85832894cdbbbde6b886bb6d7c1de04978_3f51234d6972.png,IU-183,R06,regions/R06-http-caching-validators.md,reviewed,1
184,image-6dd646caea6b0f9b31b5ab4893c08603a802e06d,4831.33579053666,58001.98681567517,726.0,220.0,5194.33579053666,58111.98681567517,A-023,9a60cda08ccb3773c4df57547595f786b44762bfd4895c8ce254f57887b7f966,A-023_image-6dd646caea6b0f9b31b5ab4893c08603a802e06d_9a60cda08ccb.png,IU-184,R06,regions/R06-http-caching-validators.md,reviewed,1
185,image-97d1d2b70fbbbe287c287e843e06bb97701011ef,4825.833900549734,57348.19886290529,665.0,377.0,5158.333900549734,57536.69886290529,A-022,82e41c7bc20f0b359547db2a8b1e30759fd838fd75830007ecefcdc10f3beee1,A-022_image-97d1d2b70fbbbe287c287e843e06bb97701011ef_82e41c7bc20f.png,IU-185,R06,regions/R06-http-caching-validators.md,reviewed,1
186,image-9f2d8b638b260d43b66a29c9a3758e6b06114d4b,4784.515641050443,57143.865549917005,704.0,159.0,5136.515641050443,57223.365549917005,A-021,b8d88abeaeb8ead8a95e160f777e26cbd228f0c2a7097effca7b64b6a8d4ae9a,A-021_image-9f2d8b638b260d43b66a29c9a3758e6b06114d4b_b8d88abeaeb8.png,IU-186,R06,regions/R06-http-caching-validators.md,reviewed,1
187,image-977a6647f5e3c866a271a391612ea9a11014d11f,4807.500448845188,56907.50181367766,731.0,199.0,5173.000448845188,57007.00181367766,A-020,2e3fc9d201cb7665e7c65cc631c76ec772ca2415ae3364185e1783d15e443e50,A-020_image-977a6647f5e3c866a271a391612ea9a11014d11f_2e3fc9d201cb.png,IU-187,R06,regions/R06-http-caching-validators.md,reviewed,1
188,image-f48aa71c5b53093feaea18591afcaa1812eb4398,4879.970308575301,56508.062460428366,540.0,322.0,5149.970308575301,56669.062460428366,A-019,6cce71d05f7d393b085518b096b0033c4d7278226d91224db7e85915fb64eb3e,A-019_image-f48aa71c5b53093feaea18591afcaa1812eb4398_6cce71d05f7d.png,IU-188,R06,regions/R06-http-caching-validators.md,reviewed,1
189,image-a42c973b35de0eb0c6d47c214d8ef02af31d9ecc,4825.173529884023,56291.57544050555,724.0,173.0,5187.173529884023,56378.07544050555,A-018,df017fb838fbcba03f55f334278bdb344a5852f78b75809778fb587f76429676,A-018_image-a42c973b35de0eb0c6d47c214d8ef02af31d9ecc_df017fb838fb.png,IU-189,R06,regions/R06-http-caching-validators.md,reviewed,1
190,image-d48fd7dd15c8aecbd2db7856b3ddbe4c547d768f,4818.786157978584,55984.53420927584,725.0,216.0,5181.286157978584,56092.53420927584,A-017,99c1540fc060f11f0a08f07139912defef94e2b07ad6e5a1893a88d86f039cba,A-017_image-d48fd7dd15c8aecbd2db7856b3ddbe4c547d768f_99c1540fc060.png,IU-190,R06,regions/R06-http-caching-validators.md,reviewed,1
191,image-eba5481cb17f2a48a39f37652e29d51cfc7e85dd,4807.074156723003,55620.79831632358,722.0,314.0,5168.074156723003,55777.79831632358,A-016,3a81d0eb43007d682f330179b3e370f7cf6cf0e29f7193c26b36ef05523252c4,A-016_image-eba5481cb17f2a48a39f37652e29d51cfc7e85dd_3a81d0eb4300.png,IU-191,R06,regions/R06-http-caching-validators.md,reviewed,1
192,image-446ac27be2cafe161e2a07d343c0f166dfc201d4,4879.765245907255,57860.49461093471,308.0,75.0,5033.765245907255,57897.99461093471,A-015,34e6a56494a892f3be5ce2394bc9a933c9025fa2eba082837873b11ba2ee6a5f,A-015_image-446ac27be2cafe161e2a07d343c0f166dfc201d4_34e6a56494a8.png,IU-192,R06,regions/R06-http-caching-validators.md,reviewed,1
193,image-9e5443ce13131d7a262756a4a76dd176e17aeaab,4809.320103918169,58335.626258218086,699.0,482.0,5158.820103918169,58576.626258218086,A-014,d6fff8ef503b25eed1caacdcfd2f5b78fafb1ba54b55c114caa67417dcb72f74,A-014_image-9e5443ce13131d7a262756a4a76dd176e17aeaab_d6fff8ef503b.png,IU-193,R06,regions/R06-http-caching-validators.md,reviewed,1
194,image-3285eb0e27a02c56ae1c31332bf1ee59be43d967,4796.750131383107,58858.26733820743,731.0,174.0,5162.250131383107,58945.26733820743,A-013,b095ef1b1b55706a68d3bb135ff6ffa6a071b7ff1afa55ed1be6e0522c694a45,A-013_image-3285eb0e27a02c56ae1c31332bf1ee59be43d967_b095ef1b1b55.png,IU-194,R06,regions/R06-http-caching-validators.md,reviewed,1
195,image-86c9579cbd23b0f0880f6f47de83edf95450fa07,5797.8726566849555,56286.961354365834,972.0,406.0,6283.8726566849555,56489.961354365834,A-012,54045c654848d473ff5b7be53bc33516a92cf76c1d5b395f569259b196fdb17f,A-012_image-86c9579cbd23b0f0880f6f47de83edf95450fa07_54045c654848.png,IU-195,R06,regions/R06-http-caching-validators.md,reviewed,1
196,image-342eb3bdef0905b20ca41a256bbf7a32450effa3,5827.98780654974,56720.29464622657,881.0,382.0,6268.48780654974,56911.29464622657,A-011,9e2048182478b9cdcb59ac1ad57baf92e9ac0276ccd6cc1ee529168f85affaf4,A-011_image-342eb3bdef0905b20ca41a256bbf7a32450effa3_9e2048182478.png,IU-196,R06,regions/R06-http-caching-validators.md,reviewed,1
197,image-966405c2756197f2ea99f027e52bdc4f63871c9b,5800.654676666927,57127.12795921485,877.0,307.0,6239.154676666927,57280.62795921485,A-010,679fd49b6d7a7bf2d34c44eaf8584bd1dcc3cb27b9f7b8d7763abac5263de05f,A-010_image-966405c2756197f2ea99f027e52bdc4f63871c9b_679fd49b6d7a.png,IU-197,R06,regions/R06-http-caching-validators.md,reviewed,1
198,image-bcfa921594d38c0096d548d0a93095c1cfee39d7,5822.821058502865,57443.96133323829,838.0,300.0,6241.821058502865,57593.96133323829,A-009,c000c4059a590310b1f1f0244ad9183413acc799c7ac868c0847c1ba79f6a311,A-009_image-bcfa921594d38c0096d548d0a93095c1cfee39d7_c000c4059a59.png,IU-198,R06,regions/R06-http-caching-validators.md,reviewed,1
199,image-7550d8ae1a8a3a00afb656865640907343ac7270,5819.321180573177,57778.62795921485,869.0,308.0,6253.821180573177,57932.62795921485,A-008,f1625e7ded95b01a5a60d01cdb6b28026efb4682a12fb9ecd777f1a372503748,A-008_image-7550d8ae1a8a3a00afb656865640907343ac7270_f1625e7ded95.png,IU-199,R06,regions/R06-http-caching-validators.md,reviewed,1
200,image-f8a2a4f1edca53c3a387726b2274cc1a07781084,3447.1708366747253,52636.58798197005,900.0,425.0,3897.1708366747253,52849.08798197005,A-007,b6fee609ca3387bb83d64adbc3dcdbbf7ec362eb23beaa98cf3c49a9dc3512f8,A-007_image-f8a2a4f1edca53c3a387726b2274cc1a07781084_b6fee609ca33.png,IU-200,R06,regions/R06-http-caching-validators.md,reviewed,1
201,image-a769e1395d61a1968c85aae922d13c862372ac37,3428.8373405809753,53106.42135599349,862.0,456.0,3859.8373405809753,53334.42135599349,A-006,f9daf0118dbece53acd33b7d77e2e5ea6fd78362a2930e4be1afdb35449b60d7,A-006_image-a769e1395d61a1968c85aae922d13c862372ac37_f9daf0118dbe.png,IU-201,R06,regions/R06-http-caching-validators.md,reviewed,1
202,image-040f05fabb850c434a338d274173467ad20a67e2,3413.635614010992,53601.26504495833,842.0,482.0,3834.635614010992,53842.26504495833,A-005,e3a6283c19a74b649d8191f2128b46d1eae6d0f4c691b347b9383e826b9f2025,A-005_image-040f05fabb850c434a338d274173467ad20a67e2_e3a6283c19a7.png,IU-202,R06,regions/R06-http-caching-validators.md,reviewed,1
203,image-5e56f858e143e93c61f4d2fa0ed4f59a69c8582f,3373.3373405809753,54093.58798197005,901.0,439.0,3823.8373405809753,54313.08798197005,A-004,20b47fac76a4757d876021f863ac539fc973122f058d0234a4e35a7e54e426d4,A-004_image-5e56f858e143e93c61f4d2fa0ed4f59a69c8582f_20b47fac76a4.png,IU-203,R06,regions/R06-http-caching-validators.md,reviewed,1
204,image-3a13eeceeb2c03d31d3d5e8dfe7df762247d0e31,3277.4350201231127,54604.10907334612,887.0,302.0,3720.9350201231127,54755.10907334612,A-003,4c4ce2bd630cd6b34e7f731634fb2014d51fa4f61bb5142f9c6ae73a4dce3226,A-003_image-3a13eeceeb2c03d31d3d5e8dfe7df762247d0e31_4c4ce2bd630c.png,IU-204,R06,regions/R06-http-caching-validators.md,reviewed,1
205,image-5eaca8e3a1446e8c3410ee5ccb8456f04f32e6ee,5848.369946341913,58172.83539989636,563.0,50.0,6129.869946341913,58197.83539989636,A-002,ee35cc2e5eda26c8f6dd48c437028bdeaf8de74ec7b1f7a5f047f00c4482e195,A-002_image-5eaca8e3a1446e8c3410ee5ccb8456f04f32e6ee_ee35cc2e5eda.png,IU-205,R06,regions/R06-http-caching-validators.md,reviewed,1
206,image-9cdab67e080a7fb874edf42e7e62794d3ca50db8,5835.227176392137,58239.168747761876,515.0,104.0,6092.727176392137,58291.168747761876,A-001,eb731627ead929b67f7b489206532d52f21ab02eebfd12bb696ed0d8fef6602f,A-001_image-9cdab67e080a7fb874edf42e7e62794d3ca50db8_eb731627ead9.png,IU-206,R06,regions/R06-http-caching-validators.md,reviewed,1
