source_id,image_use_id,fileId_short,x,y,width,height,initial_candidate_region,coverage_status,current_region_decision,decision_is_final,must_recheck_before_region_close,decision_basis,nearest_labels,duplicate_use_count,duplicate_source_ids,review_notes
S-001,IU-001,4aec986325,16714.23589728051,731.3790746507166,770.0,482.0,R04,unprocessed-stage0-candidate,R04,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",manual executiong | custom pipeline | + | provider | passing context to | classic polly,2,"S-001,S-033",
S-162,IU-162,c037ae667f,11139.560524926546,8542.558866749288,856.0,482.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",for testing | conditional rate limiting | from threading we return our limiter types | using strategyopiton need to acquire | !!! | classic polly transient failures,1,,
S-163,IU-163,ede52ba6fa,29209.790972239127,8554.227114285126,818.0,463.0,R06,unprocessed-stage0-candidate,R06,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.","so cant tell inner starts to not handle ex from outer because ex | bubble fro miner to outer and outer just call inner ones | exception bubling | outer starts call inner one, not throw to inner | choosing pipelines based on something | in newer",1,,
S-164,IU-164,20244719a1,13709.233895438058,8694.453966515028,992.0,317.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",conditional rate limiting | classic polly transient failures | new polly | vs httprequest exception | for testing | with extension,1,,
S-165,IU-165,c6ca94f069,27125.555534929066,8696.932579049868,888.0,482.0,R06,unprocessed-stage0-candidate,R06,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.","choosing pipelines based on something | so cant tell inner starts to not handle ex from outer because ex | bubble fro miner to outer and outer just call inner ones | exception bubling | outer starts call inner one, not throw to inner | !!!!",1,,
S-166,IU-166,c1f70b7d39,12206.733765764144,8715.881749953729,932.0,241.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",conditional rate limiting | for testing | from threading we return our limiter types | classic polly transient failures | new polly | vs httprequest exception,1,,
S-167,IU-167,a494e5fbbc,9957.266573078627,8968.978723994944,938.0,450.0,R02,unprocessed-stage0-candidate,R02,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",for testing | conditional rate limiting | from threading we return our limiter types | using strategyopiton need to acquire | !!! | classic polly transient failures,1,,
S-168,IU-168,7d6a8e8312,13710.900460379464,9085.120623009168,914.0,301.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",conditional rate limiting | for testing | classic polly transient failures | new polly | vs httprequest exception | with extension,1,,
S-169,IU-169,5277e820bd,14735.400765555245,9174.620592491592,825.0,402.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",classic polly transient failures | new polly | vs httprequest exception | conditional rate limiting | with extension | manually,1,,
S-170,IU-170,8a9c294898,27221.608111261343,9264.95255498457,746.0,338.0,R06,unprocessed-stage0-candidate,R06,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.","choosing pipelines based on something | so cant tell inner starts to not handle ex from outer because ex | bubble fro miner to outer and outer just call inner ones | exception bubling | outer starts call inner one, not throw to inner | !!!!",1,,
S-171,IU-171,60fce52ec2,13723.567147391183,9406.620592491592,950.0,250.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",conditional rate limiting | for testing | classic polly transient failures | new polly | vs httprequest exception | with extension,1,,
S-172,IU-172,f1f655e19d,27246.67953983277,9653.928716396416,673.0,341.0,R06,unprocessed-stage0-candidate,R06,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.","so cant tell inner starts to not handle ex from outer because ex | bubble fro miner to outer and outer just call inner ones | choosing pipelines based on something | exception bubling | outer starts call inner one, not throw to inner | !!!!",1,,
S-173,IU-173,5369b3f787,13757.56702532087,9707.120592491592,898.0,161.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",conditional rate limiting | for testing | with extension | classic polly transient failures | new polly | vs httprequest exception,1,,
S-174,IU-174,38c992b66d,27262.79338686898,10022.496191246055,634.0,246.0,R06,unprocessed-stage0-candidate,R06,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.","so cant tell inner starts to not handle ex from outer because ex | bubble fro miner to outer and outer just call inner ones | choosing pipelines based on something | exception bubling | outer starts call inner one, not throw to inner | !!!!",1,,
S-175,IU-175,d86de76424,17345.070296660386,10034.045743887427,1128.0,202.0,R04,unprocessed-stage0-candidate,R04,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",manually | with extension | classic polly transient failures | new polly | vs httprequest exception | how to handle?,1,,
S-176,IU-176,d6527f34a1,11542.40657626392,10178.731417292307,959.0,397.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",for testing | conditional rate limiting | with extension | classic polly transient failures | new polly | vs httprequest exception,1,,
S-177,IU-177,4de8acb1fd,18003.494005086293,10374.064452509328,969.0,350.0,R04,unprocessed-stage0-candidate,R04,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",manually | with extension | classic polly transient failures | new polly | vs httprequest exception | how to handle?,2,"S-054,S-177",
S-178,IU-178,fdb5e44e62,17082.34028254504,10403.164485609164,741.0,482.0,R04,unprocessed-stage0-candidate,R04,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",with extension | manually | classic polly transient failures | new polly | vs httprequest exception | conditional rate limiting,2,"S-044,S-178",
S-179,IU-179,8b2be0bfe0,11602.306701748565,10604.519584586575,798.0,482.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",for testing | conditional rate limiting | with extension | classic polly transient failures | new polly | vs httprequest exception,1,,
S-180,IU-180,c6022c85f6,18012.64103394041,10725.284781911714,871.0,374.0,R04,unprocessed-stage0-candidate,R04,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",manually | with extension | classic polly transient failures | new polly | vs httprequest exception | how to handle?,2,"S-062,S-180",
S-181,IU-181,efdc6fb257,11524.739706146733,11115.731417292307,925.0,283.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",for testing | conditional rate limiting | with extension | classic polly transient failures | new polly | vs httprequest exception,1,,
S-182,IU-182,4f604be090,11485.573202240483,11496.397982233713,934.0,463.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",for testing | conditional rate limiting | with extension | classic polly transient failures | new polly | vs httprequest exception,1,,
S-183,IU-183,19f68a61d8,11542.539115596803,11986.741762751291,705.0,482.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",for testing | conditional rate limiting | with extension | classic polly transient failures | new polly | vs httprequest exception,1,,
S-184,IU-184,ebe43de39b,11595.90657626392,12521.731386774729,884.0,391.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",for testing | conditional rate limiting | with extension | classic polly transient failures | new polly | vs httprequest exception,1,,
S-185,IU-185,29c65452de,11574.895882164725,12936.075258845041,851.0,482.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",for testing | with extension | conditional rate limiting | manually | classic polly transient failures | new polly,1,,
S-186,IU-186,6b18c2f35f,11562.739828217045,13512.564669245432,817.0,284.0,R03,unprocessed-stage0-candidate,R03,no-stage0-only,yes,"Initial x-band split plus nearby labels. Checklist only, not source of truth.",for testing | with extension | conditional rate limiting | manually | classic polly transient failures | new polly,1,,
